Source,Destination,Weight
C0085624,C0850149,1.0
C0085624,C0085602,1.0
C0085624,C0235234,1.0
C0085624,C2364135,1.0
C0085624,C0032781,1.0
C0085624,C0156405,1.0
C0085624,C0151827,1.0
C0085624,C0240940,2.0
C0085624,C0239833,1.0
C0085624,C0241426,1.0
C0085624,C0744176,1.0
C0085624,C0241416,1.0
C0085624,C0231710,1.0
C0085624,C0238973,1.0
C0085624,C0858598,1.0
C0085624,C1096446,1.0
C0085624,C0948786,1.0
C0085624,C1282310,1.0
C0085624,C0005904,1.0
C0085624,C0233844,1.0
C0085624,C0178310,1.0
C0085624,C0241374,1.0
C0085624,C0239832,2.0
C0085624,C0030552,1.0
C0085624,C0857248,1.0
C0085624,C0232854,1.0
C0085624,C0236083,3.0
C0085624,C0240007,1.0
C0085624,C0017672,3.0
C0085624,C0240564,1.0
C0085624,C0034642,1.0
C0085624,C0857062,1.0
C0085624,C0234532,1.0
C0085624,C0018926,1.0
C0085624,C0235318,1.0
C0085624,C0277823,1.0
C0085624,C0520963,1.0
C0085624,C0877197,1.0
C0085624,C0423684,1.0
C0085624,C0426601,1.0
C0085624,C0406671,2.0
C0085624,C0549386,1.0
C0085624,C0848720,1.0
C0085624,C0744648,1.0
C0085624,C0423575,1.0
C0085624,C0018991,1.0
C0085624,C0751412,1.0
C0085624,C0236080,1.0
C0677500,C0027497,2.0
C0677500,C1446787,1.0
C0677500,C0242429,2.0
C0677500,C0234233,4.0
C0677500,C0683369,1.0
C0677500,C0026821,2.0
C0677500,C0557875,2.0
C0677500,C0015672,3.0
C0677500,C1291077,1.0
C0677500,C0231218,3.0
C0677500,C0497481,2.0
C0677500,C0008031,2.0
C0677500,C0221512,1.0
C0677500,C0302539,1.0
C0677500,C0151908,2.0
C0677500,C2242996,3.0
C0677500,C0312414,1.0
C0677500,C0040822,1.0
C0677500,C0037088,1.0
C0677500,C0014724,1.0
C0677500,C0003862,2.0
C0677500,C0036572,2.0
C0677500,C0281856,1.0
C0677500,C0221170,2.0
C0677500,C0234230,1.0
C0677500,C0240805,1.0
C0677500,C0425481,1.0
C0677500,C0028084,1.0
C0677500,C0314719,1.0
C0677500,C0234255,1.0
C0677500,C0027796,1.0
C0677500,C0239266,2.0
C0677500,C0239589,2.0
C0677500,C0270996,1.0
C0677500,C0235267,1.0
C0677500,C0030196,1.0
C0677500,C2364135,1.0
C0677500,C0946092,1.0
C0677500,C2228803,1.0
C0677500,C0564822,1.0
C0677500,C2129647,1.0
C0000737,C0027497,12.0
C0000737,C1446787,5.0
C0000737,C0497406,1.0
C0000737,C0596601,2.0
C0000737,C0242429,1.0
C0000737,C0024031,2.0
C0000737,C0234233,8.0
C0000737,C0012833,8.0
C0000737,C0026821,4.0
C0000737,C0455270,3.0
C0000737,C0679309,1.0
C0000737,C0557875,5.0
C0000737,C0015672,8.0
C0000737,C1291077,8.0
C0000737,C0231528,1.0
C0000737,C1443924,1.0
C0000737,C0344375,2.0
C0000737,C0231218,6.0
C0000737,C0438716,2.0
C0000737,C0037763,1.0
C0000737,C0013404,1.0
C0000737,C0234238,4.0
C0000737,C0027769,2.0
C0000737,C0042963,9.0
C0000737,C0392674,2.0
C0000737,C0221512,3.0
C0000737,C0917801,2.0
C0000737,C0039070,2.0
C0000737,C0302539,1.0
C0000737,C0016382,1.0
C0000737,C2242996,2.0
C0000737,C0023380,1.0
C0000737,C0232861,1.0
C0000737,C0278145,1.0
C0000737,C0040822,1.0
C0000737,C3257803,1.0
C0000737,C0151315,1.0
C0000737,C0232292,2.0
C0000737,C0085593,2.0
C0000737,C0014724,1.0
C0000737,C0003862,4.0
C0000737,C0741585,2.0
C0000737,C0036572,1.0
C0000737,C0042256,1.0
C0000737,C0030794,2.0
C0000737,C0857057,1.0
C0000737,C0004604,4.0
C0000737,C0042571,2.0
C0000737,C0549299,1.0
C0000737,C0278144,2.0
C0000737,C0812426,2.0
C0000737,C0220870,1.0
C0000737,C0234230,1.0
C0000737,C0423736,2.0
C0000737,C0028643,1.0
C0000737,C1517205,1.0
C0000737,C0235162,1.0
C0000737,C0232487,2.0
C0000737,C0028081,3.0
C0000737,C0740396,1.0
C0000737,C0427008,1.0
C0000737,C0849959,1.0
C0000737,C0232492,1.0
C0000737,C0238740,1.0
C0000737,C0848332,1.0
C0000737,C0019559,1.0
C0000737,C0085631,2.0
C0000737,C0023218,1.0
C0000737,C0023222,1.0
C0000737,C0013132,1.0
C0000737,C0234251,1.0
C0000737,C0236000,1.0
C0000737,C0344232,1.0
C0000737,C0564823,1.0
C0000737,C0849963,1.0
C0000737,C0085636,2.0
C0000737,C0232471,1.0
C0000737,C0013456,2.0
C0000737,C0085602,1.0
C0000737,C0235234,1.0
C0000737,C0032781,1.0
C0000737,C0151827,1.0
C0000737,C3640014,1.0
C0000737,C0235290,1.0
C0000737,C0016199,1.0
C0000737,C0178310,1.0
C0000737,C0239832,1.0
C0000737,C0236083,1.0
C0000737,C0239375,1.0
C0000737,C2985289,1.0
C0000737,C0520963,1.0
C0000737,C0854148,1.0
C0027497,C1446787,10.0
C0027497,C2957106,5.0
C0027497,C0497406,6.0
C0027497,C0596601,20.0
C0027497,C0242429,2.0
C0027497,C0024031,4.0
C0027497,C0234233,17.0
C0027497,C0683369,12.0
C0027497,C0012833,67.0
C0027497,C0026821,18.0
C0027497,C0455270,6.0
C0027497,C0679309,4.0
C0027497,C0557875,43.0
C0027497,C0015672,47.0
C0027497,C1291077,30.0
C0027497,C0231528,12.0
C0027497,C0010200,9.0
C0027497,C1443924,3.0
C0027497,C0235309,12.0
C0027497,C0344375,3.0
C0027497,C0392171,6.0
C0027497,C1260880,2.0
C0027497,C0231218,23.0
C0027497,C1321898,3.0
C0027497,C0011124,1.0
C0027497,C0863105,2.0
C0027497,C0018834,10.0
C0027497,C0278139,1.0
C0027497,C1321587,3.0
C0027497,C0024902,1.0
C0027497,C0008031,9.0
C0027497,C0600142,8.0
C0027497,C0037763,1.0
C0027497,C0795691,1.0
C0027497,C0236082,1.0
C0027497,C0013404,5.0
C0027497,C0234238,12.0
C0027497,C0563277,3.0
C0027497,C0232495,1.0
C0027497,C0027769,7.0
C0027497,C0042963,60.0
C0027497,C0741426,1.0
C0027497,C1579838,3.0
C0027497,C0392674,11.0
C0027497,C0020175,13.0
C0027497,C0221512,24.0
C0027497,C1579931,9.0
C0027497,C0917801,9.0
C0027497,C0392678,1.0
C0027497,C0039070,15.0
C0027497,C0302539,6.0
C0027497,C0016204,4.0
C0027497,C0000729,2.0
C0027497,C0016382,5.0
C0027497,C0748706,7.0
C0027497,C0151908,1.0
C0027497,C0747927,1.0
C0027497,C2242996,10.0
C0027497,C0023380,6.0
C0027497,C0312414,1.0
C0027497,C0278007,1.0
C0027497,C0278145,4.0
C0027497,C2129214,11.0
C0027497,C0040822,15.0
C0027497,C3257803,1.0
C0027497,C0751372,1.0
C0027497,C0518214,1.0
C0027497,C0151315,3.0
C0027497,C0232292,3.0
C0027497,C0085593,8.0
C0027497,C0037088,4.0
C0027497,C0744318,1.0
C0027497,C0014724,16.0
C0027497,C0003862,15.0
C0027497,C0741585,5.0
C0027497,C0036572,13.0
C0027497,C0238741,1.0
C0027497,C0030794,2.0
C0027497,C0850045,3.0
C0027497,C0857057,2.0
C0027497,C0004604,9.0
C0027497,C0042571,6.0
C0027497,C0857027,5.0
C0027497,C0847554,5.0
C0027497,C0278144,5.0
C0027497,C0812426,2.0
C0027497,C0851121,2.0
C0027497,C0221170,4.0
C0027497,C0558489,1.0
C0027497,C0013428,1.0
C0027497,C0235239,1.0
C0027497,C0220870,12.0
C0027497,C0007859,5.0
C0027497,C0232431,2.0
C0027497,C0278148,1.0
C0027497,C0234230,5.0
C0027497,C0848283,3.0
C0027497,C0184567,3.0
C0027497,C0232285,1.0
C0027497,C0239377,2.0
C0027497,C0028643,5.0
C0027497,C1517205,1.0
C0027497,C0848290,1.0
C0027497,C0239783,2.0
C0027497,C0238995,1.0
C0027497,C0476270,1.0
C0027497,C0235162,1.0
C0027497,C0232487,2.0
C0027497,C0028081,5.0
C0027497,C0009193,1.0
C0027497,C0849970,2.0
C0027497,C0427008,2.0
C0027497,C0425481,1.0
C0027497,C0312422,2.0
C0027497,C0849959,3.0
C0027497,C0857257,1.0
C0027497,C0150055,3.0
C0027497,C0848168,1.0
C0027497,C0425449,1.0
C0027497,C0232492,3.0
C0027497,C0028084,5.0
C0027497,C1397014,1.0
C0027497,C0426623,1.0
C0027497,C0314719,1.0
C0027497,C0235240,3.0
C0027497,C0564820,2.0
C0027497,C0234255,1.0
C0027497,C0027498,3.0
C0027497,C0232602,2.0
C0027497,C0086132,4.0
C0027497,C0087169,13.0
C0027497,C0019559,2.0
C0027497,C0085631,4.0
C0027497,C0751295,1.0
C0027497,C0848404,2.0
C0027497,C0023222,2.0
C0027497,C0151825,1.0
C0027497,C0233763,1.0
C0027497,C0240129,1.0
C0027497,C0016512,1.0
C0027497,C0015644,1.0
C0027497,C0040460,1.0
C0027497,C0236000,4.0
C0027497,C0344232,9.0
C0027497,C0085632,1.0
C0027497,C0234369,1.0
C0027497,C0037384,1.0
C0027497,C0740418,1.0
C0027497,C0015468,1.0
C0027497,C0564823,2.0
C0027497,C0231772,4.0
C0027497,C0027796,1.0
C0027497,C0581880,1.0
C0027497,C0151786,1.0
C0027497,C0563275,1.0
C0027497,C0474496,1.0
C0027497,C1704276,1.0
C0027497,C0849963,1.0
C0027497,C2116289,1.0
C0027497,C2169806,1.0
C0027497,C0026961,1.0
C0027497,C0235004,5.0
C0027497,C0542476,3.0
C0027497,C0858665,1.0
C0027497,C0085636,3.0
C0027497,C0239649,1.0
C0027497,C0239266,2.0
C0027497,C0278146,1.0
C0027497,C0581879,1.0
C0027497,C0439814,1.0
C0027497,C0239589,2.0
C0027497,C0232471,1.0
C0027497,C0232849,1.0
C0027497,C0848633,1.0
C0027497,C0578687,1.0
C0027497,C0700590,1.0
C0027497,C0423571,1.0
C0027497,C0013456,3.0
C0027497,C0240941,1.0
C0027497,C0581881,1.0
C0027497,C0423600,1.0
C0027497,C4042866,1.0
C0027497,C3640014,1.0
C0027497,C0241426,1.0
C0027497,C0522179,1.0
C0027497,C0235706,1.0
C0027497,C0858598,1.0
C0027497,C1096446,2.0
C0027497,C0016199,1.0
C0027497,C3257980,1.0
C0027497,C0520962,1.0
C0027497,C0238552,1.0
C0027497,C1282310,1.0
C0027497,C0239511,1.0
C0027497,C0178310,1.0
C0027497,C0849640,1.0
C0027497,C0549248,1.0
C0027497,C0239832,4.0
C0027497,C0149651,3.0
C0027497,C0085635,1.0
C0027497,C0877487,1.0
C0027497,C0017672,1.0
C0027497,C0497293,1.0
C0027497,C0522365,1.0
C0027497,C0848337,1.0
C0027497,C0235318,3.0
C0027497,C0240352,1.0
C0027497,C0026838,1.0
C0027497,C0751409,1.0
C0027497,C0549250,1.0
C0027497,C0239375,1.0
C0027497,C0522251,1.0
C0027497,C0877781,1.0
C0027497,C0877197,1.0
C0027497,C3839047,1.0
C0027497,C2004489,1.0
C0027497,C0476288,1.0
C0027497,C0458109,1.0
C0027497,C0426601,1.0
C0027497,C2029681,1.0
C0027497,C2220244,1.0
C0027497,C0241042,1.0
C0027497,C0857386,1.0
C1446787,C0497406,1.0
C1446787,C0596601,3.0
C1446787,C0024031,2.0
C1446787,C0234233,6.0
C1446787,C0683369,1.0
C1446787,C0012833,3.0
C1446787,C0026821,9.0
C1446787,C0455270,1.0
C1446787,C0557875,3.0
C1446787,C0015672,5.0
C1446787,C1291077,7.0
C1446787,C0231528,1.0
C1446787,C0010200,1.0
C1446787,C0235309,3.0
C1446787,C0344375,1.0
C1446787,C0231218,5.0
C1446787,C0018834,1.0
C1446787,C1321587,1.0
C1446787,C0438716,1.0
C1446787,C0600142,1.0
C1446787,C0234238,5.0
C1446787,C0042963,5.0
C1446787,C0392674,1.0
C1446787,C0020175,2.0
C1446787,C0221512,5.0
C1446787,C0016204,1.0
C1446787,C0016382,1.0
C1446787,C0748706,1.0
C1446787,C0151908,1.0
C1446787,C0023380,1.0
C1446787,C0312414,2.0
C1446787,C0278145,2.0
C1446787,C0037088,1.0
C1446787,C0003862,2.0
C1446787,C0036572,1.0
C1446787,C0030794,2.0
C1446787,C0152149,1.0
C1446787,C0004604,5.0
C1446787,C0235129,1.0
C1446787,C0851121,1.0
C1446787,C0221170,2.0
C1446787,C0232431,1.0
C1446787,C0278148,1.0
C1446787,C0234230,1.0
C1446787,C0423736,1.0
C1446787,C0231749,1.0
C1446787,C0425481,1.0
C1446787,C0234229,1.0
C1446787,C0232602,1.0
C1446787,C0238740,2.0
C1446787,C0087169,1.0
C1446787,C0849668,1.0
C1446787,C0085631,2.0
C1446787,C0023218,1.0
C1446787,C0016512,1.0
C1446787,C0564823,1.0
C1446787,C0240941,1.0
C1446787,C0423693,1.0
C1446787,C0857213,1.0
C1446787,C0016199,1.0
C1446787,C0240352,1.0
C1446787,C2985289,2.0
C1446787,C2129647,1.0
C1446787,C0277823,2.0
C1446787,C0231706,1.0
C1446787,C0566948,1.0
C1446787,C0751495,1.0
C1446787,C0854148,1.0
C1446787,C0239182,1.0
C2957106,C0596601,1.0
C2957106,C0234233,1.0
C2957106,C0683369,2.0
C2957106,C0012833,1.0
C2957106,C0557875,5.0
C2957106,C0015672,3.0
C2957106,C0231528,1.0
C2957106,C0010200,2.0
C2957106,C0392171,1.0
C2957106,C0231218,3.0
C2957106,C0008031,1.0
C2957106,C0037011,1.0
C2957106,C0234238,2.0
C2957106,C0027769,1.0
C2957106,C0042963,2.0
C2957106,C0392674,2.0
C2957106,C0917801,1.0
C2957106,C0302539,1.0
C2957106,C0016382,1.0
C2957106,C0748706,1.0
C2957106,C2242996,1.0
C2957106,C0040822,2.0
C2957106,C0751372,1.0
C2957106,C0151315,1.0
C2957106,C0037088,2.0
C2957106,C0014724,1.0
C2957106,C0003862,1.0
C2957106,C0741585,1.0
C2957106,C0004604,1.0
C2957106,C0221170,1.0
C2957106,C0278141,1.0
C2957106,C0007859,2.0
C2957106,C0278148,1.0
C2957106,C0239377,1.0
C2957106,C0028643,1.0
C2957106,C1517205,1.0
C2957106,C0238995,1.0
C2957106,C0239667,1.0
C2957106,C0028084,1.0
C2957106,C0238740,1.0
C2957106,C0087169,2.0
C2957106,C0085631,1.0
C2957106,C0877716,1.0
C2957106,C0751295,2.0
C2957106,C0023222,1.0
C2957106,C0344232,1.0
C2957106,C0239836,1.0
C2957106,C0439814,1.0
C2957106,C0239589,1.0
C2957106,C0233844,2.0
C2957106,C0239832,1.0
C2957106,C0030552,1.0
C2957106,C0085635,1.0
C2957106,C0877781,1.0
C2957106,C0744648,1.0
C2957106,C0423575,1.0
C0497406,C0596601,1.0
C0497406,C0242429,1.0
C0497406,C0024031,1.0
C0497406,C0234233,3.0
C0497406,C0683369,4.0
C0497406,C0012833,3.0
C0497406,C0026821,1.0
C0497406,C0455270,1.0
C0497406,C0679309,1.0
C0497406,C0557875,9.0
C0497406,C0015672,8.0
C0497406,C1291077,3.0
C0497406,C0231528,1.0
C0497406,C0010200,2.0
C0497406,C0344375,1.0
C0497406,C1260880,1.0
C0497406,C0231218,4.0
C0497406,C0039591,1.0
C0497406,C0018834,3.0
C0497406,C1321587,1.0
C0497406,C0024902,1.0
C0497406,C0008031,3.0
C0497406,C0600142,1.0
C0497406,C0795691,1.0
C0497406,C0013404,2.0
C0497406,C0234238,3.0
C0497406,C0027769,2.0
C0497406,C0042963,1.0
C0497406,C0392674,2.0
C0497406,C0020175,5.0
C0497406,C0221512,2.0
C0497406,C1579931,2.0
C0497406,C0917801,3.0
C0497406,C0039070,4.0
C0497406,C0016204,1.0
C0497406,C2242996,2.0
C0497406,C0013395,1.0
C0497406,C0040822,1.0
C0497406,C3257803,1.0
C0497406,C0232292,1.0
C0497406,C0037088,4.0
C0497406,C0014724,4.0
C0497406,C0003862,7.0
C0497406,C0036572,4.0
C0497406,C0004604,2.0
C0497406,C0042571,1.0
C0497406,C0278144,1.0
C0497406,C0221170,1.0
C0497406,C0220870,1.0
C0497406,C0007859,1.0
C0497406,C0232431,1.0
C0497406,C0848283,1.0
C0497406,C0028643,4.0
C0497406,C1517205,1.0
C0497406,C0518179,1.0
C0497406,C0235710,1.0
C0497406,C0232517,1.0
C0497406,C0427008,1.0
C0497406,C0849959,1.0
C0497406,C0425449,1.0
C0497406,C0027498,1.0
C0497406,C0087169,1.0
C0497406,C0221232,1.0
C0497406,C0085631,2.0
C0497406,C0751295,1.0
C0497406,C0016512,1.0
C0497406,C0221785,1.0
C0497406,C0233488,1.0
C0497406,C0344232,2.0
C0497406,C0233401,1.0
C0497406,C0043144,1.0
C0497406,C0235524,1.0
C0497406,C0232471,1.0
C0497406,C0848633,1.0
C0497406,C0700590,1.0
C0497406,C0240941,1.0
C0497406,C0235234,1.0
C0497406,C2364135,1.0
C0497406,C0032781,1.0
C0497406,C0018520,1.0
C0497406,C0423693,1.0
C0497406,C0234861,1.0
C0497406,C1282310,1.0
C0497406,C0231655,1.0
C0497406,C0034642,1.0
C0497406,C0235283,1.0
C0497406,C0849911,1.0
C0497406,C0857062,1.0
C0497406,C0234532,1.0
C0497406,C0240352,1.0
C0497406,C0850015,1.0
C0596601,C0234233,2.0
C0596601,C0683369,3.0
C0596601,C0012833,3.0
C0596601,C0026821,2.0
C0596601,C0455270,1.0
C0596601,C0015672,4.0
C0596601,C1291077,24.0
C0596601,C0849850,1.0
C0596601,C1443924,2.0
C0596601,C0235309,2.0
C0596601,C0344375,1.0
C0596601,C0392171,1.0
C0596601,C0231218,6.0
C0596601,C0018834,8.0
C0596601,C0278139,1.0
C0596601,C1321587,2.0
C0596601,C0024902,1.0
C0596601,C0008031,1.0
C0596601,C0037763,1.0
C0596601,C0013404,2.0
C0596601,C0563277,1.0
C0596601,C0027769,2.0
C0596601,C0042963,9.0
C0596601,C0392674,1.0
C0596601,C0020175,1.0
C0596601,C0221512,9.0
C0596601,C1579931,1.0
C0596601,C0016204,2.0
C0596601,C0748706,2.0
C0596601,C0023380,1.0
C0596601,C0013395,1.0
C0596601,C2129214,4.0
C0596601,C0040822,3.0
C0596601,C0751372,1.0
C0596601,C0232292,1.0
C0596601,C0037088,1.0
C0596601,C0744318,1.0
C0596601,C0014724,14.0
C0596601,C0003862,1.0
C0596601,C0036572,1.0
C0596601,C0030794,1.0
C0596601,C0850045,1.0
C0596601,C0004604,2.0
C0596601,C0278144,1.0
C0596601,C0851121,2.0
C0596601,C0541976,2.0
C0596601,C0234230,1.0
C0596601,C0848290,2.0
C0596601,C0232487,1.0
C0596601,C0232517,3.0
C0596601,C0242030,1.0
C0596601,C0028084,1.0
C0596601,C0426623,1.0
C0596601,C0086132,1.0
C0596601,C0476289,2.0
C0596601,C0344232,1.0
C0596601,C0563275,1.0
C0596601,C1704276,1.0
C0596601,C0849759,1.0
C0596601,C0278146,1.0
C0596601,C0574068,1.0
C0596601,C3640011,1.0
C0596601,C0232721,1.0
C0596601,C0085635,1.0
C0596601,C0034642,1.0
C0596601,C0877781,1.0
C0596601,C0426649,1.0
C0242429,C0024031,1.0
C0242429,C0234233,16.0
C0242429,C0683369,4.0
C0242429,C0012833,2.0
C0242429,C0026821,1.0
C0242429,C0455270,1.0
C0242429,C0557875,4.0
C0242429,C0015672,8.0
C0242429,C1291077,2.0
C0242429,C0231528,5.0
C0242429,C0010200,17.0
C0242429,C0235309,1.0
C0242429,C0392171,8.0
C0242429,C1260880,5.0
C0242429,C0231218,13.0
C0242429,C0863105,1.0
C0242429,C0018834,6.0
C0242429,C1321587,1.0
C0242429,C0008031,1.0
C0242429,C0037011,1.0
C0242429,C0013404,2.0
C0242429,C0234238,4.0
C0242429,C0027769,3.0
C0242429,C0042963,2.0
C0242429,C1579838,2.0
C0242429,C0392674,2.0
C0242429,C0221512,4.0
C0242429,C0917801,1.0
C0242429,C0151908,1.0
C0242429,C2242996,1.0
C0242429,C0577573,1.0
C0242429,C0013395,1.0
C0242429,C0278145,1.0
C0242429,C0040822,2.0
C0242429,C0151315,1.0
C0242429,C0232292,1.0
C0242429,C0085593,3.0
C0242429,C0037088,1.0
C0242429,C0014724,3.0
C0242429,C0003862,2.0
C0242429,C0741585,3.0
C0242429,C0036572,1.0
C0242429,C0700184,1.0
C0242429,C0027424,3.0
C0242429,C0004604,4.0
C0242429,C0281856,1.0
C0242429,C0522067,1.0
C0242429,C0812426,1.0
C0242429,C0007859,2.0
C0242429,C0234230,1.0
C0242429,C1517205,1.0
C0242429,C0239783,2.0
C0242429,C0235710,1.0
C0242429,C0028081,2.0
C0242429,C0740396,1.0
C0242429,C0427008,1.0
C0242429,C0312422,1.0
C0242429,C0849959,2.0
C0242429,C0314719,1.0
C0242429,C0850630,2.0
C0242429,C0859371,1.0
C0242429,C0151825,1.0
C0242429,C0040460,2.0
C0242429,C0236000,1.0
C0242429,C0344232,1.0
C0242429,C0151786,1.0
C0242429,C0542476,2.0
C0242429,C0085636,1.0
C0242429,C0439053,1.0
C0242429,C0848633,1.0
C0242429,C0578687,1.0
C0242429,C0700590,1.0
C0242429,C0239134,1.0
C0242429,C0013456,2.0
C0242429,C0850149,6.0
C0242429,C0235234,2.0
C0242429,C0849791,2.0
C0242429,C2364135,1.0
C0242429,C0032781,1.0
C0242429,C0019825,2.0
C0242429,C0423600,2.0
C0242429,C1096446,1.0
C0242429,C0235290,1.0
C0242429,C3257980,1.0
C0242429,C0549343,1.0
C0242429,C0857160,1.0
C0242429,C0423673,1.0
C0242429,C0848220,1.0
C0242429,C0426484,3.0
C0242429,C0564822,1.0
C0242429,C0581297,1.0
C0242429,C0877491,1.0
C0242429,C0847550,1.0
C0242429,C1096596,1.0
C0242429,C2029681,1.0
C0242429,C2220244,1.0
C0024031,C0234233,3.0
C0024031,C0012833,2.0
C0024031,C0026821,2.0
C0024031,C0557875,5.0
C0024031,C0015672,5.0
C0024031,C1291077,2.0
C0024031,C0231528,1.0
C0024031,C0235309,2.0
C0024031,C0231218,2.0
C0024031,C0497481,1.0
C0024031,C0600142,2.0
C0024031,C0234238,1.0
C0024031,C0042963,3.0
C0024031,C0392674,2.0
C0024031,C0221512,2.0
C0024031,C0748706,3.0
C0024031,C0151908,1.0
C0024031,C2242996,1.0
C0024031,C0278145,1.0
C0024031,C0751372,2.0
C0024031,C0003862,2.0
C0024031,C0036572,1.0
C0024031,C0004604,5.0
C0024031,C0549299,1.0
C0024031,C0235129,1.0
C0024031,C0221170,3.0
C0024031,C0013428,1.0
C0024031,C0007859,1.0
C0024031,C0234230,1.0
C0024031,C0848724,1.0
C0024031,C0848283,1.0
C0024031,C0085594,1.0
C0024031,C0233973,1.0
C0024031,C0231749,2.0
C0024031,C0427008,1.0
C0024031,C0150055,1.0
C0024031,C0314719,1.0
C0024031,C0238740,1.0
C0024031,C0019559,1.0
C0024031,C0238656,1.0
C0024031,C0036396,3.0
C0024031,C0013132,1.0
C0024031,C0016512,1.0
C0024031,C0564823,2.0
C0024031,C0239589,1.0
C0024031,C0016199,1.0
C0024031,C0236083,1.0
C0024031,C2032146,1.0
C0234233,C0683369,8.0
C0234233,C0012833,6.0
C0234233,C0026821,8.0
C0234233,C0877113,1.0
C0234233,C0455270,10.0
C0234233,C0557875,13.0
C0234233,C0015672,21.0
C0234233,C1291077,8.0
C0234233,C0231528,9.0
C0234233,C0010200,14.0
C0234233,C0849850,1.0
C0234233,C1443924,1.0
C0234233,C0235309,1.0
C0234233,C0007939,4.0
C0234233,C0392171,6.0
C0234233,C1260880,3.0
C0234233,C0231218,27.0
C0234233,C1321898,2.0
C0234233,C0863105,4.0
C0234233,C0039591,1.0
C0234233,C0497481,2.0
C0234233,C0018834,4.0
C0234233,C1321587,1.0
C0234233,C0024902,3.0
C0234233,C0438716,1.0
C0234233,C0008031,4.0
C0234233,C0600142,1.0
C0234233,C0037763,2.0
C0234233,C0236082,4.0
C0234233,C0013404,5.0
C0234233,C0234238,13.0
C0234233,C0027769,6.0
C0234233,C0042963,8.0
C0234233,C1579838,2.0
C0234233,C0392674,3.0
C0234233,C0020175,2.0
C0234233,C0221512,5.0
C0234233,C1579931,2.0
C0234233,C0917801,1.0
C0234233,C0521632,2.0
C0234233,C0235108,2.0
C0234233,C0039070,5.0
C0234233,C0016204,2.0
C0234233,C0000729,1.0
C0234233,C0016382,2.0
C0234233,C0748706,2.0
C0234233,C0151908,2.0
C0234233,C2242996,15.0
C0234233,C0577573,3.0
C0234233,C0023380,4.0
C0234233,C0312414,3.0
C0234233,C0013395,2.0
C0234233,C0232861,1.0
C0234233,C0577100,1.0
C0234233,C0278145,3.0
C0234233,C2129214,2.0
C0234233,C0040822,5.0
C0234233,C3257803,1.0
C0234233,C0751372,1.0
C0234233,C0231217,2.0
C0234233,C0518214,2.0
C0234233,C0151315,3.0
C0234233,C0232292,1.0
C0234233,C0085593,6.0
C0234233,C0037088,4.0
C0234233,C0014724,2.0
C0234233,C0003862,6.0
C0234233,C0741585,1.0
C0234233,C0036572,4.0
C0234233,C0238741,1.0
C0234233,C0030794,1.0
C0234233,C0019209,1.0
C0234233,C0240812,2.0
C0234233,C0027424,1.0
C0234233,C0849852,2.0
C0234233,C0857057,1.0
C0234233,C0004604,5.0
C0234233,C0042571,4.0
C0234233,C0549299,1.0
C0234233,C0281856,2.0
C0234233,C0857027,3.0
C0234233,C0278144,2.0
C0234233,C0034886,1.0
C0234233,C0235129,4.0
C0234233,C0221170,9.0
C0234233,C0013428,4.0
C0234233,C0220870,3.0
C0234233,C0278141,2.0
C0234233,C0240211,1.0
C0234233,C0007859,2.0
C0234233,C0234230,4.0
C0234233,C0423736,3.0
C0234233,C0848283,2.0
C0234233,C0184567,1.0
C0234233,C0239377,1.0
C0234233,C0028643,6.0
C0234233,C1517205,1.0
C0234233,C0240805,2.0
C0234233,C0239783,1.0
C0234233,C0235710,1.0
C0234233,C0238995,1.0
C0234233,C0232487,1.0
C0234233,C0028081,5.0
C0234233,C0231749,1.0
C0234233,C0427008,1.0
C0234233,C0312422,1.0
C0234233,C0849959,2.0
C0234233,C0241164,1.0
C0234233,C0241057,1.0
C0234233,C0857257,1.0
C0234233,C0241039,1.0
C0234233,C0150055,1.0
C0234233,C0848168,1.0
C0234233,C0028084,2.0
C0234233,C0451633,1.0
C0234233,C0859371,1.0
C0234233,C0238740,1.0
C0234233,C0019559,1.0
C0234233,C0221232,1.0
C0234233,C0476289,2.0
C0234233,C0085631,2.0
C0234233,C0036396,3.0
C0234233,C2142181,1.0
C0234233,C0023222,1.0
C0234233,C0162298,1.0
C0234233,C0015644,1.0
C0234233,C0040460,1.0
C0234233,C0236000,2.0
C0234233,C0344232,1.0
C0234233,C0564823,1.0
C0234233,C1704276,1.0
C0234233,C0240382,2.0
C0234233,C0857245,1.0
C0234233,C0239266,3.0
C0234233,C0423006,1.0
C0234233,C0278146,2.0
C0234233,C0581879,1.0
C0234233,C0239589,3.0
C0234233,C0241705,1.0
C0234233,C0578687,2.0
C0234233,C0700590,1.0
C0234233,C0423571,1.0
C0234233,C0013456,2.0
C0234233,C0850149,2.0
C0234233,C0235234,2.0
C0234233,C0849791,1.0
C0234233,C2364135,3.0
C0234233,C0019825,1.0
C0234233,C0231710,1.0
C0234233,C0948786,1.0
C0234233,C0004317,1.0
C0234233,C0236040,2.0
C0234233,C3257980,2.0
C0234233,C0857030,1.0
C0234233,C0520962,3.0
C0234233,C1282310,1.0
C0234233,C0232491,1.0
C0234233,C0240194,1.0
C0234233,C0549248,1.0
C0234233,C0239832,1.0
C0234233,C0231655,1.0
C0234233,C0426484,1.0
C0234233,C0017672,1.0
C0234233,C0034642,2.0
C0234233,C0849911,1.0
C0234233,C0848337,1.0
C0234233,C0262397,1.0
C0234233,C0239375,1.0
