disease,postLink,postHeading,postContent,postTags
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/84133/knife-cut,Knife cut,"Hello Gail, my fiancé got a knife cut from a stranger during a fight. The wound was very small very similar to paper cut but it bleed. We don’t know the stranger but I know both her and her partner uses drugs. I am afraid that the knife isn’t saintized or i don’t know if she had also cut herself during the fight. I am about 30 weeks pregnant and I am so afraid, my fiancé and I had intercourse not long after the cut. I had a sore throat and stuffy nose about 6 weeks after and my fiancé also had a sore throat and stuffy nose and some coughing about 2 months after the cut. What is the chance of getting the virus from a unknown knife cut?","Risk Factors , Possible Exposure"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/79243/oral-with-positive-undetectable-risk,Oral with positive undetectable risk,Recently I was getting a massage which lead to a hand job and fingering given to me. I then had a 20-30 sec session at most that I performed oral sex on him. No open sores or ejaculation/swallowing took place and I stopped after 30 sec. After we were done he informed me he was positive undetectable for over 20 years. On meds plus truvada ...  I have been on prep for 90 days haven't missed a dosage and had my 3 month test the week before (negative) .  I am freaking out!! Please give advice and risk factors / exposures! This is my worst nightmare,"Risk Factors , Possible Exposure"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/80822/am-i-at-risk,Am I at risk?,"During a massage the masseuse, who was a guy, started giving me oral sex. I made him stop after about 15-20 seconds... really concerned that I made a terrible mistake.",Risk Factors
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/84163/blood-transfusions,Blood transfusions,There is no evidence to say blood transfusions work - I don't believe in them!,"Risk Factors , Living & Managing , Possible Exposure , Symptoms , Treatment , Diagnosis , Home Testing Kits"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/80317/filled-with-regret,Filled with regret!!!,"I made a stupid mistake .In that I went to a asian massage parlor for a massage with ended in a handjob with oil .Their was no futher sexual contact envoled no folding ,fingering or kissing.just a straight rub and tug.should I be concerned over the possibility of a STDs and hiv?",Risk Factors
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/52521/diabetic,Diabetic,Blood sugar has been over 350 for the past week. I have been on antibiotics for 2 week. Could that be why so high.,Type 2 Diabetes
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/25441/long-term-lung-issues,Long term lung issues,"I was born with mucous in my lungs after my mother smoked during her pregnancy. I eventually improved, but years later on and off, I'd have issues pop up. Breathing difficulties that would stem from being around potent chemicals and pushing myself too far physically. I would wake up short of breath afterwards, and this would continue until I took liquid sleeping medication and I could feel my lungs calm, and I could breathe easier. I have no idea what to call this... what I deal with. It's not constant, it's erratic and I can never tell when it's about to happen. But it's very worrisome for myself and family. Due to financial limitations I have not been able to determine what is happening to me. I was wondering if anyone has any insight into what's happening to me, or if someone is dealing with something similar. Is this asthma? Something else? I just want a better understanding of what's happening to me.",
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/32054/not-fully-recovered-from-bronchitis-from-5-months-ago,Not fully recovered from Bronchitis from 5 months ago,"In early June I got sick and i get sick very often and i usually am sick for 1-2 weeks with low fever, so it was no surprise i got sick. But it went on and I was sick for 4 weeks with bad coughing and wheezing so i went to the doctor and they said I was fine. Coughing got worse and fever was still going so 3 weeks later we went back and it turns out I had atypical pneumonia (diagnosed only by her listening to my wheeze) and was on 10 days antibiotics (Not z-pac, im allergic) and my fever went a way and cough got better but was still wheezing daily and coughing. 2 weeks after i finished antibiotics I got sick with bad cough for 2 weeks again after school started. When im not sick-sick with a fever and apparent sniffles I get fatigued very easily. I used to be able to run 2 miles without stopping in 23 minutes but so far in PE i am the slowest and physical activity has been difficult for months. I have headaches often and am very fatigued and I just got sick again this week and started hyperventilating in PE when biking slowly-ish on a relative flat trying to catch up because I am the slowest. Going into the doctor next week but I am scared that I will never get better. I had a breakdown today because I used to be so fit but now I can't do anything... Any idea what I might have? Will I get better? Since my doctor didnt think anything was wrong after i was sick for 4 weeks IDK if her info is 100% accurate....",Diagnosis
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/32615/mental-rewind,"Mental ""rewind""","I am of ""senior"" age, but certainly don't feel it. My question is relating to reoccurring thoughts-almost like a ""rewind"". Will come up at anytime..bad when it happens in middle of night. Usually sad, things of the day, decisions made. I know of writing down, but often wonder if there's more to this. Please share your thoughts.",
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/36899/silicon-inhalation,Silicon inhalation,I inhaled a small amount of fine silicon once . Should I be worried or go see a doctor soon ? Please help,
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/33327/19-year-old-chronic-cough,19 year old-chronic cough,My 19 year old daughter has been experiencing a chronic cough since August. She coughs so hard she throws up. She also has shortness of breath and has gained weight. Of course we have been to the doctor but her condition is not improving. Any suggestions would be appreciated.,
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/36170/could-this-be-asthma-if-yes-what-can-i-do,"Could this be asthma, if yes what can I do","In a year, I mostly have a blocked nostrils when asleep and a times struggle to breath even with mouth especially during cold weather. But during dry season, when there is heat, I also experiences tight chest and syrugle to breath. I consult a Dr who prescribed ventolin sabutamol tablet for me, any time I noticed this symptoms, I take one or two tablets prescribed for me and after like 2-3minutes, the symptoms will disappear. I need a candid medical guides to stop all this, or cattah, as in cold can't be cured?",
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/37084/horrible-dull-pain-behind-shoulder-blades,Horrible Dull Pain Behind Shoulder Blades,"What is this Horrible Dull Pain behind shoulder Blades? Had the flu at the beginning of last week. Felt fine Thursday evening, all day Friday and Saturday morning except for a lingering cough. Saturday afternoon my mid to upper back started hurting especially under my shoulder blades. Hurts whether I am sitting or up moving. Still hurting today and my cough is still present with chest pain when I cough. Any answers to what this could be would be great. A little more info....my 2 year old son was diagnosed on Friday with pneumonia.",Diagnosis
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/52967/a1c-chart-for-seniors,a1c chart for seniors,Thank you for your reply. Could you please send a link to the a1c chart. Thank you Shah Malik,
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/19719/symptoms-not-going-away,Symptoms not going away,"I have exercise induced asthma and am a recent ex-smoker (for like the 6th time, after 9 years). Until the past year my symptoms only fared up about once a week or less but has been getting more and more frequent and then today, about 3 days after quitting I have mild symptoms that have not gone away even after using my inhaler and it came on for seemingly no reason.","Living & Managing , Triggers , Treatment , Diagnosis"
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/52249/diabetes,Diabetes,My recent labs said my blood glucose was 126 my Dr said this does not warrant medication yet but exercise and losing weight will bring it down. Am I pre diab etic? My mother and brother took oral diabetes medication and another brother takes insulin,
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/52973/wearing-cgm-and-pump,Wearing cgm AND pump!!!,"Please, any advice is appreciated!!! Im wearing a pump & a cgm currently with a waist pouch. But i want options! Maybe something different. Even if i create something new..,, Any ideas???","Living With , Type 1 Diabetes"
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/54387/fighting-diabetes-alone,Fighting Diabetes alone,Hi fellow PWD,
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/51348/dizziness,Dizziness,Has anyone experienced any dizziness with their type 2 diabetes?,"Exercise , Insulin , Treatments , Diet , Living With , Type 2 Diabetes , Symptoms"
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/52968/eating-habits-for-12-hr-work-day,Eating habits for 12 hr work day,I'm having trouble controlling my eating habits with my job on type 2 diabetes I work 12 hrs a day..I have high triglycerides in 900s..I'm taking 2 pills for diabetes Janumet and a new one my numbers avg around 160 just hard to eat healthy and any ideas I could have for fast meals?,Type 2 Diabetes
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/53746/questions-about-trulicity,Questions about trulicity,I am an insulin-dependent type 1 diabetic my position has recently put me on trulicity which I understand is not for type 1 diabetics should I be concerned.,"Treatments , Type 1 Diabetes"
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/24492/increased-resp-symptoms-after-quitting,Increased resp symptoms after quitting,"One thing that ex-smokers have often experienced is that their respiratory symptoms, especially cough, actually get worse for awhile after quitting (as well I know). Your body is trying to get rid of all that gunk in your lungs and grow back the cilia that line your bronchi and help to sweep out contaminants. I would definitely see a doctor, but be aware that it may take a month or more as this healing takes place. But hold on! You will feel so much better as a nonsmoker. Please allow me to put in a plug for Nicotine Anonymous. It does so much more than just help you quit, and it was a completely different experience than any other. I quit 22 years ago after nothing else worked. Good luck!",
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/9670/could-it-be-asthma,Could it be asthma,I have lot of allergies. I had asthma test when I was a young adult and I was told to practice breathe . I can't breathe when the wind is blowing lot and I have cough attack lot . Could I have asthma ? When I laugh I feel like I can't breathe . Need help,
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/38081/hello-info,Hello. Info,"I don't personally have diabetes, but my boyfriend who I have been dating for 8 months now, has it. He didn't understand how to manage it for years (not even his own mother helped from what I can see) and now that he has me he wants to get it under control. It's hard to understand some of it, but I have been reading about it for a while now, and I just wanna understand and talk to people who do have it. I know what diabetes is and how its works because my grandpa had it. My boyfriend just doesn't have a lot of confidence in himself and I want to help him. If anyone could talk to me about living with diabetes and management I would love to talk to you. Right now this issue is a wrench in our relationship, I know that basic things but I want to help him better because I don't think anyone else is. So if anyone has any info they can talk to me about that would be greatly appreciated.","Exercise , Insulin , Treatments , Diet , Living With , Type 1 Diabetes , Symptoms"
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/24965/could-my-asthma-be-back-or-is-it-anxiety,Could my asthma be back? Or is it anxiety?,"Hi all! I just need some insight, because I am getting a bit freaked out! When I was a baby, I had an asthma attack that triggered the fear of not being able to breathe. Until about middle school, I had mild asthma so I had an inhaler that I would use when need be. It has been many years since I have had an asthma attack, and I don't even have an inhaler anymore. I have mild anxiety as well that has not been diagnosed by a medical professional, but I know it exists in my life. I do not take medication for it. Sunday night, I went to sleep and woke up in the middle of the night not being able to breathe, and since then (today is Thursday), I have had a really hard time breathing. This means chest heaviness/tightness, shortness of breath. I feel like the only way I can get a good breath is through a yawn. This freaks me out and triggers that anxiety in me that ""I'm gonna die, I'm going to suffocate"", that I probably had when I was a baby. I went to Immediate Care and had an EKG that came out normal, my blood pressure was 107/70 which is normal and my blood work was also normal. I am going to my primary care doctor next Saturday, but does anyone have any idea what this could be? P.S - as of now, the only thing that has helped me is Valerian Root (the herbal extract and marijuana to relax me).  HELP! Thanks :)","Living & Managing , Triggers , Treatment , Diagnosis"
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/31235/humidifiers-asthma,Humidifiers & Asthma,"Will a humidifier help asthma? If so which is better, warm mist or cool mist?",Living & Managing
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/7996/mint-asthma-trigger,Mint Asthma Trigger.,"The other day my teacher told me she'd never heard of mint triggering asthma before. Has anybody else ever had the problem with mint triggering their asthma, or was it just me..? Thanks.",Triggers
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/31157/emergency-attack-shots,Emergency Attack Shots,Why is epinephrine and then Susprin no longer used for emergency asthma relief? When I was a kid this cleared me up and got me home and back to school the next day. Now I can't find info on Susprin anywhere. Loo,Treatment
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/29608/asthma-and-reflux,Asthma and Reflux,"Have had asthma for several years now but has been fairly well managed with medication. Recently had been having more trouble with reflux and the over the counter generic Prilosec has become ineffective. The throat was becoming inflamed and had trouble swallowing sometimes. Went to the specialist who switched me to the next version- Nexium and it has greatly relieved many of the reflux symptoms and had an endoscopy to check things out after 6 weeks. I know that the reflux exacerbates the asthma, but now the symptoms have come under better control, still have trouble with the asthma, tightness in the chest and coughing. Has anyone else experienced this and found answers in getting rid of the asthma ?",
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/30042/bronkitis,Bronkitis,"Hii,i want to ask  what is bronkitis? how we know someone has bronkitis.thank you",Diagnosis
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/29947/breathing-problems,Breathing problems?!,"Months ago I started having issues breathing and catching my breath but it wasn’t that bad and I thought it was associated with other issues I have like anxiety. When I was a baby I had really bad RSV and had to sleep with a breathing machine but I do not know of any other problems that would cause what’s happening. Now as months have gone by, my breathing is getting worse. Just trying to talk to someone I lose my breath, I try to sit down and catch it but it’s like I am not getting oxygen in. I had an ekg, chest X-ray , and cat scan and nothing was found except my blood clot levels were a little high and the ekg showed there could be a strain on my heart. I was prescribed a rescue inhaler but when I use it I feel like it is not working.  Can anybody help? Maybe you’ve had this issue or know someone who has?",
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/49710/help-with-diagnosis-ideas,Help with diagnosis ideas,"So I just got home from work and received lab tests back because I felt that I had developed diabetes. I had many of the usual symptoms such as extreme thirst, thrush forming, sensitivity to eating sugar, etc.  I was surprised to find out that my A1C was below the normal threshold of 5.7% and my eAG was 111 mg/dL. Is it possible that this test was off or could there be another disease with the same symptoms that wouldn't throw red flags regarding to blood glucose?","Type 2 Diabetes , Symptoms"
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/49876/anti-hypogenic-therapies,Anti-Hypogenic Therapies,"Beside of achieving the normal bodyweight for necessary preconditions,  that’s the smart way of therapies, but it means just a handful of older medications can be used with some supplements.  I’m prefer older medications where the long-term side effects known.  Anti-Hypogenic Medications: 1. The old Metformin by possible max. dose of daily up-to 2500mg.  2. 24 hours Basal-Insulin as Toujeo or Tresiba. Here the Insulin which  generally is Hypogenic as Anti-Hypogenic declared, because it can been  fine adjusted in such a manner that Hypos by the Basal-Insulin are  impossible. Attention, for example Levemir is not a Basal-Insulin  as seen at its diagram where it has a huge mountain with huge efficiency falling afterwards. Real Basal-Insulin as the two above have in the diagram a nearly flat horizontal line and because of that they can been adjusted for not causing any Hypos and by  this set at lowest Fasting Glucose of 80 – 90 mg/dl to be OK.  (T1D, Etc. has additionally the Hypogenic Rapid-Insulin for meals.) 3. The old Glucobay to support any therapies at Glucose Upside is a smart supplement, because any regular-sugars at about 90% get not digested anymore just fermented into facal transformed.  At daily 2 – 3x 50mg it has nearly no side effects, where at its daily max. dose up-to 300mg it may creates more poops – LoL  At its description Hypo risk mentioned, but this is to understand when someone got a Hypo and uses regular-sugars it will not function to increase the Glucose and therefore Dextrose (is Glucose)  Powder has to be used, because the Glucobay will allow it to be  digested und will not interfere at Dextrose- or Fructose- Sugars  of Fruits to know.  Resulting it is reducing the Glucose Peaks and also reducing the A1C and provides a better easier overall Glucose control.  (My client’s usually get it daily 2x morning, lounge-time and the once not able to stop junk-foods as Ice-cream, Biscuits, Haribo, Chocolate, Etc. and/or have to reduce weight more  drastically they get it 3x daily by also in the evening.)    4. Potassium as Therapy Supplement essential for good Heart Function and Glucose Metabolism. Daily 800 – 1000mg as for example by Slow-K one day 1 tablet and next day 2 tablets by the following day again 1 tablet for the AV. 900mg daily.  Potassium is not causing any Hypos. Potassium is improving the Glucose Metabolism and by that can reduce the Basal- Insulin up-to about 50% as at my own diabetes the Toujeo.  ( I made 3 Lab tests within 4.2-4.6 mmol/L ( N 3.5 to 5.1 ) Potassium AV. daily 900mg is adequate 2 midsize Bananas.  There is worldwide a Potassium deficiency in the populations.  5. Additionally to improve the blood circulation. Every second day ½ tablet Aspirin and daily 600mg Vitamin-E.  This is what I use successfully for the A1C less 6% Clients, but if you also like to use something from here, you first  would need to speak with your doctor.  I’m not using any Glitazones or Sulfonylureas, I don’t like its  hypopotential or stressing of the Pancreas and side effects.",
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/51043/blood-glucose-testers,Blood Glucose Testers,"Please let me know what type of blood glucose testers give correct results and not expensive test strips. The tester I have is several years old and the strips are expensive. I have been buying them on ebay, half the price with usually 50 more strips then what I could buy them in the store. But they are difficult to find at a good price now. The insurance I have doesn't cover the strips. Thank you Rich Frisk",Type 1 Diabetes
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/23224/asthma-help-for-person-allergic-to-sulfur,Asthma Help for Person Allergic to Sulfur,"My sister is allergic to all medications that are sulfer based and as far as we've found, the only inhalers are sulfer based. She needs the inhaler, but they're not very helpful with her allergies considering. Does anybody know of any asthma pills or inhalers that don't contain albuterol or ventolin?","Living & Managing , Treatment"
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/50081/a1c,A1C,"How much can an A1C be lowered in a 3 month period with meds, exercise and eating properly?",Symptoms
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/32462/diabetes-and-exercise,Diabetes and Exercise,"I need advice. I have been exercising for over a month daily but still have not lost any weight. I think part of the problem is the amount of calories I need to consume during the exercise so I dont go too low is too much. Sometimes I need 3 glasses of juice. I know that exercise is good regardless but if anyone has tips on what to do to maintain their glucose levels while not consuming high calorie drinks, I would love to hear about them. Thanks!","Exercise , Type 1 Diabetes"
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/51033/i-m-36-yrs-old,I’m 36 yrs old,Hi,"Insulin , Type 2 Diabetes"
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/8780/can-spirometer-tests-be-inaccurate,Can spirometer tests be inaccurate?,"I took a spirometer test last week to see if I have asthma from having bronchitis a couple of times when I was younger, and the results came back at my lung function is 62%. She said it was a low number and I do, but it's ""controlled"". The nurse that gave the test seemed pretty careless and I didn't understand as she kept changing her instructions and was pushing all kinds of buttons on the machine. She said to exhale as fast and as hard as I could within the beeps, but I didn't have enough within them and I was ""going too fast"", then ""not fast enough"". She got tired, printed off the results, and the doctor insisted I have asthma despite not needing an inhaler while active or sick, or being symptomatic in general for over three years and told me I need to give up on my military dreams. She sent me home with a prescription to some inhaler. Please help, she said ""you would know if you have asthma"", but I don't think I do and I don't want to give up just yet.","Diagnosis , Tests"
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/13861/asthma-and-vcd,Asthma and VCD,"I am a military veteran. While on active duty, I was diagnosed with Exercise Induced Asthma and used an albuterol inhaler for several years which seemed to diminish the effects somewhat. Upon retirement, I received VA benefits commensurate to that disability.  A few years ago, the VA conducted a follow-on test and determined that I no longer had asthma. After several months and visits to the pulmonologist, it was determined that I actually have VCD and not asthma as originally diagnosed. My claim with the VA is that my asthma was originally misdiagnosed and should have been determined to be VCD The VA has now not only denied my claim for asthma, but ruled that my VCD is not service connected. Some of their logic seems faulty and wanted to get some opinions. 1) The VA claims that my asthma issued ""resolved itself"". As I understand asthma, and I am not a medical professional, asthma just doesn't go away. Is that a correct assumption? 2) VCD and asthma symptoms present in very similar ways so they are easy to confuse. As I understand it, asthma medication, such as albuterol, should not have any effect on VCD symptoms. Would albuterol not make breathing easier for someone without asthma, if only marginally? Obviously, there is more to the story, but these are the basics.","Triggers , Treatment , Diagnosis"
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/8096/asthma-management,Asthma Management,I've had asthma for 27 years and been on a slew of medications. I've learned to live with symptoms no matter where or what I'm doing. Unfortunately it's become my normal and I'm just now wanting to put a stop to all my daily flare ups. I find it very hard to avoid triggers and medications only do so much for me. Anyone else feel in such a fog?,"Living & Managing , Treatment"
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/8433/do-you-know-the-signs-of-an-asthma-attack,Do You Know the Signs of an Asthma Attack?,"Coughing, wheezing, trouble breathing? Asthma attacks rarely happen without warning. Rate and track your asthma symptoms here for better asthma control:    Join the conversation! How do you know when you’re about to have an asthma attack?","Triggers , Diagnosis , Tests"
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/7957/trigger-prevention,trigger prevention,"A friend has recently been diagnosed with Asthma, triggered by smells. She feels secluded, unable to go to church or anywhere with many people, due to the perfumes and lotions. Is there any mask that prevents smells from entering her nose? Or would mouth only breathing prevent an attack? Any information would be appreciated so that I could help my friend. Thank you.","Living & Managing , Triggers"
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/8828/asthma-and-tylenol-cold-nighttime,Asthma and Tylenol Cold Nighttime,"I have asthma but it only gets bad when I do heavy excersize or get sick, I have a cold and want to sleep at night but I can't because I am always waking up from cold symptoms and coughing (from my asthma). I really want to get a good nights rest so would it be dangerous if I took some Tylonal cold nighttime or would that be dangerous and prevent me from waking up when I need to take my inhaler?",
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/9734/do-you-know-jesus-christ,Do you know Jesus Christ?,"Hi guys. I don't know where to post this, but the Lord has been laying it on my heart for the past few days to tell people about Jesus. This burden is so strong that I have felt sick and very desperate to reach out to others and tell them about Jesus. I asked my Pastor if there were any ministries I could do through my church to serve God, but all he said to me was that if there was anything, he'd let me know. God has been driving me to serve Him so bad that I don't think I can wait much longer for an answer from my Pastor, I am desperate here and I don't think he understands just how urgent it is to witness to the lost. People are dying and going to Hell. That is no laughing matter. So I am going to write a post and witness to the lost on here... Dear person much loved by the Lord, Jesus Christ came into the world to save sinners like you and me. Have you ever thought about what happens after you die? I have. It has brought me much anxiety thinking about it, because I know that this life does not last forever and one day, we all will die. A lot of people today do not think about where they will spend eternity, and this thinking is a big mistake. But what happens after death? The Bible is the only book that can tell us what happens to us after we die. God Himself wrote this great book; it is probably the most important book that was ever written. Do you mind if I quote some Scriptures? Some people get offended when I quote the Bible, but I never do. Do you know why? Because I am a Christian and I believe that Jesus is my Saviour. The Bible says so. And with that being said, I will give you some Bible verses to help you and educate you. So what happens after we die? The Bible teaches that man is a tripart being composed of spirit, soul, and a fleshly body. At death, our souls separate from our body and goes back to God to be judged by Him. God will judge everything we do in the body, whether good or bad. But here is the bad news. You see, nobody is truly a good person. You see, only God is truly good. Have you ever told a lie? Have you ever stolen anything? Have you ever hated anyone? If you have, then you have sinned. Killing others is also a sin, and yet you hear every day on the news that someone has murdered somebody else. Why? Because mankind are sinners and on their way to a burning Hell. Rom 3:23 : For all have sinned, and come short of the glory of God; Now that you know that no one is good in God's eyes, how do we then become good? How do we become vindicated before God? The Bible teaches that we need to have Jesus' righteousness but the only way to do that is to come to Him by faith: Rom 10:9 That if thou shalt confess with thy mouth the Lord Jesus, and shalt believe in thine heart that God hath raised him from the dead, thou shalt be saved. Rom 10:10 For with the heart man believeth unto righteousness; and with the mouth confession is made unto salvation. So you see that you need to believe in your heart that God raised up Jesus from the dead, and you also need to confess with your mouth that Jesus Christ is the Lord. If you die without Christ, you will spend eternity in Hell. In our modern world today, people think that Hell is a place of never-ending parties and good times. They think that all of their friends will be there. But that is far from the truth. You would think that these people have never read the Bible, or that they have never taken it seriously. The Bible teaches that Hell is a place of never-ending fire and torment, and my dear friend, that is not very much fun (this truth has scared a lot of people). It is a place of tears and no hope. It is darkness and loneliness. You won't be able to see anyone at all. It is eternal separation from God Himself. Since God is the Source of Joy and Happiness, that means that everything apart from Him is tears, sorrow, and no happiness. And that does not sound like very much fun at all, doesn't it? So my dear friend, for your own eternal safety, I pray that you will accept Jesus Christ into your heart today, and make Him Lord over your life. If you have done this, you need to find a Bible-believing church where you can grow in God's Word. And you also need to find out what God wants you to do with your life, so that you may serve Him. Blessings, Jacqueline",
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/8864/weird-symptoms,Weird symptoms,"Hi there.  I had asthma when I was young(triggered by allergies). I smoked for the past 4 years, up to this day without any health problems. After this winter, which was marked by 2 or 3 colds(very unusual for me to get a cold more than once a year), I found myself coughing up tonsil stones. This spring, I started noticing pain in my chest(not localised in one place) while bending over and breathing deeply(sometimes). Another thing that made me question my health is that my smoker's cough changed into what I can describe only as a vibrating cough( vibration comes from the lungs or trachea?) that sometimes brings up some kind of white/translucent tissue that looks like the skin inside my mouth. I wouldn't be so concerned if those pieces of skin weren't striking my palate that hard(i drew the conclusion that they come from somewhere down my throat?). I don't know if I can blame any of this on allergies, but I think I should mention that they've hit me with full force this season. Any hope for a diagnosis?",Diagnosis
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/22493/asthma-problems-not-helped-by-steroid-shot,Asthma problems not helped by steroid shot?,"My asthma has been getting worse over the last few months. well, both my mother and I get this horrific cough every single time the seasons change. I don't know what to call it. All I know is that its related to my asthma, and it mimics bronchitis, but its not bronchitis. when I'm dealing with it, I'm much more prone to having an asthma attack, too. I'm short of breath constantly, and when I cough it hurts deep in my lungs. In the past, a steroid shot and occasionally some antibiotics fix it. I've been to the doctor for it twice now and had both a steroid shot and antibiotics, and they helped for maybe two days. I'm back at square one. I don't know why it didn't help this time, but it really concerns me that it didn't. This has been going on for almost a month now, and I don't know what to do or what is even wrong at this point. I don't even know that my doctors can do anything else for it. If anyone could provide a little insight or advice, I would be so grateful. BTW, I've never smoked.",
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/48006/diabetic-since-1994,Diabetic since 1994,Why was my post change from what I posted.,
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/45348/help-needed-father-continuous-painful-hiccups-for-over-a-year,"Help needed, father continuous painful hiccups for over a year","********** CURRENT PROBLEM ********** Hi, Thank you very much for your time and attention. It is a long description but I think it was important to include.  I have tried to make it as readable as possible.  My father who is 70 years old has been experiencing continuous hiccups for a year now.  This is obviously very painful as he is unable to eat or even sleep properly. After testing countless home remedies, we got him checked by medical experts about 6 months ago.  Almost all of them informed us it is due to prolonged stress, which might be true due to certain events in our lives. ********** BACKGROUND INFO ********** Age = 70 years. Ethnicity = South Asian. He has had high blood pressure and high cholesterol for more than 25 years, has been gout patient too for that amount of time. He has been obese as well for 25+ years, current weight = 245 lb, height = almost 6 feet. He also had type 2 diabetes probably for 15+ years. He can barely walk and is not active at all, mostly due to back and joint pains. He has avoided almost all meat products for 10+ years, but I think he gained weight due to more consumption of carbohydrates, specifically white flour and rice. No smoking/drinking or recreational drugs habits thankfully. He has also been experiencing cough and weakness and loss of appetite for the last 20 days or so. None of the doctors were 100% sure about the solution and prescribed the following tests and medications:  ********** TESTS DONE ********** All information is within 3 months range. -Uric Acid = 7 [normal] -All Cholesterols Total/HDL/LDL within range -Triglycerides 10-20% above normal range -ALT normal -Blood sugar controlled by 2 medicines, Glucophage and Glucobay -His ultrasound was i think normal too. -In a very recent test, it was shown his heart walls have become thick due to prolonged stress and cholesterol.  ********** DOCTORS CURRENT CONSENSUS ********** Out of the 5 doctors consulted, 2 are Cardiologists, 2 General Practitioner and a very recent one is Neurologist. Should I also consult Gastroenterologist? -Doctors ruled out existence of tumors or cancers etc based on ultrasound and long history of hiccups. Few doctors also suggested it might be GERD or acid reflux but he does not have all the symptoms. ********** ANY OTHER TESTS NEEDED? ********** I wonder now why no doctor asked to check his ""cortisol"" range? Is it not important to test to measure stress? Any other important factors to test for his stress levels? Is ENDOSCOPY really needed? No doctor so far suggested it but after researching online it seems very important? **********RECENT MEDICATIONS FOR HICCUPS********** Medications for hiccups he has been using regularly since the past 3-4 months -Motilium tablet [4 months][1+1+1 before each meal] -Nexum capsule [3 months][1+0+1 before each meal] -Gaviscon syrup [3 months] [1+0+1, 1 tbsp after each meal]  -Motival tablet [1 month][1, in the night] for stress/anxiety -RIVOTRIL for stress management prescribed by a neurologist for 3 weeks. ******OTHER DAILY LONGTERM MEDICATIONS HE TAKES REGULARLY******* These are additional medications he has to take daily for heart, blood pressure, sugar, uric acid and pain killers etc. -COEZIDAY 100mg 1x  -CAPOTIN 50mg 2x [0.25+0.25mg] -GLUCOPHANGE 500mg 1x -GLUCOBAY 50mg 1x -DISPIRIN 300mg 1x -ZYLORIC 100mg [URIC ACID] **********THE ONLY TEMPORARY REMEDY THAT WORKS********** A very temporary cure [30 minutes to 1 hour] is drinking any cola [higher the carbonation, better] while standing and bending low. Drinking warm water helps a little bit as well. Please tell me what can we do about it? This has been very painful not only to the patient but for all family members as well. I can of course provide more info if needed.  Any help will be highly appreciated. Thank you very much again.","Insulin , Treatments , Type 2 Diabetes"
