disease,postLink,postHeading,postContent
Birth Control,https://www.drugs.com/answers/how-long-does-it-take-skin-to-clear-up-when-138232.html,How long does it take skin to clear up when starting Yaz birth control pills?,
Birth Control,https://www.drugs.com/answers/birth-control-days-tri-sprintec-3037801.html,I haven't taken my birth control pill in three days. I take tri-sprintec?,Last night my boyfriend and I had unprotected sex and he ejaculated twice in me. Is it to late to take my birth control. 
Allergies,https://www.drugs.com/answers/allowed-medication-accutane-541084.html,Am I allowed to take any other medication while on Accutane?,"I've taken Accutane for 6 days and it made my stomach feel weird the first couple days but now is fine. I take singulair and Claritin for my allergies, is that ok? I've taken the allergy meds for year. But what about weight lifting supplements like creatine and weight loss pills? "
Birth Control,https://www.drugs.com/answers/lo-loestrin-fe-effective-lo-lestron-fe-2985083.html,Lo Loestrin Fe - How effective is Lo Lestron Fe?,I've been on this pill for about 4 1/2 months now and it gets more and more effective the more you're on it. I've never missed a pill and I'm good about taking it at the same time. I'm wondering if it's okay to stop using a second form of birth control and if I can rely on this pill to not get me pregnant. 
Allergies,https://www.drugs.com/answers/can-women-use-cialis-i-see-that-it-is-not-419242.html,Can women use cialis?,"I see that it is not approved for them, but I have heard that may be used to improve the outcome of their experience. My wife is on allergy pills which shesaids have a negative impact on her experience and libido. Any information would be appriciated "
Birth Control,https://www.drugs.com/answers/best-time-unprotected-sex-loestrin-24-fe-556523.html,When is the best time to have unprotected sex with loestrin 24 fe?,"I've been taking lo estrin for 21 months, never switched birth control and I've been taking them on time everyday. I'm a Sunday starter and it's says I'm ok after a week but to me it sounds impossible. Could someone explain to me please. Thank you :) "
Birth Control,https://www.drugs.com/answers/can-accutane-make-your-first-period-late-469030.html,Can accutane make your first period late?,"im on my first month of accutane, using 2 forms of birth control and my period is late, its usually on time like clockwork. my husband has had a vesectimy for 5 years now and we use condoms. is there anyway its the meds making me late? "
Allergies,https://www.drugs.com/answers/does-zyrtec-or-allergy-meds-make-you-gain-weight-509908.html,Does zyrtec or allergy meds make you gain weight?,I am at a high level allergy to dog dander. I have a dog... Wich allergy med is most recommended? 
Birth Control,https://www.drugs.com/answers/i-have-pcos-and-have-just-been-prescribed-beyaz-428489.html,"Beyaz - does anyone take this for PCOS, how did you find it?",I have PCOS and have just been prescribed Beyaz by my gyn. I am hesitant to begin taking it because of side effects I've experieced in the past while taking birth control pills. I have not been on the pill in 10 years. I do NOT want to gain weight or be extra moody. I am also concerned that the pill will decrease my sex drive. Does anyone have experiences or insight to share about Beyaz before I decide whether or not I want to begin taking it? 
Birth Control,https://www.drugs.com/answers/i-want-to-know-if-ritalin-can-breakdown-my-birth-343032.html,Can ritalin reduce the effectiveness of birth control pills?,"I want to know if ritalin can overpower my birth control pills? I know that some antibiotics will kill the birth control out. the main question is, does or can ritalin get passed the birth control "
Birth Control,https://www.drugs.com/answers/what-medication-would-be-prescribed-to-induce-a-321216.html,What medication would be prescribed to induce a period after stopping birth control continuously?,my gyno said that he could prescribe a med to induce a period since i recently stopped taking birth control (taken continuously without placebo for 2 years) and not having a period yet for 2 months 
Birth Control,https://www.drugs.com/answers/i-was-just-perscribed-marvelon-28-oral-303956.html,I was just perscribed Marvelon 28 oral contraceptive and was given the generic version Apri 28?,"I have not yet started taking Apri 28 because i am still waiting for day 1 of my period which should come any day now. I just have a few quesions about Apri since i am soon going to be starting it. Is it true that Apri commonly increases womens breast size? What are the most common side effects of Apri? If i experience side effects such as hair loss or weight gain and go off the pill, will my hair grow back and weight go back to normal? I appreciate your help! "
Allergies,https://www.drugs.com/answers/what-allergy-meds-can-i-take-while-on-cymbalta-416299.html,What allergy meds can I take while on cymbalta?,
Allergies,https://www.drugs.com/answers/can-you-take-naproxin-if-you-have-a-shellfish-410859.html,Can you take Naproxen if you have a shellfish allergy?,I have an allergy to shellfish. I was told by a friend that I should not take naproxin with this allergy. Is this true? 
Allergies,https://www.drugs.com/answers/ive-been-on-the-butrans-patch-for-about-2-5-weeks-401109.html,Are there any withdrawal symptoms if I change from Butrans patch to Suboxone ?,"I've been on the BuTrans patch for about 2.5 weeks, but then developed an allergy to the adhesive on the patch. the doc wants to switch me to the sublingual suboxone strips, but i'm worried about changing meds. I'm doing fine on the BuTrans except for the skin itching. help? what can i expect if i switch to suboxone? and are there really WD symptoms if i stop taking suboxone? thanks! jill "
Birth Control,https://www.drugs.com/answers/injured-arm-nexplanon-implant-car-accident-make-3296067.html,I injured my arm with the Nexplanon implant in it in a car accident. Could that make it not work?,"I have the Nexplanon implant in my left arm. I got it in November of 2015. So about a year and a half ago. I was in a car accident on July 6th of this year and my arm with the Nexplanon got injured. Not broken or anything but got really banged up and had a big bruise on my arm. Now two weeks after my car accident I'm having a full on period I mean like cramps and everything. I haven't had one since I started this birth control and I haven't even spotted in over 10 months. Is this normal or could something have happened to my birth control in the car accident and now it's not working. I'm worried because I asked the nurse when she was putting it in if it could brake and she said not unless some major trauma happened to my arm like in a car accident or something. So my question is, I've had a car accident and now I'm having my period. Please someone tell me. Is this normal or should I stock up on condoms? "
Birth Control,https://www.drugs.com/medical-answers/is-this-normal-360859/,,
Birth Control,https://www.drugs.com/answers/long-wait-before-unprotected-sex-taking-930786.html,How long should I wait before having unprotected sex when taking antibiotics and birth control?,I just started taking amoxicillin while on ortho tri-cyclen lo. I am to take the amoxicillin for 10 days. How long after I finish them is it safe to have unprotected sex without worrying about an unwanted pregnancy? 
Anxiety,https://www.drugs.com/answers/sertraline-day-5-feeling-alot-anxiety-advice-3492905.html,"Sertraline - day 5, feeling a lot of anxiety any advice?",
Birth Control,https://www.drugs.com/answers/safe-unprotected-sex-takin-brown-generess-fe-620860.html,Is it safe to have unprotected sex while takin the brown generess fe birth control pills?,
Birth Control,https://www.drugs.com/medical-answers/why-are-the-trinessa-birth-control-pills-colored-70012/,,
Depression,https://www.drugs.com/answers/venlafaxine-er-makes-feel-3437690.html,How venlafaxine ER makes me feel?,Does anyone feel a lack of concentration on venlafaxine ER? I'm starting to suspect it's not working for me. I take 75mg in the morning. 
Bladder Infection,https://www.drugs.com/answers/those-taking-macrodantin-after-intercourse-how-130049.html,Those taking Macrodantin after intercourse.How many pills and for how many days?,Those taking Macrodantin after intercourse.How many pills and for how many days? 
Anxiety,https://www.drugs.com/answers/what-is-the-diffrence-between-xanax-and-busbar-412247.html,What is the diffrence between xanax and busbar?,
Back Pain,https://www.drugs.com/answers/is-fioricet-a-generic-for-tramadol-i-picked-up-my-516707.html,"Is Fioricet a generic for tramadol? I picked up my medication and noticed the pill, V-2355, is iden?",
Anxiety,https://www.drugs.com/answers/problems-possible-taking-gabapentin-valium-736078.html,Are any problems possible with taking gabapentin and valium together?,I am taking 300mg gabapentin and 25mg of valium. Can this be harmful or cause tolerance sooner. Should I taper off the gabapentin first 
Anxiety,https://www.drugs.com/answers/xanax-valium-675083.html,From Xanax to Valium?,"I was on Xanax for the past two months. I was taking between 4-6 mg a day with a few days in between where I did not take as much or any at all. Yesterday my Doctor took me off the Xanax and put me on Valium 5 mg twice a day. I don""t want to be on any benzo's at all anymore but I guess my question is, is it safe to drop that much that quickly after two months? He told me to take the 15 day supply of valium and that should be good enough. I am still concerned about it though. I heard you can have terrrible withdrawals from Xanax after a few weeks. "
Back Pain,https://www.drugs.com/answers/how-much-ketamine-can-the-body-handle-at-one-245403.html,How much ketamine can the body handle at one infusion?,I am new to this group and so happy to find other people I can talk to. I am from a small town with no support. I travel over 1 hour to get to the hospital. Sometimes I feel like I am the only one going though this. I have been on ketamine for over 1 year for degenerative disc disease. My treatments consist of going in the hospital every 30 days for about 6 to 7 hours. I receive 75 mg of ketamine in a IV for over 6 hours. Pain relief last for about 4 weeks for the 1st 60 days and then it get to be shorter as time goes on until I have no pain relief. The Doctor then ups the dosage and I start all over again. I am afraid that I will use up the ketamine limit and I will have no pain relief. 
Allergies,https://www.drugs.com/answers/prilosec-omeprazole-allergies-2710329.html,Can Prilosec or omeprazole be used for allergies?,"my grandmother was taking this medication before for allergies ,, she thought it was or can be takin for a allergy symptoms ,,, the price was too much along with all here other meds ,,, so a family member had extra or doesn't take anymore etc... so she thought it would be helpful to not waste and give to grandma///.anonymous... so I am (Her grandson ) asking if anyone can tell me if they have takin or been prescribed this medicine omeprazole/Prilosec for seasonal allergies //general allergy symptom relief like runny nose , sneezing etc... or if taking this even not prescribed for this have had allergy symptom relief ?any feedback will and is appreciated ... M.D. / doctors please advise ,however feedback of any helpful nature also welcome thanks all. "
Back Pain,https://www.drugs.com/answers/anyone-ip110-norco-325-10-3413745.html,Anyone know anything about the IP110 (Norco 325/10)?,My Pharmacy started getting the IP110. Anyone know if there any good? I get 120 for 30 days. The 36 01 seem better or all the same? My regular Pharmacist wouldn’t pill the 120 for 30 days. Said he would get audited if he filled a prescription for so many. I’ve been taking them for 2 years. He said I haven’t been to him in a year. So he wouldn’t fill my prescription. Anyone know a Pharmacy in the 91402 area that would fill 120 for 30 days? 
Allergies,https://www.drugs.com/answers/alternate-medicine-ofloxacin-793943.html,Which alternate medicine for Ofloxacin?,I am having allergy of Ofloxacin & Ciproxacin.please suggest aleternative 
Birth Control,https://www.drugs.com/answers/does-anyone-have-large-clots-during-your-period-417530.html,Does anyone have large clots during your period?,"I have horribly heavy , long and very painful periods. They usually last up to two and a half weeks. When I was on birth control they lasted more like 1 1/2 months , I would start a few days before the placebo pills. I have l always had large clots that come out while I'm having my periods, just wondered if anyone else does or if this means I have endometriosis. I have always had horrible periods, and I was 10 and a half when I started. I was diagnosed with pmdd when I was 15 and also had a ruptured cyst. I have been on different types of birth control pills and the shot, but my body does not tolerate any birth control. I have been off of any since November. "
Depression,https://www.drugs.com/answers/sertraline-found-sexual-issues-3439333.html,Sertraline - Has any one found that they have sexual issues?,With celexa that was a extremely common issue. I haven't seen that really talked about with this one but its very discouraging. Caused me to become quite depressed 
Birth Control,https://www.drugs.com/answers/depo-provera-worried-664536.html,Depo-Provera worried?,- I've been on depo for 5 weeks now and my boyfriend and I had in protected sex he. pulled put then he came. He said that he didn't get the feeling tell after he was out of me. But when he did I felt some get on my butt and I didn't wipe it off right away. And I just want to know if maybe If I should be worried.? 
Birth Control,https://www.drugs.com/answers/nexplanon-swelling-bruising-above-nexaplan-after-3326044.html,Nexplanon - swelling and bruising above my nexaplan after lifting boxes I've had it for 6 months?,I've had it for 6 months and so I thought lifting was okay.. I lifted 25 pound boxes and I'm 16 and i weigh 105 pounds. yesterday my arm was fine now I've noticed their is a bruise right above my nexaplan and it is starting to swell.. please help is this normal 
Birth Control,https://www.drugs.com/answers/difference-between-late-birth-control-missed-1461997.html,What would be the difference between a late Birth Control Pill and a missed one?,When is a pill considered to be MISSED? I take my birth control at 10pm. In the past I've had instances where I've taken 4 hours late or have fallen asleep and have woken up the next morning and taken it (so we'll say at the very latest 12 or 11 hours late). The instructions in the birth control pamphlet always say missed pill. So is a missed pill taking it a few hours late or taking it a day past the time you should have? 
Birth Control,https://www.drugs.com/answers/major-mood-swings-lutera-birth-control-actual-590367.html,"Major mood swings on Lutera birth control, just me or actual pill?","I have been on Lutera birth control tablets for about 3 months. I have had no bad side effects like high blood pressure or weight gain; in that aspect this pill is a winner. However, for 3 months I have had the WORST mood swings along with depression and I definitely was not like this before the pill. Granted, I have always been moody before my periods but nothing like this. Somedays it will just hit me when I'm in a perfectly good mood. Please help with answers :/ "
Birth Control,https://www.drugs.com/answers/start-beyaz-start-first-day-period-568210.html,I'm trying to start beyaz. when do I start the first day of my period?,"I used to be on this birthcontrol when I was dating my former boyfriend, but when I was with my girlfriend I didnt find it necesary. I am with a boy again now and I we are trying to have sex. when should I start my prescription? Today? "
Birth Control,https://www.drugs.com/answers/jolivette-anyone-experienced-increased-sex-drive-563701.html,Jolivette - Has anyone experienced increased sex drive while on this BC pill?,"I have been on this pill for the past 8 months because of Endometriosis. With other birth control pills, my sex drive has varied from very low to pretty much non-existent. When I started this pill, my sex drive went from 0-80 in 2.5 seconds... and now it feels as if it is making up for lost time. Is this normal? "
Birth Control,https://www.drugs.com/answers/lutera-emergency-contraceptive-645806.html,Using Lutera As A Emergency Contraceptive?,"Hi I researched Lutera and there MANY sites/forums about being able to Lutera as a EC, I was told to take 5 white pills right away, then 5 more 12 hours later. I haven't been on my Lutera birth control for a month because I was away on vacation I knew I wasn't going to be sexually active. But, me and my boyfriend had sex after I came back and the condom broke. I should be 1-2 weeks close to my period, but I took the dosage of the Lutera. I then heard that there's a high chance it won't work, so should I take a plan-B pill too? Or will that be to much after taking the Lutera as a EC? "
Anxiety,https://www.drugs.com/answers/hydroxyzine-maximum-dose-vistaril-anxiety-2937792.html,Hydroxyzine - what is maximum dose of Vistaril for anxiety?,
Birth Control,https://www.drugs.com/answers/started-mononessa-days-after-unprotected-sex-safe-760658.html,I started Mononessa and two days after getting on it I had unprotected sex. Am I safe?,"I didn't think about it until my sister said something. But, yeah the second day on it I had unprotected sex with my boyfriend. Am I safe?  And why do they safe if you miss more than 3 days of your pill to throw the pack away and open a new one? "
Birth Control,https://www.drugs.com/answers/nuvaring-late-756015.html,Help please! (Nuvaring late)?,"I've been on Nuvaring for almost a year. This last month I took my nuvaring out on time but put it in a day late. About two hours after I put it in, I had unprotected sex and he came inside me. Not the smartest I know! I had cramps for about three days after including that day. I know that's a side affect of nuvaring, because maybe the day late was like me starting over again with it, and also I know people have experienced it after being on nuvaring for a while as well. But, I also know that's a sign of conception. I am experiencing some bloating as well. But I've bloated on nuvaring before. I plan to take a pregnancy test Thursday, but if anyone has experience with this, please help! "
Birth Control,https://www.drugs.com/answers/long-period-mononessa-708080.html,How long will I be on my period while using mononessa ?,I have been on my period for almost 3 weeks now while using the mononessa 28's pill ... i have been taking the blue pills first and im still bleeding like crazy ?! ... when i start taking the green pill in the pack will the bleeding stop? 
Allergies,https://www.drugs.com/answers/burning-mouth-syndrome-burning-tongue-teeth-hurt-864857.html,"Burning Mouth Syndrome - could this be an allergy, who else could I see?","I have had a burning tongue and sometimes my teeth hurt. I went to an ENT who took a lot of blood tests and said they came back negative. My tongue still burns after a year. Could this be an allergy, and who else could I see "
Birth Control,https://www.drugs.com/answers/taking-day-vitamins-women-affect-effectiveness-682795.html,Will taking one a day vitamins for women affect the effectiveness of my birth control pill?,"I really would like to start taking one a day vitamins for women daily, however i am unsure whether taking one a day multivitamins for women will affect the effectiveness of my birth control. I am currently taking Microgestin fe 1/20. I would like to know will this affect my birth control in its effectiveness to prevent pregnancy? I take my birth control daily on time never miss it. I know it does not prevent std's i am married in a committed relationship. I just would like to know if taking vitamins affect my birth control? Thanks so kindly in advance. "
Anxiety,https://www.drugs.com/answers/mixing-valerian-root-xanax-701809.html,Mixing valerian root with xanax?,"hello ive been taking alprazolam since march 2012 i really want to quit this stuff, the dr i see isnt very helpfull :/ ive always took only 1/2 a pill .25mg at a time i did this 3 times a day for a long time the last few months ive tapered down more im down to breaking a .50mg pill into 4 pieces im trying to take them as needed i last took 1/4 pill 20hours. Melatonin has been helpfull in getting rest without needing xanax to knock me out to sleep is it safe to mix valerian root and 1/4 xanax ? i read some bad reviews on mixing them :/ valerian root was helpfull to me in the past from 2008-early 2012. thank you for any helpfull tips i appreciate your kind help "
Back Pain,https://www.drugs.com/answers/21-years-5-bulging-discs-hope-783245.html,21 Years old and 5 bulging discs? Any hope for me?,"This is going to be a long one. JAN 2012 i went horse back riding - the horse slipped on ice and ended up crushing my entire left side. I ended up breaking my left leg. Healed fine. DEC 2012 I woke up one morning and i couldnt move, my bf had to move me around and even dress me. I went to emerg and was told i have a slipped disc. The point of not being able to move got better but im still in constant pain. I had to take medical leave from my job - i have to keep switching between standing and sitting or im in worse pain and my job was a desk job. I went to a back specialist who told me i just have a twisted pelvic bone and a joint out of place in my knee and ankle. I went to physio to see if i could get any relief from that, nothing! The therapist actually pulled my legs out of the sockets and i ended up in bed for 3 days. I decided i didnt want to keep paying to see people who just had 'opinions' so i requested an MRI ; T9 - T10 level the disc is desiccated with a mild diffuse disc bulge noted.  T11 - T12 level the disc is partially desiccated and narrowee with a mild diffuse disc bulge asymmetric to the left noted L3 - L4 level a slight diffuse disc bulge is noted. L4 - L5 level the disc is desiccated with a mild diffuse disc bulge noted. There is a small focal central component which indents the thecal sac L5 - S1 level the disc is desiccated and slightly narrowed. There is a mild to moderate diffuse disc bulge noted with a small broad based focal central component which indents the thecal sac.  Those were the results - my doc is on vaction so i still have to wait awhile to find out what it all means. Any ideas? Pain - I feel constant throbing pain in both legs and buttocks. It hurts when i sit for long or stand for long. Bending over hurts - walking ... seems like everything does. Im currently percribed tylonal 3s for the pain - i try to not take them but the pain is too much. Im 21 and i feel like theres no hope. This is leading me down a very dark road of depression. Any help or advice would be appriciated - :) thnx "
Back Pain,https://www.drugs.com/answers/naproxen-work-733954.html,What do I do when naproxen doesn't work?,"I'm 41; I had two epidurals at 27 for a c-section that resulted in the lack (and very painful) non-use of my left arm for about a year. I also had a nasty fall about 3 years ago that made it worse. I went for xrays and they said my back was fine. However, the fall seem to create a new problem with my right hip/lower back. Over the past 3 years it's getting worse. My ""epi-dural"" area goes numb, right hip to knee goes numb and tailbone aches bad when I sit for longer than an hour (I sit at my desk for over 8 hours with no possibility of stretching other than maybe my 1/2 hour lunch). Now I noticed my left shoulder shocket is going numb like when I had my epidural. I'm up to about 8 -12 alieve a day (I know I'm not supposed to, but it sort of helps). As a result of the alieve I'm having bad heartburn. As of lately all my bones are aching. Please advise! "
Birth Control,https://www.drugs.com/answers/cramps-active-pills-1134368.html,Cramps on active pills?,Ive been on birth control pills for 3 years now. My flow had always been heavier but my last withdrawal bleed was really light for three day. Only enough to fill a third of a tampon each day. It did come on time though. I am now on my second week of my new pack and am experiencing period like cramps for about 4 days now. I am just wondering if this is normal? I did have unprotected sex last cycle but have not this cycle. 
Back Pain,https://www.drugs.com/answers/low-dose-aspirin-before-bed-time-morning-835071.html,Better to take low-dose aspirin before bed time or in the morning?,
Birth Control,https://www.drugs.com/answers/taking-5-yasmin-time-effect-plan-616295.html,Is taking 5 yasmin pill at the same time have the same effect as plan b?,I dont use any birth control pills and had an unprotected sex. I was so scared so i tried to get the plan b pill but they don't sell it here. My friend told me to take contraceptive pill (yasmin) 5pcs at the same time and another 5 pill after 12 hours. I just want to know if it works the same way as plan b. 
Birth Control,https://www.drugs.com/answers/put-nuvaring-1-day-early-1092175.html,Can I put my nuvaring 1 day early?,i been using Nuvaring for 4yrs. last month i took my Nuvaring out on sunday like usual and the next sunday i forgot to get my nuvaring and farmacy was close so i pick it up MONDAY n put it IN. this month i took my Birth control out SUNDAY again n my period came normal n put it back sunday like usual insted of monday like i was suppost to because i put my NR late last month am i still protected can i have sex now or should i wait a week! please help 
Birth Control,https://www.drugs.com/answers/mixed-taking-first-pack-birth-control-pills-period-1493286.html,"I mixed up taking my first pack of birth control pills and didn't get my period, what to do?","I started taking my very first birth control pills last month, on the first day start of period... The dr told me take sugar pills whenever you are on period... and so I did.. . But as I was getting to the end of the pack and to the sugar pills, I skipped them because I didn't get my period yet... But now I found out that I was meant to start taking the sugar pills in order to get my period!!! And I was waiting for it to come naturally... However I'm on week 4 now and have taken 4 weeks of full active pills!! Should I take the sugar pills now? Isn't it late to get my period ? If I keep taking active pills until next cycle, when will I get my period next? "
Birth Control,https://www.drugs.com/answers/ortho-tri-cyclen-lo-brown-discharge-darker-week-842905.html,Ortho Tri-Cyclen Lo - I've had brown discharge that gets darker each week I hate OTC. I am on my?,"... second month of birth control. last month I took 3 weeks of active pills, then another week of actives so i could move my period to be one week later. I then took inactives, I had my period, started next pack. Had very light brown discharge starting the second week of my second pack, got darker as time went on. I want to delay my period again since my boyfriend is coming home.  Do you think I'll have the same brown discharge problems next month? Thank you "
Bladder Infection,https://www.drugs.com/answers/urologist-prescribed-estrace-intersitial-cystitis-630461.html,My urologist has prescribed Estrace for my Intersitial Cystitis. Very expensive. Coupons please?,I went to pick up my RX for Estrace. Cost $172 and with my insurance $95. I cannot afford this. Could you send me coupons? I would be so grateful. 
Allergies,https://www.drugs.com/answers/abdominal-distension-major-bloating-long-time-583993.html,Abdominal Distension - I've had some major bloating for a long time?,"I took allergy tests and results were no allergies; stayed off gluten for two weeks with no change; saw a gastroenterologist and had an endoscopy and nothing unusual was found. It occurred to me that maybe the way I was taking Metamucil was the issue. I was taking way too much with way too little water, so I changed that - inconclusive so far. Anyone else deal with this kind of thing? "
Allergies,https://www.drugs.com/answers/safe-naphcon-long-term-rid-red-eyes-due-allergies-554890.html,Is it safe to use Naphcon-a long term to get rid of red eyes due to allergies?,
Birth Control,https://www.drugs.com/answers/birth-control-alesse-hour-half-late-2132875.html,I took my birth control pill (Alesse) about an hour and a half late?,I took my birth control pill (Alesse) about an hour and a half late. This pill was in the first week of a new pack. This weekend the condom broke. Should I consider taking Plan B? 
Birth Control,https://www.drugs.com/answers/side-effects-after-coming-depo-provera-shot-557122.html,Is there anything I can do for side effects after coming off of the depo provera shot?,"I am 26 and after having my son my doc wanted to put me on the depo shot. I only had one shot and decided that I did not like the way that it made me feel! my symptoms started about 4 months later with a migraine headache one day... I couldn't get out of bed! the next day I still had the headache and I was extremely nauseous and had a very upset stomach( I just thought I had the flu) The symptoms kept coming and going.. everyone that I knew thought I was pregnant... I started to think the same... I have taken several test(all negative)... I am going on a little over month and a half of this and now new symptoms!! I am still very nauseous(like morning sickness on steroids)I am now having major panic attacks, my heart feels like it is going to beat out of my chest and I am also having hot flashes- not to mention the weight gain of about 15 lbs!! I feel like I am pregnant, have PMS and going though menopause all at the same time!! I feel like I cant even leave the house!! I am so upset that I ever got the depo shot. I have been reading about so many women that are having similar symptoms and I am hoping someone out there has found something that helped! "
Birth Control,https://www.drugs.com/answers/inactive-pills-period-5th-cramps-2007358.html,"I'm on my inactive pills and still haven't had my period, I'm on the 5th one and I have cramps?","I've been taking birth control for over a year now, I had sex about 2 weeks ago 3 times. Now I'm onto the inactive pills on my birth control and my period hasn't come it's the 5th day. I have cramps but no blood. Someone please help "
Birth Control,https://www.drugs.com/answers/implanon-removed-parent-937318.html,Implanon - Can I get this removed without my parent being there?,"I will have had Implanon for two years this may of 2014. I am 17 years old. I live in the state of Louisiana and I was wondering if I can go to the doctors to get it removed soon, since I will be leaving to another state after I graduate in May. I want to get it removed now, but my mother says it's not a good idea. Can I make myself an appointment by myself and go by myself without her being there to get it taken out? "
Birth Control,https://www.drugs.com/answers/bleeding-after-sugar-pills-1949814.html,Bleeding after sugar pills?,Helloooo. So I'm on lutera birth control. I don't have any issues. I take my pill normally like I'm supposed too. I got my period on the 3rd day of the sugar pills. Today I started my first active pill and I still have some brown discharge. Is this just left over blood? 
Birth Control,https://www.drugs.com/answers/birth-control-condoms-worried-sick-1461003.html,Birth control pill and condoms and worried sick?,my boyfriend and I had sex 10 days ago and I always take my birthcontrol Pill Lutera all the time right on the dot ..im not on antibiotics and I NEVER missed a pill and when we had sex he used a condom and that did not break but I am still worried im pregnant please help me ..Im suppose to get my period next week but some one please help me 
Birth Control,https://www.drugs.com/answers/can-you-get-implanon-inserted-when-youre-not-on-437639.html,Can you get Implanon inserted when you're not on your period?,"I have an appointment to get my Implanon on August 8th, and I started my period on August 1s; but I was told by my doctor that I could only get it while on my period. I highly doubt that I'm still going to be on my period at that time, so I called to reschedule , and they can't even get me in. I was going to go through with this appointment, and just say that I'm on my period but will that affect whether or not the Implanon will work? "
Birth Control,https://www.drugs.com/answers/3rd-month-birth-control-period-1386959.html,3rd month of birth control no period yet?,"I have been taking birth control for 3 months now its orsithyia, for the past 2 months i have started my period with 4 active pills left. Well im on my last active week with 4 pills left and no period yet. On the 3rd day of my 3rd month i had sex, should i be worried ? He used protection.. "
Birth Control,https://www.drugs.com/answers/placebo-pills-week-early-dark-blue-pills-after-1271784.html,Is it okay to take the placebo pills a week early and the dark blue pills after? What are the risks?,Will my protection go down? Or should I just skip the placebo pills all together this month and start my new pack early? Which is the better option? 
Birth Control,https://www.drugs.com/answers/started-birth-control-pills-first-day-period-2745547.html,I started my birth control pills the first day I got my period. Am I protected right away?,
Birth Control,https://www.drugs.com/answers/ortho-tri-cyclen-started-taking-ortho-cyclen-1532060.html,Ortho Tri-Cyclen - I just started taking my ortho-cyclen. I had my period 10 days ago. I have never?,"... taken birth control before. I didn't realize there were so many rules. Am I ok with starting on day 1? Or should I have started on day 10? Will this completely mess up my entire BC packet? Sorry so many questions. I know I should have waited. .. but I didn't, so this is where I'm at. Thank you in advance "
Birth Control,https://www.drugs.com/answers/first-month-taking-aubra-birth-control-1523080.html,First month taking Aubra birth control?,"and I got my period one week after I started taking the pills. I just finished the white pills today, do I take the pink pills even though I'm not on my period? Will it still be effective birth control? "
Birth Control,https://www.drugs.com/answers/active-birth-control-bleeding-spotting-mean-1404575.html,I'm on active birth control and bleeding like spotting. What does that mean?,"Okay, so I had sex on Monday night with no condom and he cummed.  I'm on the 2nd week of active pills (Marlissa brand) and then days later, I ended up bleeding a little. Right now, its Saturday night and I bled but not that much. Its like a brownish color. I'm worried that since I'm bleeding, my cervix is open and it takes a couple days for sperm to die out right? So what if there still in me and they are on there way.. Idk if my logic is correct but I need an answer asap because I am freaking out. Is it possible that I could get pregnant? Yes I know I could've taken other types of protection.. "
Anxiety,https://www.drugs.com/answers/remember-20mg-dose-celexa-6-hours-868856.html,I can't remember if I took my 20mg dose of celexa or not. It's 6 hours since I should have taken it?,"... what should I do? Will it hurt more to take extra or skip a dose? I have terribly bad health anxiety so this is worst case for me... I am certainly going to die if I take it or have severe symptoms if I don't... lol true in my world. Any candy coated advice would be appreciated, thanks! "
Anxiety,https://www.drugs.com/answers/anxiety-heart-beat-fast-day-palpitations-don-527753.html,Can anxiety cause your heart to beat fast almost all day? Sometimes I also get palpitations. I don'?,
Allergies,https://www.drugs.com/answers/allergy-cephalexin-antibiotic-under-cephalexin-527148.html,I have allergy of cephalexin. but I need to know the other antibiotic under cephalexin.can u name?,... those it for me? 
Anxiety,https://www.drugs.com/answers/safe-alcohol-after-taking-diazepam-2059300.html,When is it safe to have Alcohol after taking Diazepam?,"I take diazepam on rare occasions due to anxiety,as prescribed by my GP. I had 10mgs last night before bed, I have a function on tonight and would like to be able to have a few drinks, by then it will have been around 22 hours since taking the diazepam, will it be safe to drink by then? It has been a month since I had diazepam prior to this. I have heard that it can be dangerous if you mix them, when will the Diazepam I took last night wear off? "
Anxiety,https://www.drugs.com/answers/librium-long-chlordiazepoxide-start-work-3061771.html,Librium - How long does it take Chlordiazepoxide to start work?,
Anxiety,https://www.drugs.com/answers/preventing-loss-sex-drive-taking-xanax-794734.html,Preventing loss of sex drive while taking xanax?,"My boyfriend is taking xanax he takes half a pill in the morning and half a pill at night. Since he has been taking them his sex drive has been well gone. It has been over 3 months since we have even had sex, and the last time we did he couldn't keep it up. I am worried about him and our sex life. Any suggestions on how he can keep it alive and still get the help he needs for his anxiety? "
Anxiety,https://www.drugs.com/answers/xanax-0-5-xanex-morning-drink-night-615826.html,Xanax - if I take a 0.5 xanex in the morning can I drink later that night?,
Anxiety,https://www.drugs.com/answers/lexapro-you-521921.html,Lexapro - What happens if you take it too much?,One time i took three a day and the doctor told me to just take once a day. thats the only time i took it that much 
Allergies,https://www.drugs.com/answers/how-do-i-find-out-what-all-of-the-ingredients-are-299838.html,How do I find out what all of the ingredients of Lexapro?,"While taking this medication, my throat swelled and my body was covered with a rash. "
