disease,postLink,postHeading,postContent
Depression,https://www.drugs.com/answers/sertraline-zoloft-25-mg-expect-3014358.html,Sertraline (Zoloft) 25 mg what to expect?,My doctor prescribed me sertraline 25 mg for my depression. I was just wondering if it will do anything and what all should i expect. 
Emergency Contraception,https://www.drugs.com/answers/plan-feeling-side-effects-5-days-3447331.html,"Took Plan B, feeling side effects 5 days later?","me and my boyfriend had sex on October 18th but the condom broke and he ejaculated in me. I took Plan B 15 mins after, it is now October 23rd, and I’m supposed to start my period tomorrow. I have just started feeling side effects such as stomach pain, my breasts are a little tender here and there, and I also had spotting once earlier today. Should I be worried? Are these side effects or symptoms of an early pregnancy? "
Emergency Contraception,https://www.drugs.com/answers/cycle-back-normal-3444200.html,Should my cycle go back to normal?,I took Plan B. And my period was late. Am I going to be on an irregular cycle from now on or am I going to go back to being on a regular cycle. I was on a regular cycle before. 
Emergency Contraception,https://www.drugs.com/answers/plan-yesterday-first-time-felt-side-effects-normal-3460227.html,I took Plan B yesterday for the first time & haven’t felt side effects. Is this normal?,
Emergency Contraception,https://www.drugs.com/answers/8-days-safe-3450121.html,It’s been 8 days now. Am I safe?,I got an implant inserted in on the 30th of October. It’s the 8th day today and my boyfriend ejaculated in me. Should I take a plan b or am I okay? 
Emergency Contraception,https://www.drugs.com/answers/plan-mini-period-late-happening-3442825.html,"Plan B, mini period, but really late now. What is happening?","So around the 1st of July my husband and I had an oops. So we grabbed Plan B. A week later I had what I would call a ""mini"" period. (My usual is 5-7 days and this was only 3) I didn't have a period in August (took home tests all neg) and now it is almost the end of September and I still dont have my period. (Home tests still neg) My period tracking app says I'm almost 50 days late.  I have had my normal signs that my period may start soon for almost a whole month.  I've been bloated, tired, my period pimples have broken out a couple times, and my anxiety has spiked a whole bunch.  I have never been super regular but never have I skipped multiple months. I'm super confused to what is going on. I already plan to go to the doctor if I don't get my period before the end of October. "
Emergency Contraception,https://www.drugs.com/answers/ovulation-2-weeks-ago-egg-plan-jan-12th-3465442.html,My ovulation was 2 weeks ago. Is the egg still there? I took Plan B on Jan 12th?,My boyfriend and I had sex on the 12th. He used protection and even pulled out but his stuff was all over in the condom (not just the tip) but it looked like nothing leaked out. I went and took a Plan B anyway hours later but I think I’m around the timing of my ovulation or like 2 weeks after so if a microscopic amount of sperm got in my uterus would I still be safe from pregnancy? 
Emergency Contraception,https://www.drugs.com/answers/condom-broke-sex-bf-pulled-feel-outside-3432543.html,Condom broke during sex and my bf pulled out but I could feel it on the outside of me. We weren’t?,... sure if it got in but just in case I got plan b. All of this happened a week before my period was about to start and I’ve had sore breast and really bad cramps for about a week now and my period is an entire week late. Should I be worried? I’ve been super stressed and I’m thinking that’s why my period won’t come 
Emergency Contraception,https://www.drugs.com/answers/condom-complication-plan-someone-give-insight-3432521.html,Condom complication so I took Plan B. Can someone give me some insight?,"The condom seemed to slip up towards the end of sex (not sure if it happened before or after ejaculation) and I found It on the outside/inside of my vagina. It was not deep enogh in me to o the point where I had To (TMI) stick my fingers up to grab it. It was just kind of laying there. Anyways, this occurred around 12am and I took plan B around 8:45 the next morning. About 9 hours later. My period is due in 5 days. I’m not sure if that feeds into the factor but I think It’s less likely to conceive if you are having sex right before your period. I have A 23 day cycle and I do Not think I was Ovulating at the time of sex although I’m not positive. I’m just looking for some input, personal experience, or advice on this matter since I’ve never used plan b before. Just looking for a little something to ease my stress. "
Emergency Contraception,https://www.drugs.com/answers/condom-broke-lo-estrin-plan-case-back-ache-sore-3431815.html,"Condom broke, on Lo Estrin. Took Plan B in case. Mow having back ache and sore boobs.",I’ve been on Lo Estrin for 3 months. Me and my boyfriend had sex but the condom broke without us knowing. Freaking out I went and took Plan B. 6 days after I had a period (enough to fill tampons) for two days with severe cramps. Now for the last two weeks I’ve been constipated. I have 3 days before I am on sugar pills (when my period is suppose to come) and I’m having a slight back ache and sore boobs. Am I pregnant? 
Emergency Contraception,https://www.drugs.com/answers/morning-after-put-mouth-back-work-3431400.html,If I got the morning after pill and put it in my mouth took it back out would it still work?,But if I decide to take it again the same one would that be ok to do? 
Emergency Contraception,https://www.drugs.com/answers/period-started-again-15-days-after-plan-normal-3443053.html,Period started again in 15 days after Plan B pill. Is it normal?,My periods ended on 21st of September and I had sex with my boyfriend on the 22nd when the condom broke and he ejaculated inside me. The next morning I took Plan B pill. Then in a week i.e. on 30th of September my periods started again. The cycle lasted for 14 days. In the beginning it was brownish in color and later on proper blood flow. Is this normal? Are there any chances of pregnancy still or everything is flushed out? Please help 
Emergency Contraception,https://www.drugs.com/answers/period-8-days-after-plan-3430242.html,Period for 8 days after Plan B?,"Hi, I took Plan B on July 2nd, when I was due to ovulate. The sex was adequately protected and we used a condom that didn’t rip or tear. I got my period on the expected date, July 17. It started off light and got heavy, then got light again, like a normal period. However, I’m still bleeding lightly on Day 8 and my periods are usually on 6 days long. Is this a sign of pregnancy?? Or is it just a funky plan B period?? "
Depression,https://www.drugs.com/answers/long-zoloft-start-working-75mg-3252778.html,How long does Zoloft take to start working at 75mg?,"Yesterday I increased my dosage to 75mg from 50mg. I started at 25mg two weeks ago. I increased to 50mg after one week. I have had some good days and some bad days. I was previously on 20mg Cipralex for 6 months and aso taking 1mg loazapam every day. I'm experiencing heaving breathing, anxiety, tinnitus and nausea.  Very uncomfortable. Please help with advise. "
Emergency Contraception,https://www.drugs.com/answers/start-pack-pills-period-delayed-after-taking-plan-3417674.html,Should I start on next pack of pills if my period is delayed after taking Plan B?,"I had not taken my pill form of birth control totally perfect so when my boy friend thought he might have ejaculated a little inside, I took Plan B moments after it happened. This was the day before i was supposed to get my period. Its been 3 days and no period. I know Plan B can delay your period for up to a week, but my next birth control pack starts this Sunday (it is now Thursday). Should i start taking my new pack or wait to see if my period comes? Please help. "
Depression,https://www.drugs.com/answers/can-vitamin-d3-cause-severe-depression-309387.html,Can vitamin D3 cause severe depression?,"I took vitamin D3 for 2 weeks, but after just a few days, I started to experience depression and by the end of the two weeks, I was having suicidal thoughts - I took 1000 units per day with a meal - also, the metallic taste was unbearable - other meds I take daily are Hydrochlorothiazide - 25mg, regular aspirin, and atenolol 25mg - I stopped taking Vit. D3 on Aug. 28 - in a few days my metallic taste was gone and my depression disappeared. "
Depression,https://www.drugs.com/answers/what-is-an-less-expensive-alternative-to-provigil-301985.html,What is an less expensive alternative to Provigil 200mg ?,"Currently take provigil for narcolepsy, i'm in the donut hole and it's really expensive. "
Depression,https://www.drugs.com/answers/is-provigil-and-klonopin-taken-together-effective-280722.html,Is provigil and klonopin taken together effective?,300 mg provigil and 4 mg klonopin 
Emergency Contraception,https://www.drugs.com/answers/plan-question-answers-through-right-3470103.html,Plan B - This is not a question but I just want answers to what I’m going through right now?,So on January 1st and 2nd I had sex with my ex (stupid idea I know 
Depression,https://www.drugs.com/answers/wellburtrin-can-it-cause-severe-mood-swings-and-245347.html,Wellburtrin. Can it cause severe mood swings and alter my personality to somewhat psychotic?,"I've been taking wellburtin for about 2 years. At first it seemed Ok. I loved the weight loss, then about a year ago my mood started changing. I can honestly say I've not been happy in a long long time. I will go from feeling semi great to severe sadness, crying, hopeless, despair... God, wanting to die just to end the feelings . Last night I sat in front of my boyfriends house feeling so distraught. I couldn't even speak. The tears just welled up inside of me and all I wanted to do was go home and hide or die. Several months ago because of insurance reasons I stopped the wellburtrin for a few months, and I felt so much better. I gained a few pounds but I felt better. Then my insurance kicked back in and I started it back up. Now I'm back to the full blown just want to die because I'm so unhappy feelings. Actually it seems to be WORSE. I am making everyone around me miserable :( I feel so bad that I've pretty much isolated myself.  I stop at a convenience store every other day to buy a soda, the guy asked me the other day if I was ok, of course I said yes, then he said, you always look so unhappy...  I did a google search on wellbutrin and found all those horror stories...  Today, I stopped taking it.  I can't go another day like this. I find it hard to even write this because I can't get my mind to concentrate enough to form a decent coherent thought. How long before this wellbutrin gets out of my system so I can see if this is what truly is causing my problems??? "
Depression,https://www.drugs.com/answers/cymbalta-at-times-i-cant-remember-if-ive-taken-my-233931.html,Cymbalta - At times I can't remember if I've taken my medication. Is it best to take it or wait til?,... the next day? What if it happens two days in a row? 
Depression,https://www.drugs.com/answers/i-am-under-medication-and-am-taking-paroxetine-216558.html,I am under medication and am taking Paroxetine & Mirtazapine in the night as prescribed by the?,"... doctor, but I feel a bit aggressive after i started taking it and am having not much difference related to my depression & anxiety. Could you please advise & help me. "
Emergency Contraception,https://www.drugs.com/answers/plan-3-weeks-before-expected-period-3414276.html,Took Plan B 3 weeks before expected period?,My cycle ended on the 12th. On the 17th which was the 11th day into my cycle i had sex with protection. Midway through he took the condom off for like 3 mins then put it back on. He finished while wearing the condom. I dont know if he checked it for leaks. After washing up and 10 mins later he penetrated me for 2 secs. Which is why I am now freaking out. That was around 6pm. The next morning on the 18th around 8 am. I took the Plan B. 4 days later started bleeding heavy for 3 days then was spotting for 2 days. Then lots of clear discharge that lasted 3 days as well. My expected period is 3 days from now. I’ve experienced cramps on my left side and leg cramps which is usual when I'm about to get my cycle. Am I freaking out for nothing or is there a chance that i could be pregnant? 
Emergency Contraception,https://www.drugs.com/answers/plan-period-3443232.html,Plan B - Is this my period or not?,I don't know if I am on my period or not. My last period was September 1st-7th and I had intercourse with my boyfriend on September 15th. He used a condom but it slipped off so I went and took Plan B immediately. I was supposed to get my period on the 27th of September and I did but it was a lighter period then usual. Should I be worried? 
Depression,https://www.drugs.com/answers/after-stopping-cymbalta-does-the-dizziness-434041.html,"After stopping cymbalta, does the dizziness eventually go away?",I stopped taking 60 ml.4 weeks ago and went on 30ml. I woke up with the room spinning so I stopped taking all of it 1 1/2 weeks ago. The dizziness has slowed down some but its still there and confusion as well. I was hoping someone would know if or when these side effects will go away. I had taken 60 ml.for 5 yrs. 
Depression,https://www.drugs.com/answers/abilify-and-side-effects-tardive-dyskenisia-430367.html,"Abilify and Side Effects - Tardive Dyskenisia, Dystonia, etc?","For the people who posted reviews regarding their use of Abilify (to treat depression), but developed a very serious side effect - Tardive Dyskenisia, Dystonia, etc... how high was your dose, how long were you on it, any other drugs being taken as well, and what were you being treated for?  I am considering adding Abilify to my anti-depressant - 225 mg Effexor. I want to know how frequent the above-mentioned conditions occur, as frequently they are permanent.  Thank you. "
Depression,https://www.drugs.com/answers/my-dr-prescribed-lexapro-about-5-yrs-ago-for-388500.html,What is the best way for me to get off all my medication?,"My dr. prescribed Lexapro about 5 yrs ago for depression/anxiety. It seemed to work wonders for the first couple of years. But then it stopped working (maybe psychological), so i stopped it COLD TURKEY. Stupid thing to do!! After about 3 weeks, the withdrawal symptoms were horrifying, especially the brain zapping!! Then i read that it was NOT good to go cold turkey but at that point it was too late. Even felt suicidal. After about 6 mos, the relapsing of depression/anxiety had not only returned, it came back with a vengeance!! Dr gave me Cymbalta and after 1 pill, i thought i was going to die. The side effects were dehabilitating. I was tempted to call 911. Took about 3 days to get out of my system. Never took it again. I started having such sever panic attacks that i started taking Xanax (smallest dose .25) but after a month, i've increased to .50. It works for the anxiety but i feel sedated.. not sleepy, just lacking any motivation to do anything. I'm on ambien as well at night to help me sleep (5 yrs now.) I want to get off EVERYTHING. How can i wean off the xanax? or should i switch back to Lexapro? i hate my dr! He doesn't seem to answer my questions or solve my problems. I walk out of his office with MORE questions that i had walking in..  I guess i didn't appreciate the lexapro and should've just increased the dosage, rather than stopping it cold turkey. That's where the problems worsened. Now that i'm on Xanax, can i go back to lexapro? would it work? "
Depression,https://www.drugs.com/answers/my-9-yr-old-son-takes-abilify-intuniv-and-now-the-374708.html,"My 9 yr old son takes abilify, intuniv and now the dr. added imipramine, should he be on all 3 meds?",
Depression,https://www.drugs.com/answers/switched-from-50mg-of-zoloft-to-20mg-of-prozac-347833.html,Switched from 50mg of Zoloft to 20mg of Prozac and losing my mind?,"I was taking 50mg of Zoloft for anxiety and depression for about one year when it seemed, about two months ago, to not be very effective for me any longer. I started snapping at my kids again uncontrollably and noticed my tension returning slowly. My doctor then switched my meds to 20 mg of Prozac, generic form, and I have taken it for one month and really feel depressed, unmotivated, foggy and exhausted. However, I have been having problems at home with my husband as well and initially thought it wasn't the medicine, but the issues I was having at home. Now I just feel like it isn't working. Plus I gained some weight over the last year and my doctor then switched me today to Pristiq, 50 mg, because she said that it has less side effects of weight gain. I am scared to take it because I hear it's so hard to wean off of it. Should I stop taking the Prozac after only one month, or should I try to stick with it and not move to the third antidepressant after only one month of trying prozac? I am confused and need relief, help!! "
Emergency Contraception,https://www.drugs.com/answers/sex-day-11-cycle-morning-after-85-3446071.html,"I had sex on day 11 of my cycle, but I wasn't able to take the morning after pill until almost 85...",... hours later. When I took the morning after pill I checked my cervical mucus and it was abundant and stretchy and by my calculations I figure I was going to be ovulating within the next 24 hours. I had an IUD in and it fell out when I was on my period this month and I couldn't get an appointment with my doctor for three weeks.   I have read contradicting articles (evidence) on the Internet regarding sex and ovulation. I was wondering what the chances are that I would be pregnant?   I know every month I produce stretchy cervical mucus for about five days before I ovulate becoming more abundant the closer ovulation approaches and my cycle is very typical 28 day cycle . 
Depression,https://www.drugs.com/answers/is-escitalopram-overkill-for-mild-depression-346362.html,"Is Escitalopram ""Overkill"" for Mild Depression ?","A psychiatrist presribed escitalporam for me on my first visit. I explained that at most I am mildly depressed and simply don't feel as motivated or excited about things in life as I should. I told him that I heard increased serotonin might do the trick. Do you think escitalopram is right for very mild depression? I ask because the literature says it is for ""severe depression"" which I definitely don't have. If not then what would you suggest? Thanks. "
Depression,https://www.drugs.com/answers/when-taking-celexa-can-anxiety-return-in-336954.html,"When taking Celexa, can anxiety return in stressful situations?","I have been taking Celexa 20mg for 7 weeks now. It has changed my life. No more anger, anxiety or depression which had plagued me for years. But this week has been stressful and I am having some break through anxiety. Has anyone else experienced this? Did it improve with time? Was your dosage increased? "
Emergency Contraception,https://www.drugs.com/answers/morning-after-bleed-weeks-period-late-earlyb-3325911.html,I took the morning after pill and I bleed three weeks later and now my period is late or early,"Ok, so I took the morning after pill and 3weeks later I’m bleeding a brownish color, and my period is now late and I’m quite scared. Do I consider the bleeding to be my period or is this normal??? "
Emergency Contraception,https://www.drugs.com/answers/dark-bleeding-after-plan-days-late-normal-period-3262940.html,Dark bleeding after Plan B and two days late on what should have been my normal period?,"Please help, I'm so scared and this is all I've been thinking of for the past few weeks.  On April 16th, my boyfriend and I had intercourse, I am not on birth control (this was one of my first times ever being active) but he did use a condom. However, the condom slipped off. He stopped as soon as he noticed and he did not finish inside. We had intercourse again the next morning with no problems with the condom this time. I took Plan B about 11 or 12 hours after, with no side effects. Six days after taking Plan B, on April 22 I started to bleed. At first I thought it was my period but I noticed it was much lighter. It is now May 2nd and I'm still very lightly bleeding. It's definitely not my normal period because it is a much darker color and very very light in comparison. I know that no birth control method is 100% effective, but should I be really worried about pregnancy?  I should mention that for the most part I'm very regular, except starting this year (2017) I was almost 4 weeks late on one occasion (I was still a virgin so I wasn't worried) and the next month I was about 11 days late.  I would really appreciate any help because I can't concentrate on anything else :/ "
Depression,https://www.drugs.com/answers/how-long-did-it-take-for-anxities-to-calm-down-on-484262.html,How long did it take for anxities to calm down on cymbalta?,"i have been taking cymbalta for 2 months,it is lifting my depression but still finding my anxities are high.I am on 60ml does anyone think this is too high and should be on 30ml or should I give it a bit longer to settle down.I read negertive reports on this drug and panic so its nice to read some possitives.I am also wondering if I was taken of estalapram too quick,took me off it it then one week later put me on cymbalta,I'm wondering is I am still getting withdrawals from from estalapram.Please no negertive comments please.x "
Depression,https://www.drugs.com/answers/citalopram-dose-tramadol-monday-system-3491794.html,Citalopram - Last dose of tramadol last Monday is it out of my system?,I took my last dose of tramadol 50mg last Monday and am starting Celexa tomorrow is the tramadol out of my system? As I am afraid of serotonin syndrome. 
Depression,https://www.drugs.com/answers/waking-200mgm-of-wellbutrin-sr-and-20-mgm-adderall-473295.html,Taking 200mgm of Wellbutrin sr and 20 mgm Adderall - has anyone else taken these together?,I should know this. I have been looking up both drugs. I am finding conflicting reports. Has any one ever taken them together? One site says yes one site says no. I just do not know Thanks Dave Cass 
Emergency Contraception,https://www.drugs.com/answers/double-pills-skipped-month-condom-broke-plan-3344629.html,Had to double pills because I skipped one then later in the month the condom broke. Plan B?,So basically we had a condom malfunction and I'm on birth control but my schedule has been crazy so I accidentally had to double up about one or two times this month so I took all the pill but will this slip and the doubling of pills cause pregnancy? If so should I take plan B? 
Emergency Contraception,https://www.drugs.com/answers/after-period-sex-he-condoms-leakd-bit-ecp-1hour-3442287.html,Just after my period I had sex. Though he was using condoms it leakd a bit. I took ECP within 1hour?,"Around the day 3rd, I started noticing brown discharge. Then it got a lot heavier & lasted for around 4 days. When it was time for my period I didn't get the flow. It was just discharge & kind of colors all the time, for around 7 days. I usually get period for about 5 days though. & I don't think I'm feeling anything different than having a light cramps. Now I'm really stressed, is it normal or it has something to do with pregnancy? "
Depression,https://www.drugs.com/answers/do-you-recommend-prozac-for-depression-and-anxiety-437662.html,Do You Recommend Prozac for Depression and Anxiety?,"Well today I was giving an prescription for Prozac for depression and anxiety. My mom is telling me not get the prescription filled because she worried about the side effects as well as me having to take it as a long term thing. I feel whatever I need to feel like my normal self again I'll try, but I'm also a bit nervous about it... I don't know but anyway, is there anything that you have experienced on this med or something I should really think about before I use this? or should I just forgo this all together?  Thanks in Advance... "
Depression,https://www.drugs.com/answers/anyone-noticed-a-difference-when-switching-from-436877.html,Anyone noticed a difference when switching from one bupropion hydrochloride (generic) to another?,"I was on one generic version of bupropion hydrochloride, and was recently given a totally different version of the same pill (I believe). SInce I've been taking the ""new"" one.. I've had a ton of side effects that I never experienced before. I've not had any other changes nor have I ever had a problem before. Any thoughts? This is terrible! "
Depression,https://www.drugs.com/answers/depression-i-need-help-490192.html,Depression - I need help?,"Hello there, Hope somebody can give me advice or point me to somewhere helpful. I've had depression before but aafter taking drugs and some counselling I fely good and we decided to try and go without drugs. That wus 2 years back now and I've been good really. But a couple of months ago I started feeling real sad and cried a lot, in private. Didn't wanna go out, didn't wanna see anybody, Just wanted to hide and sleep. So I went to a doctor, different one as I had moved around. He couldn't get my record as that doctor too seemed to have gone elsewhere. So he prescribed another anti depressant and I started using it. Hiding away. One morning I woke up feeling better than I ever have and thought Wow he's cured it, just like that. I went to see him and he told me I was in hypomania most likely. Never heard of it so he explained it to me. Why? He told me anti depressants can start this in us. Oh good. I read up on it and yes, that happens all right. What do I do now. I don't trust him after giving me this, it's stopped and I'm really bad now but I won't take those drugs again and I'm too scared to see anyone. I hate them all. Is there any hope for me? A Horse. "
Emergency Contraception,https://www.drugs.com/answers/taking-morning-after-10-12-hours-3233662.html,Taking the morning after pill within 10-12 hours?,Please help! I had protected are on Saturday morning at roughly 1am and to my luck the condom had split so I was panicking and of course I rushed to the chemist the same morning and took the pill at 10am. So within 12 hours I had it. I am currently breastfeeding and Bub is 4 months and no periods have returned. I just need a little reassurance as to the pill being effective  I have literally been stressed from the inside out not wanting to get pregnant as I already have 3 kids. My question is. How effective is the pill ? Will I get a period now since taking it ? 
Emergency Contraception,https://www.drugs.com/answers/levonorgestrel-many-days-period-arrive-3198944.html,Levonorgestrel - How many days does it normally take for your period to arrive ?,I took the pill a little late (day 5) and it's been almost a week And I still haven't gotten anything ... I am normally irregular so I'm not sure on my ovulation days .  Last time I took this pill I got my period right away ( 2-3 days after) and I haven't had a period since . 
Depression,https://www.drugs.com/answers/anyone-trouble-generic-parnate-brand-name-547201.html,Has anyone had trouble with generic parnate vs the brand name?,I've been taking parnate-generic- for a couple months now and it seems like it should work better. Felt an instant lift after a few days then has tapered down to a low grade depression. I'm not impressed with it. 
Depression,https://www.drugs.com/answers/has-anyone-been-taking-latuda-for-depression-465452.html,Has anyone been taking Latuda for depression?,"My son's MD has perscribed Latuda for his depression and I am not sure about this drug for depression. He has alot of trouble sleeping,racing thoughts, Wanting to know if anyone is taking this medication for depression and is feeling better? How long after starting the medication was any improvement noticed? "
Depression,https://www.drugs.com/answers/depression-manifest-545546.html,How does your depression manifest itself?,"This is more a conversation piece, I guess. On the forum there are a lot of posts from partners whose s/o has depression and is unable to function (and they don't know what to do). As a depressive myself, I functioned so well that my then husband did not even appreciate I was seriously depressed, even when I told him. My depression (even on meds) went from not talking to being obsessive, angry, full of despair BUT as I have OCD, I was driven to have the perfect house and to present normality for my hyper kids. I had to strategically plan shopping trips due to agrophobia. I was not even aware that the fear of going out was a mental issue until I had therapy.    I learned as a result of a very dysfunctional childhood how to always wear the right mask and hide everything, consequently very little notice was taken of me, even by my doctor, of just how serious my situation was. All my cries for help were left unnoticed, until I was mid suicide attempt and stopped, realising I did not truly want to leave my children but needed help. I actually booked my own inpatient treatment. I still find it hard to be heard, I have had to cut friends off who were draining me with their problems and never listened to mine. I am getting more demanding as I learn more about my mental illness and realise that I have some very serious issues that should have been addressed a long time ago and that I can be my own worst enemy. This forum gives me a lot of strength to go forward. I'd really like to hear from others with a similar story and how they overcame this mask wearing and got the right help. Blessings fellow travellers. "
Depression,https://www.drugs.com/answers/fluoxetine-paroxetine-samething-20mg-544918.html,Is fluoxetine and paroxetine the samething both 20mg?,
Depression,https://www.drugs.com/answers/new-psychiatrist-put-apo-methoprazine-529368.html,New psychiatrist put me on APO-METHOPRAZINE?,"half of 25mg. taken at bedtime. Treatment is for depression, anxiety, unable to focus & remember anything. Unable to fall asleep on my own, i was on 2mg. Clonazepam for a few yrs. but no longer helps with sleep. This is my second different medication since seeing new Doctor about 21/2 months ago First was Seroquel XR 50mg. bad side effects. I also take 5- 5mg. Percocet daily for pain from spinal surgery 2yrs. back. So i took first dose of Methopra. last night & today feel very dozy, clumsy, vision a bit blurry & mind full of scrambled thoughts. Would like to get some feedback from others also on this medication please. "
Depression,https://www.drugs.com/answers/bipolar-disorder-suboxone-month-fine-compared-527775.html,"Bipolar Disorder - I am on Suboxone, about a month now. Doing fine with that compared to my BiPolar?",... symptoms. Only on an A/D (Prozac) and am doing almost as bad as when I begun. My anxiety etc subsided mildly for about a week and now. BOOM. Back to screwball land for me. I am in a mixed episode. I didn't take my AD dose tonight waiting to hear from psych. Any of you folks on Suboxone and mood stabilizers or any others and having it work for you? I can't take Seroquel or Lamictal(lamotrigine) unfortunately  because of a bad reaction. Help?! 
Depression,https://www.drugs.com/answers/clonidine-morning-524864.html,Clonidine in the morning?,"My son is 6. He had been diagnosed with aspergers and we are testing for ODD as well. He has been on abilify 10mg,half and half. He then had to go on trileptal,150mg, half and half. His aggression has come back a little more so at his med appt. They have him clonidine .1 mg to take in the morning.i thought this was for sleep. I told my husband this and he said no ghats not what doc said.we gave it to him this morning and he almost immediately passed out on the couch.i woke him up and now he's like a zombie and barely awake and functional which is what iDO NOT WANT! So I'm just curious if this is normal or what. I put him in the bath for a little to wake him up. "
Depression,https://www.drugs.com/answers/tramadol-where-do-i-start-i-take-1000mg-of-514890.html,"Tramadol and alcohol addiction and depression, where do I start?","Tramadol - where do I start, I take 1000mg of tramaol every 4 - i have a drink problem, along side depression, i dont know which one comes first, i started taking tramadol, when i ran out of anti depression tablets, i now find myself taking more, i have seen someone from the mental health department, i,m just waiting for there opinion, the only time ive ever felt normal is when they put me on,diazapan, for 5 days, i,m 51 and my hole life has been on a downward spiral for the last 5 years, and a criminal record, possibly prison shortly..any idea's,, "
"Diabetes, Type 2",https://www.drugs.com/answers/statins-raise-blood-sugar-back-normal-you-stop-540395.html,If statins raise blood sugar will it go back to normal once you stop statins?,after taking statins for years i was told i had type 2 diabetes... if it is due to statins raising my blood sugar ... will it go back to normal once i stop the statins i stopped taking them a year ago... my blood sugar levels are usually between 5.7 and 6.7 not on any medication 
Emergency Contraception,https://www.drugs.com/answers/plan-safe-3235847.html,Should I take Plan B just to be safe?,"So roughly 2 and a half hours ago my boyfriend and I were having sex and the condom broke. I'm on birth control and today was also the first day of my new cycle according to my birth control pack. I was also still spotting. I know there's already a low chance of pregnancy with birth control and with it being right after my period, but I'm wondering if I should take Plan B anyways just in case. I'm sort of young and while I would like to be on the safe side, I also don't want to drop $30-$40 on a pill I might not need. Any advice is good advice please and thank you!! "
"Diabetes, Type 2",https://www.drugs.com/answers/blood-sugar-levels-after-fasting-taking-metformin-2679803.html,What should my blood sugar levels be after fasting while taking metformin?,What would be considered high? I checked my blood sugar before breakfast everyday for a week and my blood sugar levels were between 9 and 10.9 I've been on metformin for around 3 months now. 
"Diabetes, Type 2",https://www.drugs.com/answers/metforin-makes-ill-type-medication-type-2-dibetes-743225.html,Besides metformin which makes me ill what other type of medication is there for type 2 diabetes?,
"Diabetes, Type 2",https://www.drugs.com/answers/victoza-extremely-hard-time-hard-bowel-movements-730805.html,"Victoza - I am having an extremely hard time with hard bowel movements, anybody else having this?",... problem? Presently taking 1.8mg. dose for approx. a mo. No weight loss yet. I have to use Mag. Citrate in order to break up the log jam and then it goes the other way for a few days and then back to being bound up. Anybody else having this problem? 
"Diabetes, Type 2",https://www.drugs.com/answers/type-2-diabetic-taking-lantus-solostar-over-year-624445.html,"Hi- I am type 2 diabetic, have been taking lantus solostar for over a year and it just isn't?","... working. My doctor has had me on 12 units a bedtime, along with oral meds daily. Glucose are up in the 400s, doctor is yelling at me to get them under control and I have been doing everything I can, even starving myself. I am sitting here in tears because she upped the lantus to 15 units twice a day, and for the past 5 days, still no change. I am frustrated, tired, angry and want to give up and who cares! What should I do??? "
"Diabetes, Type 2",https://www.drugs.com/answers/i-have-just-been-diagnosed-as-having-acquired-pre-469628.html,"Abilify & pre-diabetes, has anyone had this & stopped Abilify & relied just on a mood stabilizer?","I have just been diagnosed as having acquired pre-diabetes. I consume abilify. One of the stated side-effects of abilify IS pre-diabetes, which is the precursor to diabetes 2. I am fuming, as I already have high cholesterol, another side effect of this drug. I weigh 119lbs, eat mostly a vegetarian, low-fat diet, and walk five miles per day... so anything to do with my lifestyle is not the culprit. It can only be the drug.   I also take the lowest dosage possible for bipolar 1 of depakote (500mgs). So my question is, has anyone with my condition stopped taking anti-psychotics and relies only on a mood-stabilizer? I am just trying to consider my options, as I don't want to get further into it with the diabetes situation, which will probably happen if I continue to consume this drug permanently. "
Blood Disorders,https://www.drugs.com/answers/can-type-2-diabetes-turn-into-type-1-diabetes-416941.html,Can type 2 diabetes turn into type 1 diabetes?,I am on Janumet and I am also taking Bactrim ds and my blood sugars have been really high for about a week now. 
"Diabetes, Type 2",https://www.drugs.com/answers/do-the-unopened-novolog-flexpens-need-to-be-518862.html,Do the unopened NovoLog flexpens need to be refrigerated? Same Q for Lantus SoloStar. Thanks?,"I am new to injecting insulin and am not sure if the FlexPens I'm using need to be refrigerated. I know that the one I'm using does not have to be for 28 days but the remaining ones in the box, I'm not sure about. "
"Diabetes, Type 2",https://www.drugs.com/answers/cyclobenzaprine-effect-suger-make-higher-597833.html,Will the use of cyclobenzaprine effect your blood sugar to make it go higher?,If a diabetic with type 2 uses this medicine will it effect the insulin levels and result in higher levels 
Blood Disorders,https://www.drugs.com/answers/i-have-taken-crestor-40mg-for-several-years-two-300659.html,Can Crestor affect my blood-glucose readings?,I have taken crestor 40mg for several years. Two years ago I was diagnosed with Type 2 diabetes. About ten days ago I ran out of crestor. I didn't have any refills left until I see my primary care dr. I took crestor at bedtime and since I have been out of it my blood sugar reading in the morning have been great -much lower than normal. Could this be the result of not taking Crestor? 
Emergency Contraception,https://www.drugs.com/answers/unprotected-sex-2-hours-after-taking-plan-3101098.html,I had unprotected sex 2 hours after taking Plan B?,"Well, my boyfriend and I had sex Friday night at around 11:30 and he brought me the pill on Sunday at round 2:00 A.M I took it immediately but we made the biggest mistake and had sex again at around 3:45 A.M the same day and he finished inside me... What are the chances of me getting pregnant after nearly 2 hrs later having sex again? He finished inside me Sunday as well. I'm really worried about this... "
