disease,postLink,postHeading,postContent
Trigeminal Neuralgia,https://patient.info/forums/discuss/social-security-for-trigeminal-neuralgia-698323,Social Security for Trigeminal  Neuralgia ,"Have anyone received  Social Security for  ? I had it over 9 years.  I worked in the Nursing Field 20 yrs & I can't no more with this pain.  My Doctor & The Er Told me to apply for Social Security. So I'm wondering have anyone actually received it? 0 likes, 3 replies "
Trigeminal Neuralgia,https://patient.info/forums/discuss/suffering-extreme-depression-on-tegretol-for-tn-698189,Suffering extreme depression on Tegretol for TN,"Suffering extreme   on Tegretol for TN. The last discussion was closed. Anyone have this experience? Does it go away? Have only been at full dose (400 mg. daily) for a week, now. 2 100 mg. bid, that is. Also, of course, extremely sedated. Does this also go away, and about how long does it take? I feel as though I cannot function this way; but on the other hand, this dosage does control the TN pain.  Thx. 0 likes, 4 replies "
Tramadol,https://patient.info/forums/discuss/tramadol-withdrawal-387751,Tramadol Withdrawal,"Hi There I'm not sure if anyone here can help. I saw some discussions on tramadol withdrawal on this site but it was from about 6 months ago so i'm just praying someone is still on who can help. Here is my story, I began taking tramadol about 5 months ago for chronic pelvic pain. I had told my doctor i had some trouble becoming dependant on Vicodin in the past so instead she prescribed Tramadol saying that i would not become addicted if i follow the appropriate dosage. Well that didn't work because eventrually it made me feel so good and happy i took it for recreational purposes. I blew through all 90 pills in 7 days. I was taking up to 500mg a day but then they wouldn't refil my prescription for three more weeks so i would withdraw and then get right back on the tramadol once my prescription was up. This time, I DON'T WANT TO GO BACK. I stopped cold turkey Wednesday night at 9:30pm after taking my last 200mg and now it is Friday morning. I have some minor restless legs but i have NO ENERGY and i feel like LIFE TRULY SUCKS. I know that working out will help and eating might help and getting some excercise but get this, i actually came to my office job today. I figure that rather than call in i'll try to push through the last work day of the week. My 5 year old son comes home on Sunday afternoon so i want to do all that i can today and Saturday to at least get back to the point where i can care for him. Any suggestions on how to get out of this slump in the next two days would be grately appreciated. Nobody knows about this, not even my boyfriend. I'm just so afraid of being judged. I feel like anyone i tell will judge me and i feel like my boyfriend will run the other way if i tell him so i HAVE to do this alone. PLEASE HELP!   1 like, 50 replies "
Tramadol,https://patient.info/forums/discuss/coming-off-tramadol-175502,Coming off Tramadol,"Hello all, I am after some friendly advice. 12 Jan I had a riding accident, hurt my shoulder. It was previously injured (dislocation/fracture of humerus) and it's been weak ever since. Doc put me on cocodamol as of 14th, and then on the 17th I was back at docs because they were making me sick. He put me on tramadol. 2x 50mg tablets three times a day. I wasn't warned about any possible side effects, other than they may cause drowsiness. 11 weeks later, I can't kick it. I no longer require the tramadol for pain. They tried a weaning programme. I was given Tramadol SR tablets. I cut from 300mg a day to 200mg. One tablet morning, one tablet evening for a week. The week after I was cut down to 100mg tablet in the morning, then nothing.  I lasted a day before I used some left over regular tramadol. The effects were horrific when I initially changed the dosage, but I thought it would be okay with cutting down and then coming off completely. I was ready for some side effects, but not what happened in reality. Headaches, nosebleeds, sickness, sweats, freezing cold, aggressiveness, exhaustion, tearful, restless, insomnia. I had some very very dark thoughts that I haven't had in years. I took the tramadol and felt ten times better. I have a doctor's appointment today, but they tend to be as much use as a chocolate teapot. Any recommendations or information you think will be helpful to take with me is greatfully appreciated.  A nurse over the phone expressed she thought that the time frame for coming off them was too short, and the leap from 100mg to none was too much. Please help. I know I have a problem, but I'm scared to come off them and become the horrid, nasty person I was at the weekend. My rational thoughts tell me once I stop for good I'll be back to normal, but I don't have those rational thoughts when I try and come off them. I need them to cope with the most simple of tasks. 16 likes, 379 replies "
Tramadol,https://patient.info/forums/discuss/stay-away-from-tramadol--34978,Stay away from Tramadol!,"Last Friday (16/Sep/11) I had an op to repair an umbilical hernia (overnight stay). On being discharged the nurse gave me a packet of 50mg Tramadol capsules to ease the pain, although the pain wasn't that bad. I had been walking to the toilet (in hospital) within 4 hours of recovering from the op. Anyway, I got home on Saturday and what with the fairly long walk from the hospital to the taxi, plus getting in and out of the car, I was starting to feel some twinges, so I took 2 Tramadol. Much later that evening I started to have really weird side effects. They are so difficult to describe. A combination of panic attack, dizziness, extreme fatigue, and difficulty nodding off to sleep. I'd nod off, like one does, then I'd immediately have these images in my head - people I'd seen on TV that day, cars, animals, all jumbled up.  Then I must have fallen asleep for an hour or two only to come awake with a start after having this veritable nightmare of there being someone in the room and when I opened my eyes (in my sleep just before coming awake) there was this extremely tall guy, 9 feet tall, his head was literally brushing the ceiling. Then \""he\"" walked across the room to another bed (my mind thought it was still in the 4-bed unit in the hospital ward) and disappeared! As if in a puff of smoke. And at that point I awoke feeling hot and sweaty. So those were the last Tramadol *I* was ever going to take, I can tell you. And then, yesterday, Thursday I had severe itching at the surgical wound site. This had nothing to do with the Tramadol I'd taken on Saturday, which must have been out of my system by then. Anyway, apart from the itching there was still a bit of an ache, so I thought I'd take just a single Tramadol capsule. The itching went; the dull ache went. But this morning, very early, about 04:00am, I awoke feeling anything but refreshed. I had some numb feelings in my hand and thigh, they kept coming and going. I got up at around 05:45am, make a cup of tea, then suddenly felt very weak. Jittery, fast pulse, zonked. Since then I have just lain on my bed in between going for a short walk and am drinking glasses of water in an attempt to flush this [b:095f76e716]POISON[/b:095f76e716] out of my system and am starting to feel a little better. Earlier in the week on doctor's recommendation I booked an appointment with the nurse for this afternoon to have the dressing changed and the incision checked (it's a long, vertical cut about 4 inches long; they found  two hernias), and in order to save on taxi fares I booked one of the free pick-up buses to take me and bring me back. However, I've just cancelled them and have ordered a taxi instead as I cannot face the lengthy zig-zag route these buses often take as they have to pick up numerous other people. I'll talk to the nurse about Tramadol and see what she says. I don't need any pain killers now and if I still get one or two twinges in the next few days, I shall take only paracetamol if necessary. (Not allowed to take ibuprofen or similar NSAIDs as I have a tendency to gastritis and duodenal ulcer.) So, I am never going to touch Tramadol ever again and this time I mean it. I would not recommend it to my worst enemy. If some people take it just to get \""high\"" they must be stark, raving mad. 5 likes, 53 replies "
Tramadol,https://patient.info/forums/discuss/buying-tramadol-online-don-t-do-it--524108,Buying Tramadol online... DON'T DO IT!!,"Don't ever buy Tramadol online. It comes from India and it's laced with something that increases the  likelihood of addiction. It is not pure and not regulated. It can make you sicker than you would normally feel. BEWARE!! Prayers to all those still struggling. I got through it 10 months ago. 2 likes, 36 replies "
Tinnitus,https://patient.info/forums/discuss/better-healing-now-from-tinnitus-672602,better/healing now from tinnitus,"April 4, 2018   was reactivated by a machine used by a physiotherapist called a thumper.  The vibrations started the ringing in my ears again. I used sound imitators for the ringing,whooshing sound(crickets) and the pulsing (heart beat) to help me sleep. You can find sounds that help on youtube. I then started trying different relaxant and sleeping medication.  I finally found that a combination of amitryptiline and Immovane are working for me to sleep a good nights sleep.  It is only starting to ease now (i.e. end of July) after 2 weeks of this combination plus the sounds.  I also meditate and sought counselling, read the bible, prayed and had many pray for me. In counselling I was told either to try to distract myself from the worrying or to think it through whichever works. Hopefully this helps you. 3 likes, 2 replies "
Tinnitus,https://patient.info/forums/discuss/glandular-fever-2-consecutive-years-with-increased-noise-and-possible-further-hearing-loss-677516,Glandular fever 2 consecutive years with increased noise and  possible further hearing loss,"hi I joined this firm several months ago and had some great advice and have shared notes as fairly recently I reluctantly started to use hearing aids. I was tested showing significant loss 8 years ago but vanity prevented me from using the (expensive) aids I purchased. I recently got checked and fitted with aids through the NHS as live in Wales although audiograph showed no changed when compared to the previous. I was never tested as a child but struggled in class and all life have had a loud buzzing in both ears. Complaints of ear ache and fuzzy ears was put down to just that and as young adult was told by gp that my ears looked fine and was prob due to wax and given drops. I thought that it must be the same for everyone tho wondered why I really struggled to watch tv or make out dialogue when went to the cinema as I could hear. I thought maybe was a bit slow catching on to things tho managed get a good degree in further education (with much time spent copying up). I've since learned the noise is and was tinnitus which has always been a constant so am used to it and first test showed I had moderate to severe loss in both ears but so far I'd somehow managed. I'd kinda learned my own language along with self learned lip reading so these aids are taking some getting used to as nothing sounds like I thought. The recent test was conduvpcted by my now chosen audiologist and he explained the audiograph and said that it indicated that I'd more than likely been born with it considering the lifelong tinnitus and history. However, although I did struggle, I had 2 severe bouts of glandular fever in my teens and the secon time totally lost my voice for a few weeks and also went almost totally deaf and the tinnitus went so loud it felt that that's why I couldn't hear anything. That infection seemed to last for about 3 months and gradually the noise reduced and I started to get some hearing back. I've always felt that it did cause possible further hearing loss especially in my left ear tho both go down to around 70-75db  in the mid frequencies then the left ear does right down and the other back up in high frequency range. Tinnitus has always been constant but now even tho I'm using aids it seems to drown out everything and have to really concentrate at times to work out conversation and tv etc. It's a whole lot better as I can enjoys cinema and socialise a lot more but just wondered if having those infections could have worsened things cos when I was younger I seemed to just accept it. I just wondered if those infections had an impact and if anyone had anything simelar happen after that particular infection. Suppose and just trying suss out cause/reason as I certainly questioned my hearing and the loud buzzing as started to realise not everyone had it and that no one in my family needed to use aids. Am a bit new to all this really through ignorance so am grateful for any info and also what I've already had from others thanks and apols for lengthy message (I drive my mates crazy with lengthy texts).  Julia 😻🐈🐾🐾🐾   1 like, 0 replies "
Tinnitus,https://patient.info/forums/discuss/tinnitus-667018,tinnitus,"Hi everyone,i was diagnosed with tinnitus about 3 months ago.The audiologist that did my hearing test said I have hearing loss in both ears,not surprising really as I'm a carpenter having worked on noisy building sites and still do.The audiologist recommends trying hearing aids and booked me an appointment in my local hospital on 18/7/18.I was told that the hearing aids wont stop or cure my tinnitus but will help me hear more of what I should be hearing and so help with this loud noise in me ears.I was wondering if anyone finds it very loud in the morning when you first wake up. 2 likes, 29 replies "
Tinnitus,https://patient.info/forums/discuss/inner-ear-twitching-671372,inner ear twitching,"I am 19 years old and i have T and EAR SPAMS/TWITCHES for 5 years now,not only i have strong T i have to deal with this MEM (middle ear myoclonus) wich is very rare condition,basicly my left ear twitches/spasams when i hear sounds like running water,traffic,blow dryer and all that,what is a set of for both ears also is when i hiccup,burp or yawn,but both of my ears twitches totally random also luke it can lasts for 48 hours continuously....I can't go to collage,or do any other activities that are part of normal life,i have cried my eyes off too many times to count,WHY CAN'T NOBODY HELP ME?!PLEASE PLEASR PLEASE I BEG I CAN'T STAND IT ANYMORE,I UNDERSTAND THERE ISN'T CURE FOR TINNITUS AND YOU HAVE TO GET USED TO IT BUT PLEASE I ALSO HAVE SPASMS IN EARS THEY ARE SOMETIMES PAINFULL,SOMEBODY HELP ME PLEASE,i am so tired you can't even imagine it... 1 like, 8 replies "
Tinnitus,https://patient.info/forums/discuss/new-tinnitus-sufferer-673438,New tinnitus sufferer,"Hi Really hoping you can give me some advice please. My wife was recently prescribed HRT medication and after taking the drug for a short period now has tinnitus. 21 years ago she suffered similarly and was successfully medicated. We think it was the drug Nortriptyline but unfortunately her medical records from that era have not survived. She has today consulted her GP who frankly seemed to have no idea of how to help her. She mentioned that she thought she had been successfully treated with Nortryptoline and she has now been prescribed this. However, we are still concerned as to whether this treatment is appropriate at this stage and do not wish to inadvertently make things worse. She is not severely depressed but is suffering   as a result of prolonged menopausal issues and now tinnitus.  Would really appreciate the thoughts of anyone else, particularly those who have been prescribed Nortryptyline. We feel that after her taking HRT and only attaining a new ailment that we are lurching from one crisis to another and as the GP provided no real reassurance we would love to hear thoughts from others who suffer similarly. I am absolutely desperate to help my wife so would very much appreciate any help you can provide. Thanks you so much in anticipation of your replies. Paul 1 like, 2 replies "
Tinnitus,https://patient.info/forums/discuss/dry-fasting-674103,Dry Fasting,"Has anyone tried Tinnitus Treatment's Dry fasting cure with any success ? 0 likes, 1 reply "
Tinnitus,https://patient.info/forums/discuss/temporary-tinnitus-61698,Temporary Tinnitus,"I have had   for 6 weeks 5 days now, and three doctors have told me it will go one hundred percent. Has anyone else been told this before? They say minimum 6-8 weeks, no longer than a year. I'm really struggling to live with this, and I will never accept it if it is permanent. If it is still here in 5 years time I won't be here anymore. It is noise induced by the way: I was listening to music pretty loud with new headphones, FLAC format which means lossless audio, for just under an hour, when the fire alarm went off. I am in uni halls so I have a fire alarm in my room. I could hear the fire alarm whilst the music was still playing directly in my ears. I took off the headphones and went outside. When I came back in I didn't notice the ringing in my ears if it was there. So, I continued to listen to music through my headphones for 20 minutes or so. When I finally decided to go to bed I took the headphones off and straight away noticed the ringing. Having heard it before for a few seconds/minutes after music, I thought nothing of it and assumed it would go in the morning. I woke up, and it was there. I was incredibly anxious and all the rest of it, here I am today, having been told it will go one hundred percent and will last no longer than a year. I should be positive right? but I am not - I can't stop worrying that this is permeant and will be one of those people that has to learn to accept it will be there for life and get on with it. Well, I am not prepared to live with this for the rest of my life, and yes, people do live with MUCH worse i.e. no legs, arms, sight, hearing, etc, but I simply will not live with this if it is permanent. Therefore, I have decided to give it 5 years. The doctors say no longer than 1 year so I shouldn't even consider that but I am just that anxious and it is bothering me that much that this is what is has come to. I know about white noise and trying to keep your mind off of it by keeping busy, I have to sleep with a fan on and the TV and the sound of rain and leave the window open so I can hear the cars on the motorway faintly and not sleeping with my ears against the pillow and trying to get to sleep itself, I'm tired of it. Anyone else been told it will go or anything similar? I'm due at the ENT in 2 months. I'm 19. 6 likes, 154 replies "
Tinnitus,https://patient.info/forums/discuss/tinnitus-as-a-result-of-labyrinthitis-674892,Tinnitus as a result of labyrinthitis ,"Did anyone recover from labyrinthitis fully and did the ringing stop completely?  I was diagnosed with labyrinthitis late July and my tinnitus was faint and it became noticeable early August.  I also have slight hyperacusis with it too  2 likes, 3 replies "
Tinnitus,https://patient.info/forums/discuss/pulsatile-tinnitus-24-7-making-me-depressed--675177,Pulsatile tinnitus 24/7 making me depressed.,"Hi all, I'm 28 year old female who has had pulsatile tinnitus for a year now, and it's caused me severe depression, even contemplating   at my low points. It all started in late pregnant with my first child, it wasn't constant and mainly when exercising or bending, doctors said very normal due to increased blood flow and that it would go.  It never went and became constant after I had my baby two weeks late via c section. It is there 24 hours a day and can sometimes become so loud I can hardly hear anything else, it's a clear thumping sound of my blood flow(completely in time with my pulse) and increases during exercise. It sounds like a bass drum! I can also feel it pumping away when it gets bad.  From my research it seems everything says it is almost always vascular in nature, with many scary causes. However my GP and ENT are dismissing this as regular tinnitus. There is a clear difference. I had an MRI of my ears and a hearing test, all fine. I'm worried it is a problem with an artery in my neck or brain etc, I know I am young but I smoked since teenage years quite heavily and only quit when I conceived.  It is far worse in the morning when waking it's unbearable. I feel like a walking blood vessel and I'm scared I'm going to have a stroke)/heart attack.  How do i get my GP to listen, they know I'm very anxious about this but I don't think they're taking me seriously how much it's affecting my life, if it were regular tinnitus I understand that a cause is difficult to find or treat, but this isn't regular tinnitus and I'm worried.  Any advice or similar experience welcome please  1 like, 4 replies "
Tinnitus,https://patient.info/forums/discuss/ringing-in-left-ear-after-ear-infection--675643,Ringing in left ear after ear infection.,"Greetings all. About two weeks ago I had an ear infection. I am a swimmer and I shoot at a firing range. Well, I didn't know I had the infection and went shooting. I had double ear protection on, the inner ear sponges and ourter ear muffs. After the session I noticed the ringing in my left ear. I went to the doctor the next day and they found a mess of bacteria and redness in my ear. I used ear drops (cortisporin otic) to clear up the infection, but the ringing persists. I cough up phlegm, I have overly watery eyes, and I sneeze and my left ear will not pop. I sometimes feel dizzy when I get up in the morning. The latest exam by the emergency room doc shows I have no blockage and all looks well, but I have scheduled an auditory exam and will see the ENT doctor shortly, hopefully. At present I'm trying to find a way to cope with this. I don't know if it's temporatry or not since I've dealt with the ringing over the years and it generally silences after a few minutes or so.  I'm tired and concerned. 1 like, 2 replies "
Thyroid and Parathyroid Disorders,https://patient.info/forums/discuss/oral-thrush-and-hashis--685707,oral thrush and hashis?,"hi all, im 19, female, and have been suffering from chronic ebv for over a year now. i was then diagnosed with hashimotos 6 months ago. my body doesnt feel the same anymore at all and everyday is a new strange symptom. my most recent being oral thrush. i should mention i have extreme anxiety and read online that thrush is only due to cancer or hiv. can hashimoto cause oral thrush? if anyone has any experiences please share. thank you 0 likes, 2 replies "
Thyroid and Parathyroid Disorders,https://patient.info/forums/discuss/i-had-a-total-thyroidectomy-10-days-ago-i-feel-extremely-tired-and-depressed-is-this-normal--618805,I had a total Thyroidectomy 10 days ago. I feel extremely tired and depressed. Is this normal?,"I had a total Thyroidectomy due to a large nodule that ended up being cancerous. I’m due to have radioactive iodine therapy in the middle of December to kill off any residule cancerous cells. I’m the meantime my thyroid levels are off. I’m taking 100 mcg of Levo per day. I take it in the morning one hour before breakfast. I still feel off. I was never told anything about recovery from all this except for how the scar will heal. No one explained to me how I would feel emotionally. I feel like I’m in a fog. I can’t concentrate. I cry over everything. I want to lie in bed all day. Minor tasks seem huge. I am so tired. Is this normal? If so how long will it last? Should I contact my endocrinologist? I can’t keep living like this. I’m supposed to go back to work in 2 days. I can’t imagine how that’s going to happen based on how I feel right now. Hellllp!!!!! 0 likes, 11 replies "
Thyroid and Parathyroid Disorders,https://patient.info/forums/discuss/hashimoto-s-and-elderberry-682304,Hashimoto’s and Elderberry,"Hi All, I of course have and have had Hashimotos for many years or I would not be posting here. However, my question pertains to the use of Elderberry with Hashimotos. I've read of course the warnings that it may cause an immune overreaction, but does anyone specifically have experience taking Elderberry and having a negative reaction with their Hashi's? Most warnings on the web are theoretical, without evidence of adverse reactions.  Any user experience and insight is appreciated! 0 likes, 5 replies "
Thyroid and Parathyroid Disorders,https://patient.info/forums/discuss/problems-with-mylan-levothyroxine--682377,Problems with Mylan Levothyroxine?,"Anyone experienced joint pain and muscle weakness with Mylan medication?  I had  been taking 175 mcg from Sandoz labs for years.  Then switched insurance carrier (Kaiser) which provides Mylan levo and since then have experienced muscle cramps in legs, primarily in the hamstrings and then slowly increasing joint pain/stiffness in hip joints and knees.  Walking has become challenging.  Realized these symptoms seemed to coincide with the switch in medications. thanks, Laura 0 likes, 2 replies "
Thyroid and Parathyroid Disorders,https://patient.info/forums/discuss/could-this-be-thyroid-issues-506430,Could this be thyroid issues,"Hi all Will try and keep this very brief. Stopped smoking 'permanently' in January & since mid January or end January I developed something of a constant discomfort in my throat area of my neck. In January I had a cough, being a smoker my dr ordered a chest xray which was normal, but nothing has changed. Dr has also ordered Full bloods - normal (6 weeks ago) Lyranoscopy - normal with irritation on Lyranx & Globus diagnosis (2 weeks ago) My symptoms are ~ Heavy fullness feeling in the throat area (the area from the voicebox to the part where your collarbones meet) ~ Swallowing saliva is a discomfort on the right hand side only of the throat, like I have a deep paper cut ~ Eating solids & liquids makes it feel better to the extent of not feeling it at all ~ The felling of something trapping the back of my throat or applying constant pressure to the throat or a 'dangling' feeling at the back of the throat feeling like my windpipe is blocked. ~ No lumps or bumps present upon physical examination by ENT & GP ~ Exessive dry throat ~ Feeling of cold air sensation when breathing in shooting to the right part of my throat where this cutting feeling is. ~ Sleeping is not disturbed but when I wake it makes its horrid appearance once again, it starts of slowly then boom full on symptoms of blockage, discomfort & heaviness feeling ~ Constant swallowing I have been put on antibiotics twice with no relief, lansoprazole & omperazole - no relief & do not believe I have GORD as no heartburn, I understand you can have LPR but again no relief even when being on PPI's for a month & Gavison & Rennies! This is driving me literally insane, I know the likelihood of throat cancer is none as my scope has been done for that but now my mind is wondering to cancer of the oesophagus or thyroid. I am 35 f with no history of being a drinker, smoked for 16 years (10 a day or so), overweight  . Can someone if you can shed any light on this 'disorder of mine' My GP dismisses me to having anxiety & these are they symptoms for that she states but for me this is so REAL! 3 likes, 79 replies "
Thyroid and Parathyroid Disorders,https://patient.info/forums/discuss/overmedicated-on-thyroid-med--683202,overmedicated on thyroid med.,"hi everyone i have Graves disease and had my thyroid totally removed in 2015 everything went good but now 3 years later Im over medicated was on 150mg until july this year when my doctor told me i was over medicated and to STOP talking my medication for 6 Days  and start a lower dose the following week so i did and the following week i started 125mg then when back to doctors six weeks later and was STILL over medicated so dr. said STOP medication again for 5 days this time and start new lower dose 100mg the following week so i did that AGAIN now waiting to see if still over medicated dont go back to dr until nov . Also having chest pains muscle weakness moody cant sleep at night headache body ache NO energy and eye pain 0 likes, 3 replies "
Thyroid and Parathyroid Disorders,https://patient.info/forums/discuss/30-year-old-male-osteoporosis-pth-fluctuates--683818,30 year old male. Osteoporosis. PTH fluctuates.,"ive felt really bad for about 3 years. ive had many tests for stomach pain, headaches, fatigue and weakness. For 3 months my knee has been hurting so i had xrays. they showed osteoporosis and im being evaluated for tears etc. In april of 2017 my PTH was 42 pg/ml and as of last week my PTH is 66 pg/ml lab range is 12-76 pg/ml. I've had low vitamin d for over 2 years now even with supplementation and my calcium is always perfect. usually about 9.3. Is the large increase in PTH alarming? Its not normal to have osteoporosis at this age. 0 likes, 8 replies "
Thyroid and Parathyroid Disorders,https://patient.info/forums/discuss/question-about-returning-to-work-after-thyroid-needle-biopsy-667882,Question about returning to work after thyroid needle biopsy,"I know the Doctor or Person performing this procedure would be able to give me more specific information, but I'm asking the community for a general idea so I'll know how to schedule my work day. Back in May, I had gone to the ER for a different issue.  A CT scan was taken to diagnose the issue.  From the CT scan their was an incidental finding of a nodule on my thyroid.  It was followed up a couple weeks later with an ultrasound.  I then got a call from my PCP's office saying they wanted to do a biopsy and scheduled me for an appointment next week. As the title indicates, can I go back to work immediately after I'm released from the hospital?  While I wouldn't describe my work as strenuous, I am on my feet all day, walking around, and doing some bending and stooping. What have others experiences been? Thank you. 0 likes, 5 replies "
Thyroid and Parathyroid Disorders,https://patient.info/forums/discuss/biopsy-tomorrow-and-freaking-out-687026,Biopsy Tomorrow and Freaking Out,"I have a biopsy scheduled tomorrow on a nodule that is 1.8 cm on my .3 cm isthmus.  Can anyone relate to a nodule on your isthmus? Also, is this considered big?  I know it's solid with smooth margins and no calcification, so I'm very positive it is benign, but would this warrant an isthmusectomy? The wait is so nerve racking! 0 likes, 2 replies "
Thyroid and Parathyroid Disorders,https://patient.info/forums/discuss/thyroglossal-duct-cyst-687218,Thyroglossal Duct Cyst,"Anyone have this as an adult? 0 likes, 0 replies "
Thyroid and Parathyroid Disorders,https://patient.info/forums/discuss/possible-parathyroid-disorder-help-needed-if-possible-please--687387,POSSIBLE Parathyroid Disorder? Help needed if possible please??,"My Mother whom is 79 yrs old is suffering from Nausea and uncontrollable shaking of arms & legs. After having approx 10 blood tests since September,  and after many of the GP's saying that she should take fybogel for constipation, and then anti depressants (Good Lord), they finally said it was more than likely down to abnormally high levels of calcium leaking into her blood. We were quite relieved to have found something that finally explained the things she was experiencing. After having waited quite a long time for this diagnosis, she has JUST been referred as URGENT to an Endocrinologist Consultant. I managed to call and talk to him, and he said that although the GP's had marked her file as URGENT, after looking at her charts, he thought that the levels of calcium in her blood were NOT sufficiently high in order to cause the problems she was currently experiencing, and also that it would be approx 9 months before he saw her with an appointment. I asked to go private, BUT no private appointments!! He said we should go back to the GP's to say that it must be something else!! I find this ALL quite unbelievable, really and iF you go back to the GP's, what can you hope to accomplish, absolutely nothing but frustration, absolute frustration! Anyways, was hoping that there would be someone out there whom would be able to help in ANYWAYS as to IF my Mother could be suffering from a sort of Parathyroid Disorder, or does it sound as though this may not be the cause? ANY HELP WOULD BE MUCH APPRECIATED? Many thanks from a concerned son. 0 likes, 11 replies "
Thyroid and Parathyroid Disorders,https://patient.info/forums/discuss/enlarged-thyroid-687068,Enlarged Thyroid,"Hello Everyone, I've bee having some symptoms with my throat and have recently been diagnosed with an enlarged thyroid. I'm not sure if the symptoms are due to the thyroid being enlarged. My symptoms are: my throat feels tight, I have swollen lymph nodes, hoarse voice which gets more hoarse as I talk, sore throat and quick coughs. The symptoms have been going on for 5 weeks. Has anyone experienced these symptoms? 0 likes, 3 replies "
Thyroid and Parathyroid Disorders,https://patient.info/forums/discuss/normal-thyroid-tests-but-thyroid-hurts--681034,Normal Thyroid tests but thyroid hurts!,"Hi all, my thyroid has been swollen and hurting off and on for around 4 months. I've had it tested and the tests are all normal, and there's no nodules or anything. Wondering if anyone else has had something similar and if anyone knows what might be going on.  0 likes, 2 replies "
Thyroid and Parathyroid Disorders,https://patient.info/forums/discuss/thyroid-possible-cancer-share-your-symptoms--692550,Thyroid Possible Cancer? Share your symptoms?,"Hi Everyone, Normally, I write frequently in the GI threads and now it seems I'm back to my thyroid. First, I want to stress that we are all in control of our health. I'm struggling to type and write, as my cognitive abilities are straining, lacking. I feel as though I lost 40 IQ points in the last year. I struggle with memory, I'm very weak and extremely exhausted. I have had previous surgeries to have cysts removed. Hysterectomy at 28. Appendix at 16, Gall bladder removal at 38. which all made me very sick. Now that I'm 45, I can say I have never been so I'll. About 4 years ago, I went to the ER, as I was weak and very ill. Blood Tests confirmed mono, but I was told I had a node on my Thyroid which was very small and I shouldn't be concerned, most people have these and are fine. I was also told I had Deginerative disc disease at the same time. The Thyroid node was very concerning to me, as my mother passed away from her node, her node also metastasized into her lungs. she was scheduled for surgery to remove said node, the morning she passed away.  As you can see, the node bothered me. In the county I live in, there are only 3 Endocrinologists in my area and set up an appointment as soon as possible, which was 4 months away.  I finally went in, he performed an ultrasound and even though I stated my concerns over family history. He said there was no need to worry, no need for further testing, it was too small to remove, and so we are going to monitor ever 6 months. Each follow-up appointment, was the same discussion. No need to worry, it's growing, but growing slowly. no worries. No Testing, see you in 6 months. After my last appointment 13 months ago, he said I will see you next year. It's growing so slowly, we can now see each other once per year. After the first initial visit with the endocrinologist, I seemed to never get over mono it seemed. Constantly sick to my stomach, tachycardia episodes. Migraines, losing my vision, throbbing behind my eyes. Throbbing pain that would come and go. 6 months after meeting the Endocrinologist, started hospital stays. My triglycerides were high at 2600. My blood pressure was sky high. Potassium low, calcium high TSH 3.15. Testing was done throughout, stress tests, cardiograms, ultrasounds on my heart. I have boughts of diahrrea and constipation. Was diagnosed with IBD. Later with a hernia right side, upper stomach and hernia where my stomach is going into my lung area. Through the last 4 year's I've been treated like a hypochondriac, because I'm sick. Told I'm just depressed, side effect of IBD. All my doctors as of 6 months ago, I fired. I've started over again, but just recently because I quit my job, I'm truly I'll. Since last October, I'm on antinausea, I've lost 50 lbs and can't think my way out of a wet bag. I now have 3 golf ball size cysts on my thyroid, mid throat and under my tongue. I have a new baby cyst on my pancreas, but my Now doc says it's probably a fatty deposit, I have a small cyst in my liver and my pcp says it's probably just a blood clot. So let me get this straight. let's all assume, not eating, vomiting, Diaharrea, weakness, lethargic, extreme thirst, headaches, pain up my neck and now extends into my brain. coughing, chocking on water, I feel like I have a bone stuck on my throat. I want to stick a hanger down my throat to remove the blockage, I'm desperate for relief. I have horse voice, lose my voice and always clearing my throat, and I never ask for pain medication, because then I would be a drug attic. I did ask for prednisone but was denied. I have to have help to the bathroom, I never leave my home now and my consists of taking medicine and just keeping water down. I have another ultrasound on Thursday, but I feel like it's pointless. I'm tired of arguing with everyone. I use a walker to get around, but ready to use wheel chair full time, I'm so weak. I'm scared to death because I feel like I'm dying and I'm the only person fighting for me and now I'm too weak. my last TSH was 1.3. Any ideas? Anyone out there with thyroid cancer have the same symptoms? Anyone have any advice for me? Help! 0 likes, 4 replies "
Thyroid and Parathyroid Disorders,https://patient.info/forums/discuss/need-help-with-lab-results-689265,Need help with lab results,"Hello everyone and I'm sorry if this is a big post but these past few days I had some blood work due to my stomach issues that have been bothering me for the past 6 months ( i made another post about 2 months ago) to figure out what could be the issue and it turns out my TSH were pretty high (?). So I went to endocrinologist who told me that should have a couple more things checked. So all in all: My levels are: Tsh: 5.4 (0.35-4.20) FT 3: 3.36 (1.90-4.40 pg/ml) FT 4: 1.26 (0.93-1.71 ngram/dl) Anti TPO: <5.00 ( ❤️4 IU/ml) Anti TG: 18.46 ( <115 IU/ml) Also my cholesterol levels were a little higher than normal: 207 (max is 200) This mainly started due to high level stress and it really affected my gut. Never really had diarrhea and maybe some constipation but my bowel changes were inconsistent.I also used to have a lot of bloating which has disappeared somehow.I have also been having issues with my sleeping schedule and maybe 2-3 times a slight heartburn.Im gonna have another meeting with the endocrinologist in about 2 weeks but until then maybe someone here who has had something similar or knowledge of thyroid issues can help me understand. Thanks 0 likes, 4 replies "
