disease,postLink,postHeading,postContent
Insomnia,https://www.drugs.com/answers/is-temazepam-30-mg-at-bedtime-the-max-dose-an-md-403838.html,Is Temazepam 30 mg at bedtime the max dose an MD will prescribe?,I started out on 15 mg and was increased to 30 mg 2 months ago and now the 3o mg is no longer affective. Should I ask my MD to increase the dose or is it unusual to prescribe higher than 30 mg at bedtime? 
Pain,https://www.drugs.com/answers/naproxen-work-pain-swelling-face-due-tooth-ache-572482.html,Will naproxen work for pain & swelling to face due to tooth ache?,
Rheumatoid Arthritis,https://www.drugs.com/answers/anyone-sweating-cymbalta-duloxetine-3241433.html,Does anyone have sweating with Cymbalta (duloxetine)?,"I've been on Cymbalta for close to 2 years for musculoskeletal pain from RA and SLE. I have extreme bouts of uncontrollable sweating even after all this time. I thought it was going to be a temporary side effect that I would eventually get over. Now, here I am... 23 months later and still miserable. I imagine it is what menopause would be like. I am 37 and not near menopause according to my labs. The actual temperature has little to do with my symptoms. I would hate to have to come off of this but I can't imagine another Georgia summer this way. These episodes just come on with little to no exertion. No new meds since beginning this and jaw-clenching and sweating have been apparent since. Any suggestions? "
Rheumatoid Arthritis,https://www.drugs.com/answers/10-mg-prednisone-rest-life-body-2932264.html,"If I have to take 10 mg of prednisone for the rest of my life, what can I do to help my body?","I get severe flares. I've had them for years but over the past year I had two flares per month. Finally, the doctors told me, it is safer for me to stay on a low constant dose, than going up and down.  I tried 5 mg. And within a week got a flare. The flares feel like I got run over by a bus!! The pain surges through my joints like a raging storm. I take prednisone and it stops. Any bit of advice would help. Any!! They tried methotrexate and my right side of my face went numb!! The strange thing is, I feel my normal self on 10 mg?? "
Insomnia,https://www.drugs.com/answers/insomnia-long-lexapro-2924587.html,Does insomnia last long on lexapro?,"Hello, I currently taking Lexapro 10 mg and todayarks a week. I can see a slight improvement with my depression and anxiety. When i first started the medication it made me more depressed and anxious, but everyone said to keep taking it and stick it out. Today i see this has lofted however i am having trouble falling asleep. Does anyone know how long this typically last? I took a unisome pill which has helped me calm down but not fall asleep. "
Pain,https://www.drugs.com/answers/best-brand-for-percocet-10-325-466853.html,Best brand for Percocet 10/325 ?,I've been prescribed Percocet 10/325 for chronic pain. My question is I have to decide between Watson or Endo. Has anyone ever been given either of these two brands. Which works better? Thanks. I welcome all comments. 
Panic Disorder,https://www.drugs.com/answers/i-was-prescribed-bupropion-sr-150mg-2x-daily-411747.html,I was prescribed bupropion SR 150mg 2X daily (Generic for Wellbutrin) a week ago for anxiety. I am?,"... experiencing the most horrible side effects. It wasn't 30 minutes after I took it, I became so dizzy I couldn't get up. I have been sick to my stomach, can't eat or sleep, in a complete daze, can't remember anything, don't want to talk to anyone or do anything really. My mouth is dry, my jaws hurt from clenching them, and my ears won't stop ringing. It feels like I'm on speed and I hate it. I have a very fast heartbeat that is controlled with a beta blocker my heart still races on this. Also, I wasn't depressed before and I think it's making me depressed. It seems to be making the anxiety worse too. I know it takes time for meds to work right but I don't know how much more I can take. I can't focus or remember anything at work and I'm afraid I'm going to lose my job if it doesn't go away. I stopped taking it 2 times a day and only take it when I first get up. But the effects last all day. I have called my doctor about it but they haven't called back yet. Should I wait it out and see what happens or should I stop taking it? I have taken these types of meds before and don't ever remember feeling this bad. Please help! I feel like I'm dying! "
Rheumatoid Arthritis,https://www.drugs.com/answers/hello-everyone-diagnosed-withfibromyalgia-05-few-713634.html,What is Fibromyalgia ANA positive? Does anyone else have this?,"Hello Everyone, I was diagnosed with Fibromyalgia in '05. A few months ago, after some routine bloodwork, my results came back ANA positive. This caused even more testing for Lupus (which I have been tested twice before). Those results came back negative as with the Arthritis panel and every other test my Rheumatologists could throw at me. His final diagnosis (for now) is Fibromyalgia ANA positive.  Is there anybody else out there who's ANA positive? Can anyone define this better? All I know is Pain, Pain, Pain! "
Pain,https://www.drugs.com/answers/when-it-comes-to-promethazine-with-codiene-what-356395.html,When it comes to Promethazine with Codeine what is the difference between Qualitest and Actavis?,
Insomnia,https://www.drugs.com/answers/trazodone-stopping-ambien-starting-trazadone-1034557.html,"Trazodone - Stopping Ambien, starting Trazadone?","I have taken Ambien for about 13 or 14 years, and my doctor now wants to bring me off of it and start Trazodone. I am not happy about this. I have been up to the 12 MG tablet, now I am only using 5 MG, and will take a bit more if I am still not asleep a couple hours later. I have trouble cutting my mind off at night. I am scared not to take Ambien and not be able to sleep and be tired or fall asleep at work if I am not sleeping at night. Does anyone have an opinion of such a long history with Ambien versus starting Trazodone? Obviously, I have built up a tolerance to Ambien. "
Rheumatoid Arthritis,https://www.drugs.com/answers/good-bad-food-while-taking-methotrexate-164457.html,Good & bad food while taking methotrexate?,
Pregnancy,https://www.drugs.com/answers/2-weeks-early-period-start-taking-sugar-pills-705922.html,"I am 2 weeks early on my period, should I start taking my sugar pills ?","Last month i recieved a new dosage of birth control pills and even when i got to my sugar pills i never got my period (sexually active) I finished the pack and started a new one, im on the 2nd week now and my period is 2 weeks early, i just started today. Should i start takinq the sugar pills or continue taking my pills as usual ? i feel like if i take it earlier i will get a lonfer period which is something i DON'T want. ""/ Anyways me and my boyfriend of 2 years never use a condom, we don't think it could be pregnancy but some advice for what to do with my pills could also help (: "
Panic Disorder,https://www.drugs.com/answers/how-long-until-the-full-effects-of-cymbalta-kick-407027.html,How long until the full effects of Cymbalta kick in?,My daughter has been on 30 mgs of Cymbalta for just under 2 weeks. We are having good results but she is still having panic attacks and has to take Xanax with regards to school. Is this normal? Should her dose be upped? We are new to this (panic disorderand depression). And had tried zoloft and Prozac with no success! So I am not sure how long we are supposed to wait to see results! 
Pain,https://www.drugs.com/medical-answers/difference-between-ibuprofen-acetaminophen-3016163/,,
Panic Disorder,https://www.drugs.com/answers/you-feel-taking-40mg-fluoxetine-prozac-3364529.html,How should you feel when taking 40mg of fluoxetine (Prozac)?,I've been on generic Prozac for around 4-5 months I started with 10mg and slowly moved up to 40mg. I take it for anxiety and panic attacks yet I don't know if it's really helping. I guess my mood has gotten a bit better but still I get anxious over nothing. There's a very little difference between how I feel now vs prior to my medicines. Am I missing something here? 
Panic Disorder,https://www.drugs.com/answers/is-klonopin-pretty-much-the-same-as-xanax-384592.html,Is klonopin pretty much the same as xanax?,I'm used to taking Xanax for my panic attacks and was recently switched to Klonopin. I'm very scared to try it because I don't like the side effects that i get from meds. Every time I try something new I have panic attacks and think I'm having a bad reaction. Are they pretty much the same? 
Insomnia,https://www.drugs.com/answers/anyone-taking-trazodone-you-problems-695097.html,"Is anyone out there taking Trazodone?? Are you having problems with concentrating, memory loss,?","... inability to even spell correctly, or difficulty with asthma symtoms getting worse, or any similar side effects?? Please send me a response if you are! Also, my balance is totally off! I keep bumping into things! And I've only been on this med for two weeks!!! "
Insomnia,https://www.drugs.com/answers/started-taking-strattera-night-makes-extremely-3358037.html,"I started taking Strattera at night because it makes me extremely tired during the day, but it gives",... me insomnia at night. Anyone else have that problem? 
Insomnia,https://www.drugs.com/answers/trazodone-side-effects-wear-time-3284029.html,Do trazodone side effects wear off with time?,"Taking very low dose less than 25 mg. Initially too groggy next day so stopped. Decided to give another try due to insomnia. Also depression. Started with even lower dose, titrating up slowly. Less grogginess but after a few days less effective for sleep so kept increasing very gradually. After 10 days started getting weird, agitated, anxious, foggy (not quite groggy), almost zombie-like feelings throughout the day. Some short periods of mild dizziness. Also vacillating between days of increased agitation/anxiety/depression/lethargy, and some days of feeling modestly better - unpredictably. I've heard that many anti-depressants have similar side effects initially which wear off over time. So I decided to try to push through this period - it's now been 3 weeks and continuing (no longer increasing dose,still just under 25 mg). How much time should I give it? Any thoughts? By the way, I am very hypersensitive to anti-depressants and even supplements with anti-depressant activity, can't take them - similar side effects as described but much more intense. "
Panic Disorder,https://www.drugs.com/answers/anyone-find-prozac-made-anxious-799694.html,Did anyone find prozac made them more anxious?,"I have been suffering from anxiety and depression for 2 years now, It is driving me crazy and I would like to end it all. I have been on various anti depressants and none have worked. They just seem to make me tired. I can't eat sometimes and have lost 35 lbs. I'm a walking bone rack.The Dr gave me an RX for prozac 3 weeks ago and I had it filled but am scared to start taking it.Can anyone help me decide with their opinions. I am to start at 10 mg a day. "
Post Traumatic Stress Disorder,https://www.drugs.com/answers/2mg-klonopin-daily-doctor-wil-prescribe-longer-3311473.html,I take 2mg of Klonopin twice daily. My doctor will not prescribe them any longer?,"Will Librium keep me from withdrawals? If so, what milligram should I ask for? I have chronic panic/anxiety disorder, PTSD and depression. "
Panic Disorder,https://www.drugs.com/answers/long-propranolol-work-anxiety-2953391.html,How long does Propranolol take to work for anxiety?,I'm a 24 year old female! A few months back I had a panic attack every since then I have struggled with anxiety and worrying about every little thing! My doctor just put me on this new medication propranolol. I take 10ml 3x a day. I would like some more info about how its helped others and how long it takes to kick in? 
Insomnia,https://www.drugs.com/answers/you-overdose-takink-0-5mg-clonazepam-day-637137.html,Can you overdose takink two 0.5mg of clonazepam the same day?,i am new at taking medication 
Post Traumatic Stress Disorder,https://www.drugs.com/answers/switching-viibryd-zoloft-aniexty-depression-549218.html,Switching to viibryd and getting off of zoloft for aniexty and depression?,My doctor is tapering me off the Zoloft and putting me on viibryd. I was taking 50mg of Zoloft and now I am taking .25 mg of Zoloft and 10mg of viibryd. The Zoloft was not working for me. I am on day 3 of this taper and I can deal with the the loose stool and upset stomach but what I can't deal with is the increased aniexty. I feel like i am waiting for that panic attck to accur. I do take .25 mg of klonopin 2xaday as well but switching to the new med it doesn't seem to be helping. I am scared to be alone incase I have a panic attack. I was reluctant to switch to being with but I am wondering if it's the withdrawal of the zoloft or the the new viibryd  If anyone has gone though this process and can offer any advice please let me know in details what I should do? How long will it take to adjust to the meds again I thought because I was already on antidepressant the transition would be nothing but tonight I know differently 
Insomnia,https://www.drugs.com/answers/stopping-lexapro-5mg-after-5-days-side-effects-3492106.html,Does stopping Lexapro 5mg after 5 days cause side effects?,"I have been prescribed escitalopram (Lexapro) 5mg a week ago for depression and anxiety. After four days I had worst side effects such as insomnia, feverish, and burning sensation. I called my doctor and he told me to discontinue the drug and we can find alternatives after two weeks (he is on vacation now). I stopped after 5 days of 5mg, now the feverish burning sensation has gone. But last two days I have problem in getting good sleep, waking up in the middle of the night (though I am depressed I got at least 6 hrs sleep before drug), and also lack of appetite. Are these withdrawal effects? "
Insomnia,https://www.drugs.com/answers/anyone-drink-alcohol-taking-5-htp-3255331.html,Does anyone drink alcohol while taking 5-HTP?,"I have drunk mostly organic red wine every evening for more than 20 years, but feel pretty awful drinking it since I began taking 5-HTP @ 50-100 mg per day. Note that my dose is part of a nutritional formulation that includes GABA, Passion flower and linden flowers. I also take a purple mushroom medley, plus cat's claw with maitake and inositol. Cutting back and n the wine would be good, as I feel agitated sometimes and very foggy, if I drink within the 5 hour period recommended to wait before touching alcohol. 5-HTP is used to wean alcoholics off the beverages, so I must be creating issues for myself by drinking at all. "
Insomnia,https://www.drugs.com/answers/melatonin-time-release-5-mg-melatonin-time-3202712.html,"Melatonin Time Release - I took 5 mg Melatonin Time,release yesterday am on other?","... medications,as,well and,slept good but is 5 mg too much because I slept all day today wanting to sleep is that,a side,effect or the,dose is too much? "
Insomnia,https://www.drugs.com/answers/what-is-the-best-way-to-taper-off-20mg-a-day-of-478050.html,What is the best way to taper off 20mg a day of Celexa?,"I've been on 20 mg a day of Celexa for 6 months now for mild post-partum anxiety/insomnia. I feel like I've had things under control now for the last 4 months. I was not a fan of taking meds but I did what I had to do to get better. I haven't been closely monitored as I was prescribed the medicine by my nurse practitioner at my ob/gyn and haven't had any follow up appointments. But I am handling everything so much better. I'm back at work and I sleep great at night. I don't have any of the issues I had while I was on maternity leave. I feel like I want to get off of taking Celexa. I have no history of anxiety or depression disorders. What's the best way to come off Celexa? I've read not to quit cold turkey, but how do I wean off 20 mg? "
Insomnia,https://www.drugs.com/answers/how-long-before-trazodone-works-190804.html,How long before Trazodone works?,"My doctor prescribed Trazodone for insomnia. I tried it for the first time last night (100 mg), and absolutely could not fall asleep. I was sleepy, and my eyelids were heavy, but I could not sleep. Will this get better in time, or should I stop using it? "
Insomnia,https://www.drugs.com/answers/gabapentin-days-vivid-nightmares-wake-3373584.html,I am on gabapentin for the last two days I have had the most vivid nightmares I’ve ever had I wake,I’ve been on gabapentin for two days and I am experiencing the worst vivid nightmares I’ve ever had I wake up and I’m not even awake I’m just in another dream almost having trouble distinguishing from being awake to the dream is anybody else experiencing this does it subside thank you 
Insomnia,https://www.drugs.com/answers/gabapentin-restless-leg-syndrome-driving-crazy-671909.html,Gabapentin - Restless leg syndrome driving me up crazy!! Help please!?,"I have read other reviews saying that gabapentin has been a lifesaver for a lot of ppl with this horrible ailment. I have a script at 300 mg , I have taken 2 so far and my legs are still going crazy and I am going insane, should I take a higher dosage for it to be more effective? I work at 5 am every morning so this drives me nuts!! I need my rest bc I work nights too. Anyone have any advice ? Thank you in advance!!! "
Pain,https://www.drugs.com/answers/advil-ibuprofen-inflammation-comment-serious-2649778.html,"Is Advil better than ibuprofen for inflammation, please comment, in serious need?","I recently was in a minor car accident, my shoulder has been hurting for 22 days now. It often goes right below my shoulder towards my inner arm. Some days im in excruciating pain. It comes and goes, several times a day. Or stays for about an hour or two. I won't go more than 2-3 days without feeling some kind of pain. I see a chiropractor 3 times a week, and he will not prescribe any pain meds or for inflammation either. Some one mentioned to me that my pain may be caused because it could be inflamed, I am going to try it and see if it works. my question is how long and what dosage should I take ? And which one Advil or ibuprofen?. I heard that those two are for inflammation. I'm not asking dosage for pain, ONLY INFLAMMATION PURPOSE ONLY.  ex) 3× a day for 10 days. Thank you "
Pain,https://www.drugs.com/answers/pepto-bismol-long-pepto-bismol-work-away-stomach-2596330.html,How long does it take for Pepto-Bismol to work and does it take away all the stomach pain?,... pain 
Pain,https://www.drugs.com/answers/how-do-i-find-a-pain-management-doctor-who-will-492737.html,How do I find a pain management doctor who will prescribe opoids when other methods are unsuccessful,"Other methods have been tried - corticosteroid injections and now they will attempt a nerve block. I just sent a message to my doctor to get the details regarding this. My insurance (MediCare/MediCal) limits things like acupuncture for pain management so I am concerned because my current pain management physician as well as my primary care physician do not want me to continue on morphine (60mg every 12 hours) and oxycodone (10mg twice per day) but, if the other methods are not successful I think I should be able to continue on these pain meds which do work. A friend of mine who is a pharmacist and also suffers from RA and has had extensive experience in the pain management arena confirmed the above as an acceptable thing to do but I am feeling unsure as to how to find, ie. what questions or what to say when I call looking for a pain management physician who is open to prescribing opoids on a long term basis for a patient when everything else has been tried. "
Pregnancy,https://www.drugs.com/answers/pre-ejaculation-make-her-pregnant-782889.html,Will pre-ejaculation make her pregnant?,I am jst18 now and my girl is 19 we few days before we had meet each other and we had sex 3times on that single day. The first and second time were quite safe sex but at the third time my condom broke up and but i have a guarntee that i dint ejaculated completly. But some of my pre-ejaculation was left into her vagina i told her to wash that with water and she did it but still i am totaly afraid that she will get pregnant she is also stressed out please help me .. Will she get pregnant. And it was my 3rd time the same day so was that pre-ejaculation dangereous . Please help me experts please.. 
Pain,https://www.drugs.com/answers/1-50mg-tramadol-1-500-mg-tylenol-2678890.html,Can I take 1 50mg tramadol with 1 500 MG Tylenol?,I take 2 50 MG tramadol for pain daily at the same time somewhere I heard Tylenol with it increases it's effectiveness 
Insomnia,https://www.drugs.com/answers/trazodone-safe-elderly-dementia-patient-anxiety-739303.html,Is trazodone safe for elderly dementia patient? does it help with anxiety?,"My mom is 96years old and in a wheelchair. She is very unhappy with her life in a nursing home. She has high anxiety and extreme nervous energy and is bored, but nursing home activities do not interest her nor television. Can Trazodone help with all this along with helping her to sleep? She is verbal in a loud way and I'm afraid we might b asked to leave. Help. "
Insomnia,https://www.drugs.com/answers/dr-told-valerian-root-benzos-withdarwls-meds-712711.html,My dr. told me that Valerian root would help me with my benzos withdarwls & not having my meds?,I was told to go to a pharamacy and ask for valerian root which Dr. Mattewson said it would help me about my xanax situation. I've been on xaxax for 20 yrs and that's the only meds that help me with my bipolar & epilisey and he aint helped me out any all in the way i know whats best for me. I need help really bad I think of hurting myself or someone AND THIS IS NO JOKE!!! I need someone to talk to me. 
Insomnia,https://www.drugs.com/answers/trazodone-how-long-until-i-feel-normal-512500.html,Trazodone - How long until I feel normal?,I have been prescribed Trazodone to help treat my insomnia. It works about 50% of the time to help me fall asleep. The worst side effect I have while taking it is feeling like an absolute zombie the next day. Does that go away? Will ever wake up and feel refreshed? 
Panic Disorder,https://www.drugs.com/answers/ativan-citalopram-655899.html,Ativan + Citalopram?,"Hi, I have been taking Ativan .5mg. twice a day for about two weeks now and was recently given Citalopram 10mg for depression, severe anxiety/panic attacks. I was wondering if I could take both the Ativan and Citalopram at the same time? I have this phobia that its going to make my heart stop or that i'm going to stop breathing. I am 26 years old. I hate medication, I am very afraid of taking multiple medications, and scared of the side effects.. Someone please help... "
Rheumatoid Arthritis,https://www.drugs.com/answers/71-eliquis-anti-inflammatories-3263251.html,At 71 on Eliquis. Can I use any anti inflammatories?,..inflammatory arthritis as well as A Fib and pacemaker for Sick Sinus Syndrome. 
Rheumatoid Arthritis,https://www.drugs.com/answers/meloxicam-helping-pain-knee-15mg-884005.html,"Meloxicam 15 mg - Not helping pain in knee, Why?","Dr put me on meloxicam as he thinks I have rhumatoid arthritis of knee but the pain is unbearable. I had an xray and its definitely arthritis. Waiting for MRI now. I'm also on BuTrans 30mg, pregablin 200mg mornings and 300mg at night as I also have fibro and S1/L5 can anyone help or advise please? "
Pregnancy,https://www.drugs.com/answers/strange-spotting-inconsistent-birth-control-749094.html,"Strange spotting, inconsistent birth control -- could I be pregnant?","I started taking Jolivette (the mini-pill) in February. I would occasionally have some breakthrough bleeding if I didn't take it at the correct time. From about June 18-25th(ish) I had just finished with school, was sleeping in late, took my pill at the wrong time for a few days in a row, and experienced a lot of breakthrough bleeding. I also missed a pill somewhere in there and took two the next day. I was having regular intercourse with my boyfriend during that time. I broke up with my boyfriend on June 29 (the last time I had intercourse), and a day or two later about two days spotting, just consistent light barely-there bleeding, which I have literally never experienced before in my life, on the pill or off of it. I panicked and took a pregnancy test on July 2nd, which was negative. I thought I was free and clear, I stopped taking the mini-pill on July 3rd (mid-pack, which I know is bad... ) and haven't had sex since then. I still thought the spotting was weird, and my friend says since the spotting occurred about a day after the last time I had sex, it could have been implementation blood. I don't know super well how BC works -- could I be pregnant? Should I take another test? "
Pain,https://www.drugs.com/answers/lortab-10-500-what-is-stronger-a-m366-lortab-or-a-404583.html,Lortab 10/500 - What is stronger a m366 lortab or a m358 lortab?,
Pain,https://www.drugs.com/answers/butrans-patch-5-10-20-mcg-hour-7-day-patch-343950.html,"Butrans Patch 5,10,20 mcg/hour 7 Day patch?","On July 1st this year purdue pharmcy has released a new Buprenorphine Transdermal system patch,my pain specialist was thinking about prescribing it to me instead of oxys for pain,a person is supposed to keep the patch on for 7 days and then change it.i told her that id rather stick to the oxys,she told me most pain specialists are going to be switching there patients from painkiller pills to this patch,i have taken oxys once in the last 9 days,the major part of my withdrawl is gone so im debating whether to just try the patch.anywz have any of u guys heard about this new patch? "
Pain,https://www.drugs.com/answers/oxycontin-vs-morphine-sulfate-485854.html,Oxycontin vs morphine sulfate?,"I've been taking oxycontine 40mg 2x a day for about 6 months for severe pain and they aren't working anymore .So, my doctor wrote a perscription for morphine sulfate er 40mg 2x a day .Is this equal or is there a percentage from one to the other ?? I know there isn't a 40 mg .They either come 15,30,60,100,200 what would the equal be ?? "
Panic Disorder,https://www.drugs.com/answers/anyone-accidentally-double-dose-cymbalta-240mg-958033.html,Has anyone accidentally taken a double dose of Cymbalta? I took 240mg yesterday!?,"My normal dose is 120mg. That is down from 180mg. I called poison control and they were not concerned. Neither were the paramedics today after my extremely severe panic attack. I thought I was dying! Could these two be related? cymbalta also interacts with my maxalt, Zofran, celebrex, armoire thyroid, zanaflex, Percocet, and fiorcet. None of my doctors seem worried. I'm taking it for chronic pain and fibromyalgia. I am considering going down to 60mg as studies show no significant improvement when the dosage is increased above 60mg. Any insight or suggestions? "
Rheumatoid Arthritis,https://www.drugs.com/answers/oxycodone-arthritis-taking-oxycodone-15-mg-break-647188.html,"Oxycodone and arthritis, been taking oxycodone 15 mg for break through pain, my question is?","why doesn't it help arthritis? This drug WORKS but will not help arthritis pain. I also take morphine sulfate 15 mg er every 12 hours. My pm told me not to use ibuprofen for it, which I don't understand because it's not a narcotic. I have to wait to take the morphine because it's not time for it. My elbow is in a flare. Any suggestions? "
Rheumatoid Arthritis,https://www.drugs.com/answers/enbrel-shots-make-you-put-weight-571919.html,Do Enbrel shots make you put on weight?,Am about to be put on Enbrel shots for RA & am concerned about weight. 
Panic Disorder,https://www.drugs.com/answers/propranolol-inderal-long-term-effects-2884775.html,Propranolol - Inderal: Long Term Use Effects?,"I am considering starting inderal for my anxiety/occasional panic, but as an educated consumer, I would like to know about the long term effects of others' who have taken it. Can you share your experience... what you may know? Any feedback would be greatly appreciated! "
Pain,https://www.drugs.com/answers/gabapentin-lyrica-base-drug-698106.html,Are Gabapentin and Lyrica the same base drug?,Someone mentioned that in a Gabapentin thread and its got me wondering now. 
Pain,https://www.drugs.com/answers/long-naproxen-work-pain-660442.html,How long should it take for naproxen to work for pain?,
Pregnancy,https://www.drugs.com/answers/nordette-effective-unprotected-sex-1283142.html,Is Nordette effective for unprotected sex?,"Hi. My boyfriend and I had unprotected sex last July 26, at around 4:30 pm, but we made sure that his penis was dry without pre-ejaculation/ pre-cum. Then we used the withdrawal method, meaning when he felt like ejaculating, he removed his penis from my vagina and jerked himself off so he could ejaculate away from my vagina. So he did not ejaculate inside me. After 9-10 hours of having unprotected sex, at around 2am, I took 4 pills of Nordette as emergency contraceptive pills. Then after 12 hours, at around 1:40 pm, I took the second dosage/ 4 more pills of Nordette so that I won't get pregnant. Am I safe from getting pregnant? Is Nordette really effective? I usually have protected sex/ use a condom, this is the first time I had unprotected sex so I promise I will not have unprotected sex again until I get married. I also do not want to get pregnant yet so I need to make sure that Nordette is effective and safe. I have already also felt the side effects of Nordette, like nausea, headaches, cramps, and the feeling of wanting to vomit. "
Rheumatoid Arthritis,https://www.drugs.com/answers/tylenol-morning-8-hrs-aleve-arthritis-3057159.html,Can I take Tylenol in the morning and 8 hrs later take Aleve for arthritis?,I have major arthritis and lots of pain. I want to know can I take Tylenol 8 hrs pill daytime and Aleve pm after that at night. 
Rheumatoid Arthritis,https://www.drugs.com/answers/capsaicin-0-15-arthritis-pain-severe-burning-3000394.html,I used capsaicin 0.15% for arthritis pain and having SEVERE burning. what do I do to relieve the pa?,
Rheumatoid Arthritis,https://www.drugs.com/answers/omeprazole-decrease-bone-mass-637263.html,Does Omeprazole cause a decrease in bone mass?,A couple of my co-workers used to take Omeprazole and stopped because they were told it leads to issues with there bones/arthritis. 
Panic Disorder,https://www.drugs.com/answers/equivalent-2mg-klopin-xanax-3350682.html,What is the equivalent of a. 2mg Klonopin? Is it the same as a Xanax?,
Panic Disorder,https://www.drugs.com/answers/what-can-my-primary-care-doctor-prescribe-me-for-102238.html,What can my doctor prescribe me for anxiety / panic attacks?,"I am going numb head to toe sometimes, heart rate is very high all the time, i get really sweaty, high blood pressure, shortness of breath, hands get very shaky, loss of strength, nervous all the time, weird feelings in the middle of my chest all the time like butterflies, and sometime sharp pains. "
Pain,https://www.drugs.com/answers/vitamin-deficiency-recently-tested-vitamin-levels-606696.html,"Vitamin D Deficiency - Hi, I was recently tested for Vitamin D and my levels are 5 Ng/ml. I have?","... consistent pain in my legs and everyday there is a different part where the pain comes up. I also feel that I am not able to think clearly and concentrate on my work. I have been taking 50,000 IU D3 for the last 2 weeks and have seen no improvement. Should I take time off from work, would that help in recovery? "
Insomnia,https://www.drugs.com/answers/generic-ambien-284626.html,Generic Ambien available?,Is there a generic available for the drug Ambien? 
Pain,https://www.drugs.com/answers/propofol-burn-bad-injected-766102.html,Why does Propofol burn SO bad when injected?,"I went for a colonoscopy yesterday. All I can remember is screaming because of the horrific pain at the Propofol insertion site. The Dr. Told me there would be "" a little burning""! Had I not fallen asleep I would have pulled the line out. I am not a baby with no pain tolerance, but this was unbelievable!!! I need to go for more surgery and almost want to cancel because of only ?30-40 seconds of barbaric pain. Actually I am embarrassed for screaming like that but I couldn't help it. Anyone experience this, or know why it would have been so bad?? Thank you "
Pregnancy,https://www.drugs.com/answers/girl-pregnant-day-1-2-after-her-period-she-864391.html,How likely is it that a girl can get pregnant day 1 or 2 after her period if she is on the pill?,"We had sex, I used a condom and the condom appeared to work, after I ejeculated in the condom I pulled it out, she wanted to go again so then I got a fresh condom and put it on, but noticed that i got small amount of something sticky on my one finger and that finger touched the outside of the condom which was put back in her, then I couldn't perform for very long 2-3 min and then I pull all out and went to wash up and dispose of the condoms and wrapper.  She say's she's on the pill, she just ended her bleeding part part of the cycle and today she started week 1 of new pill pack, she claims to have been on the pill without missing for about 7 months.  What the odds that she might get pregnant? I have heard several things and want someone that actually knows.  Please help me answer this question. "
Rheumatoid Arthritis,https://www.drugs.com/answers/800mg-advil-tylenol-arthritis-time-2491209.html,Can I take 800mg Advil and tylenol arthritis at the same time?,I have to take the Advil for lower back pain. However it don't help with arthritis in my hips. If I can't take together is there a time frame which I can take both 
Rheumatoid Arthritis,https://www.drugs.com/answers/cyclobenzaprine-flexeril-anti-inflammatory-1237477.html,Cyclobenzaprine - does flexeril have anti inflammatory properties?,
Pain,https://www.drugs.com/answers/fibromyalgia-help-im-in-so-much-pain-i-just-cant-368353.html,Fibromyalgia - HELP... Im in so much pain I just can't take it anymore. I was diagnosed with Fibro.?,"... about 9-10 months ago. I have been in pain for the last two years, but didnt wanna sound like a Baby to my Dr. Finally went in and this is what they said I had. I have been on Tramadol, Cymbalta, Gabapentin, Cyclobenziprein. Sorry for the spelling, but you get it. Nothing has really worked. My doctor keeps telling me hang in there, ya well It's getting old and I need here to do something. I'm a pretty tough girl and I can't even hold back the tears it hurt's so bad. Im always craby, can't sleep and I am missing way to much work. What works for you? How do I get through to my doctor? Im a mom of two kids and can't really do much with them because of the pain... HELP "
Rheumatoid Arthritis,https://www.drugs.com/answers/experience-tradol-difficult-match-anti-834417.html,I have had experience that tradol is difficult to match with anti-depressants. Is this an issue?,When my Dr. looked for an anxiety script for me. It seemed that Tramadol was the issue in his prescribing one. As of yet it has not been done. Would it be better to be off one to get the other. I have severe pain and nerve damage causing chronic pain. I just had a long 15 + years of opioid use that I took myself away from. Not easy. Thank God I found a DR. who would prescribe Tramadol with surprise that I was not seeking the other. What is out there to deal with both? 
Rheumatoid Arthritis,https://www.drugs.com/answers/unsafe-robaxin-norco-752053.html,Why is it unsafe to take Robaxin and Norco?,"I take Norco on a daily basis for Spinal Arthritis, lower back pain, and sever leg pain. While at the ER they prescribed for me to take Robaxin. It has been a life saver. But my Primary Care Dr. says she will not prescribe it for me. I have not been able to talk to her to find out why. Can you help me? "
Rheumatoid Arthritis,https://www.drugs.com/answers/bad-drug-stop-pain-relief-mental-relief-makes-697540.html,"As bad as this drug is to stop, the pain relief and mental relief is what makes it hard to stop?",I'm wd from tramadol right now it's been about 3 yrs since I've stopped and I decided to stop ct! The mental pain that I'm having seems to be out weighing my physical agony! Why would my pain medicine affect my mental well being!! Please help me understand this 
Insomnia,https://www.drugs.com/answers/lunesta-you-horrible-taste-mouth-623117.html,I just took Lunesta. How do you get the horrible taste out of your mouth???,
