disease,postLink,postHeading,postContent,postTags
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/7502/hiv-transmission-risk-after-sniffing-smelling-inhaling-potentially-infected-bodily-fluids,Hiv transmission risk after sniffing/smelling/inhaling potentially infected bodily fluids?,"Hello Please can you advise me of any risk that may be associated with Hiv transmission in the following situation. During the course of my work i had contact with a heavy intravenous drug user. I opened a vessel of unknown fluid that looked clear in appearance and had a very strong unpleasant smell. The fluid belonged to this individual. I took a sniff of this fluid which almost choked me. I've become worried that this fluid was a bodily fluid, and because of the person's drug usage that he could have Hiv. Please can you advise if smelling a bodily fluid of any type could cause the individual to catch hiv?? My nose was about an inch from the bottle and No fluid enter the nostril, just the air and the extremely pungent smell.   Also could you please clarify the following to two questions for my education and for future reference. 1) if an hiv infected individual was to deposit there infected blood/urine or other bodily fluid straight into an empty bottle and it be screw capped closed, would the virus survive and still be transmittable? Would this act like a syringe barrel and be air tight? 2) using the above scenario, if someone were to then open the bottle and sniff/smell/inhale the contents, are they at risk of infection of hiv? Is the virus airborne and particles breathed in to the blood stream?","Risk Factors , Possible Exposure"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/7619/did-i-mess-up-my-oraquick-test,did i mess up my oraquick test?,"I had relations with some South Korean prostitutes back in July 2016. Ever since then I sometimes cough up clear fluid. I took a oraquick test in January 2017 and it was negative, but I accidentally touched the test stick with my hand. Is it still accurate?",
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/7668/hiv-negative,Hiv negative?,Please let me know if my test results are conclusive. I had a condom withdrawal issue that resulted in the condom hanging out of the girls vagina. I heard its a risk if my penis touched the vaginal during withdrawal/slip. I tested 6 months out and also had the girl tested with 4th gen duo antigen test. Both negative. Am i conclusively negative? Any further testing needed? Thank you.,Possible Exposure
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/7801/counterfeit-condom,counterfeit condom,"Please help, after having protected sex with a csw, i realized the condom might be counterfeit. Lifestyle condoms say they dont make green condoms with no reservoir tip. The condom didnt break but im afraid it didnt proctect. It shouldnt be lambskin but what else could it be? I didnt see traces of semen seeping through the condom but im not sure if anything got inside the condom during penetration. Please help. Am i at risk?",
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/7742/oral-and-foreplay,oral and foreplay,"So I'm a straight married male and about 3 weeks ago I went out with a buddy that is gay and is hiv positive, he has had it for about 10 years and is undetectable, so long story short we got intoxicated and I got a little curious so we started to mess around, he rimmed my *** for a little bit and gave me oral for a few min, I also gave him oral but it was protected with a condom. He also fingered my *** for a bit. We did French kiss for literally like 5 sec, I have been worried sick even since that night that I could have gotten hiv from this activity. I felt like I played it very safe that night but I'm still worried. We tried to have sex with him being th top he was not able to get hard due to all the alcohol and he was wearing a condom the whole time. So basically he gave me unprotected oral for a few min I gave him protected oral and we kissed and I was fingered am I safe to say I was not at risk? Also I had a small canker sore on my lip that almost healed. But there was never any Precum or semen in my mouth just his penis with a condom on. he did rub his penis against my anus but that was while he had a condom on. like i said earlier he was not hard enough for penetration, also he never ejaculated. i recently took a oraquick hiv at home test at 5 weeks and it was negative. im not sure if im in the clear or do i need to wait longer and test again. from what i read it seems like i didnt need to get tested, but i did anyways cause i was so stressed.","Risk Factors , Possible Exposure , Home Testing Kits"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/7738/hiv-risk,HIV risk,I was at a friends house whose sister had been a drug user. She hugged me. I noticed she had some scabs and pimples that had scabbed over. If one of them touched my eye during the hug could I get infected. If there were small amounts of blood on the pimples scabs or skins that I didn't notice and it got in my eye could that infect me. Or because it was outside the body would it be no infective.,Possible Exposure
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/7739/still-worried,Still worried,"Dear Doctors, More than 6 months ago I had a possible HIV exposure. According to the tests, I am not infected (5, 12, 22, 26 weeks, negative). I am asking you what are the odds that the results to be false negative? Can the co-infection with other STI or HCV delay beyond 6 months the seroconversion? What other medical conditions can do that? I am not on drugs, I am not aware of any immune condition. I had an undetectable result by RT-PCR HIV 1 RNA at 52 day after the moment of risk. I had a lot of symptoms that people associate with ARS. It is possible a wrong manipulation of the blood samples or wrong settings of the kit to lead to false negative results? Thank you!","Risk Factors , Possible Exposure , Symptoms"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/8269/hiv-from-rubbish-bin,HIV from rubbish bin?,"Hello! So basically I went to Costco for shopping and ate some sandwiches and then I threw my trash in a rubbish bin with swinging cover. Of course, my hand touch the cover. I did not wash my hands afterwards. After driving home for like 30 minutes, I rested for few minutes and took some cookie with my bare hands. I mean, if someone with HIV touched the lid just before me and I also touched it and touched and ate a cookie with my unwashed hands, can you get HIV this way? Thank you.",Possible Exposure
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/56000/ureteral-duplication,Ureteral duplication,I have two ureters on one kidney and has caused recurrent utis and now blood I’m my urine often.,
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/2625/genetics-and-type-2-diabetes,"""Genetics"" and Type 2 Diabetes","In the closing scene of the best picture sleeper of 2016, ""Hell or High Water"", the bank robber explains to the old, retired law man why he did it, ""...I've been poor my whole life... ...My parents...Their parents before them... It's (being poor) like a disease. Passing from generation to generation. Becomes a sickness; That's what it is. Affects every person you know... ...But, not my boys!"" Everybody, here, talks of how Type 2 Diabetes has a ""genetic"" component that essentially assumes, no matter how we live our lives, if diabetes runs-in-the-family, there's not much you can do. It's a ""done deal""... That's a bunch of horse****!!!!! This was written a while back, here. A visitor scolding me for responding to her request for help (for her mom): ""...Have you encountered any prediabetes/diabetes person who doesn't express their wish to eat sweet snacks often?????...  I am asking for expert advice and knowledge!!!! Not this *** sort!!!!..."" My response to this is clear. Her mother is slowly, methodically realizing that Type 2 Diabetes can be ""reversed"" through preventative healthcare measures...eat real food, daily exercise, more rest, less drugs and far less sugar. A diet rich in processed foods and sugary drinks is behind the T2 Diabetes epidemic taking place, now... Please read the following articles: 1. ""Sugar-Sweetened Beverages: Over time, too much liquid sugar can lead to serious diseases"" ( ...Liquid sugar, such as in sodas, energy drinks and sports drinks, is the leading single source of added sugar in the American diet, representing 36% of the added sugar we consume...)      2. ""Hidden in Plain Sight: Added sugar is hiding in 74% of packaged foods (""...manufacturers add sugar to 74% of packaged foods sold in supermarkets. So, even if you skip dessert, you may still be consuming more added sugar than is recommended..."")      3. ""Too Much Can Make Us Sick: Eating too much added sugar doesn't just expand our waistlines"" (""...scientists are focusing on a common set of underlying metabolic issues that raise people's risk for chronic disease. It turns out that the long-term overconsumption of added sugars is linked to many of these dysfunctions...) Here's the bottomline: Until food manufacturers stop dumping sugar into their foods and beverages, there will be no end, in sight, of obesity, heart disease, cancer and Type 2 diabetes. The numbers stricken by these conditions will continue to soar. The key incentive for everyone who has Type 2 Diabetes is to ""show"" your children (and your children's children), that there's no freakin' ""genetic"" component to this disease, passed on from ""generation-to-generation"". Our kids eat sugar because that's what we eat. And, that's what our parents ate before us...  Type 2 Diabetes is a ""lifestyle"" disease. If you don't want your kids and grandkids to get this disease, change your damn lifestyle. Remember the movie. ""Not my kids!""",
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/7689/i-am-sure-i-am-infected,I am sure I am infected.,"Dear doctor,I had protected sex with a female csw 27 months ago and condom remained intact till the end.Later I knew that she was positive.I have had all classic ars from 5 th week like 4 swollen lymph nodes in neck,muscle pain,nausea,loose stool,white tongue,dizziness etc.At present I am suffering from ,clubbing nail,swollen lymph nodes, peripheral neuropathy burning in feet comes and go,loose stool,recurrent painless ulcer in mouth,white tongue,extreme diziness due to consistent low blood pressure and fatiguee.I have tested negative after 91 days with rapid test,152 days with 3rd generation elisa and 194 days with rapid test(.All of the tests were only antibody test not duo .I have also tested negative for vdrl,hepb and hep c.All of the tests were antibody test not duo. Now all of my symptoms are pointing towards HIV.I have heard there was a record of seronegative infection.My recent scary symptoms are cough,feeling something stuck in my throat,heartburn and chest pain.Today I saw some blood in my saliva.No cough.I think this is esophagitus which occurs in the very late stage.Maybe I am in the end of the roap.Your help will be appreciated.What can I do now?",
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/33225/hiv-negative-at-12-weeks-87-days-but-developed-what-looks-like-folliculitis,Hiv Negative at 12 weeks(87 days) but developed what looks like folliculitis,"I'm a 26 yo male who received oral and protected vaginal sex about 13 weeks ago with someone who's status I do not know. The first condom fell off but I saw it right away and put on another. I tested negative for HIV at 16 days with a 4th gen lab test, negative again at 9 weeks with Oraquick home testing kit, negative again at 10 weeks with a 4th gen lab test, and negative again at over 12 weeks (87 days) with a rapid test. I'm concerned though because I developed what looks like folliculitis on my chest at around 10-11 weeks and I never had this before. Should I trust my negative tests? Is folliculitis now indicative of anything? I was really stressed/anxious around that timeframe, could that have caused it? I'm really trying to put this behind me since it's been 12 weeks and I'm negative but this rash is kinda scary(like 7-10 red pimple size bumps on chest","Symptoms , Diagnosis"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/33097/test,Test,"I lost my virginity in 2015 to a girl I was dating at the time. Not knowing her status, we had unprotected sex only 1 time and she also gave me head. I had no symptoms that I can remember after that happened. I’m only asking now because I see people talk about aids and HIV in movies and it started to make me worry so I thought I would ask. Am I most likely at risk? Should I worry??","Risk Factors , Living & Managing , Possible Exposure , Symptoms , Treatment , Diagnosis"
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/2663/keep-or-repeal-obamacare-share-your-thoughts,Keep or Repeal Obamacare? Share Your Thoughts,"""Currently about 20 million people get insurance through Obamacare, which guarantees coverage for services like preventive care but has been plagued with increases in premium costs. A recent WebMD survey found that most consumers wanted the law or parts of the law to remain, although not without changes."" We asked some people to share their views of the law and how any changes will affect them. Here's what they said:    What are your thoughts?",
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/56025/kidney-stones,Kidney stones,Hey everyone! I went to the emergency room and found out I have kidney stones and they gave me medicine. How many days should I wait until I go back if it keeps hurting?,
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/56869/creatine-level-1-67-bun-14,Creatine level 1.67. Bun 14.,Just wondering if this is bad. Creatine 1.65. Bun 14. I had not been feeling well days leading up to my blood draw. So i had not eaten in 3 days. Was drinking ensure and water when i could.,Kidney Disease
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/56871/cystoscopy-post-op---blood-in-urine,cystoscopy post op - blood in urine,I was hoping someone could help. Yesterday I had a cystoscopy at the hospital. When I was released they told me to expect light pink blood in the urine for 3 to 5 days. Today I am noticing considerdable more blood and its dark pink to light red. Which is concerning me since they said only light pink is to be expected. I called my doctor today and he never returned my call and then I called the doctor on duty number for concerns and they also have not answered me. I really don't want to go to the emergency room but nervous to leave this go all weekend. Any advice or do you think it would be ok to leave go? Thanks for your time,
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/54638/stomach-pain-kidney-stones,"Stomach pain, kidney stones??","Hi! So, every once and a while it is completely random I will get this pain in my stomach. It is to the right of my belly button right outside of where my abs would end. So the Middle section of the right side of my stomach. The pain is very random, I will notice a weird tight feeling where it is and then if I even go to scratch my stomach or something I will feel like I am getting stabbed with a knife in that spot. I do feel a little bump when I push around which does hurt alot and then after I find the little bump the pain increases size and will persistently hurt for about an hour or so. This is totally random and it has been coming and going for the past 6 months. Any idea what this is or if it might be something my body is doing after eating certain foods? or cyst?","Kidney Stones , Kidney Cyst , Kidney Failure , Kidney Disease"
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/61839/kidney-issues,Kidney issues.,Retaining water in legs and ankles. Was at one time having cheat pains and heart palpitations. Blood work 2 months ago. Glucose was kinda high. All blood work pertaining to kidneys were normal. This was june.. There is a growth on both kidneys. Told there were no changes months back. Now i am retaining water and urinating less. I do take hydrochlorothiaze and lisonipril. Thyroid is enlarged but was told thyroid test like tfree were finally stable.. Blood pressure high at times and low at times. Normal as well. I get dizzy at times. Upon standing or moving my head quickly.. I am nervous and afraid could someone give me some feedback.. Thanks.,
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/64563/best-medication-for-kidney-stones,Best Medication for Kidney Stones,"I have had frequent kidney stones over the past 4 years. With the first stone, the ER doctor prescribed percocet and Flomax, which seemed to work well. With subsequent kidney stones I visited my primary care physician and / or urologist for medication. It seems I was never prescribed the same thing twice. My question is, what is the best medication to take when passing a kidney stone?  I have the following prescriptions at home from previous kidney stones or other procedures. Please let me know if any of these would be good to take. I am trying to avoid another useless visit to the urologist. Lortab 5mg Flexeril Tordol Flomax Naproxen 500mg Thanks for any recommendations.",Kidney Stones
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/63680/my-3rd-transplant,My 3rd transplant,"I was born with a congenital kidney deffect that caused reflux neuropathy. I had reconstructive surgery in 1963 at NIH in bethesda, Maryland to repair the damage done by severe infections since birth. They now do this in utero! So I kept my native kidneys untill 1987 when my sister donated her kidney in my first living related kidney transplant.  That kidney failed in 1999 when my secord sister donated her kidney that I currently have today. 18 years later I am now loosing this kidney. I am preparing to go on the cadaver list and looking at transplant centers where I live in Washington, DC. NIH told my parents I wouldn't live to be 13. I'm 59! I had hoped by now they will have cloned kidneys. Unfortunately I am preparing for dialysis! I have lots of experience being a kidney disease patient! So please share your stories with me and tell me yours!","Dialysis , Kidney Failure , Kidney Disease"
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/56990/from-gross-hematuria-to-cystoscope-to-wtf,From gross Hematuria to cystoscope to wtf?,"Ok, so gross Hematuria.... only once. No pain, no problems. Went to doctors, sent me to urologist. Booked me in for cystoscopy under a general as I had hypospadias when I was younger...... anyway.Had ct scan.... never heard back from anyone about ct scan? (Assuming was clear!)On the morning of surgery (Wednesday) the surgeon said a lump on kidney was found on ct. they will see what the lump is via the camera...when I woke I was told, the tubes from kidney to bladder was too small and they have put a stent in....Wtf?... why wasn't I informed about the ct? I didn't have any pains or discomfort before operation. Now it's just horrible I don't want to go to toilet. The pain is unreal.... after the burning,when urinating. Then comes an intense pain up your back. Almost like pulling a muscle or trapped nerve. It has eased up a little. My urine is red then brown then normal. I get spasms, Odd feeling around my chest.... and I was feeling normal Tuesday. I can't do all the normal things I did. Worried about going back to work. Was intending to go back to work Friday. But got the hassle of having to take holiday so I get paid. And the more exercise I do, the more I will bleed....? Why the hell did I bother going for op. I was fine before.Why so much lack of communication with me?... I now have to have chest ct scan?... and go though all the pain again when I heal.I just want to know what's happening?Is this lump likely to be a stone? Why would he say lump, not stone?Would a stone look completely different to a tumour/lump on ct scans?I need more information before I lose the plot. Can anyone tell me what it's likely to be?","Kidney Stones , Kidney Cyst , Kidney Failure , Kidney Disease"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/6371/very-very-scared,very very scared,"Gail,I had protected sex with a female csw 29 months ago and condom remained intact till the end.I assume that was a cheap quality condom but definitely latex.Later I knew that she was positive.I have had all classic ars from 5 th week like 4 swollen lymph nodes in neck,muscle pain,nausea,loose stool,dry skin,white tongue,dizziness etc.At present I am suffering from ,clubbing nail,4-5 swollen lymph nodes in neck,dry skin,dandruff, peripheral neuropathy burning in feet comes and go,loose stool,recurrent painless ulcer in mouth,white tongue,extreme diziness due to consistent low blood pressure and fatiguee.My recent symptoms are pain in chest,difficulty of swallowing and weight loosing.Which is the indication of full blown aids.But doctor said it's not esophageal thrush and said it's an allergic reaction.I have tested negative after 91 days with HIV 1/2 (immunochromatographic test),152 days with 3rd generation elisa and 194 days with HIV1/2 immunochromatographic test(.All of the tests were only antibody test not duo .I have also tested negative for vdrl,hepb and hep c.All of the tests were antibody test not duo. Now all of my symptoms are pointing towards HIV,What can I do now?Please don't ban me.The problem is not phsycological this is real problem.Please help me.",
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/7041/hiv-risk-from-spot-in-canned-drinks,HIV risk from spot in canned  drinks?,"Hi! Basically, I visited a friend in a hospital. I then got thirsty and decided to buy a fruit juice in can in one of the convenience stores inside the hospital. After I took one can in the fridge, I noticed a small reddish spot on top of the can. I just casually wiped the spot with facial tissue and drank the juice. Afterwards, I realized if what if the spot was blood and since the hospital admits HIV positive patients, some HIV could have been into it and since I only wiped the spot, some of the HIV could have entered my mouth. I mean, can I get HIV this way? Do I need testing based on the circumstances? Thank you",Possible Exposure
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/7121/nipple-sucking-with-trace-blood-present,Nipple Sucking with Trace Blood Present,"Hey all, Yesterday, while I was making love with my boyfriend, I started to suck his nipples. Some time later, after I had tasted blood in my mouth, I stopped sucking, then I saw a little bit of blood on his nipple too -like a drop or maybe less. I went to the washroom and washed my mouth with an antiseptic soap. Then I realized that my lips were cracked, so it might be my blood either. But I am not that sure, that is why I am asking. Is tasting the blood while sucking nipples can cause an HIV infection? I don't know his HIV status, but he stated that he has never engaged in unprotected anal before -but has done unprotected orals. Thanks for you replies Best,","Risk Factors , Possible Exposure"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/7256/hiv-risk-from-the-dirty-hands,HIV risk from the 'dirty' hands?,"Hi! I went to an all male spa for a massage. I understand that there are more gay men frequenting the place and probably some of them may be HIV positive. We'll during this time, I dropped my wallet in the floor of the receiving area where I saw some clients sitting. I mean after, I dropped my wallet and picked it up, I was offered a drink which I took and drank. We'll..is it possible to acquire HIV if something from the floor got in contact with the wallet, then gor in contact with my hands which then got in contact with my mouth when I drank the water? I mean can the virus transfer from the floor to my wallet to my hands then to my mouth? Thank you.",Possible Exposure
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/6895/fear-of-hiv,Fear of HIV,"Hello. 25 days ago I visited a sex massage parlor and popped a pimple with a towel. As I was receiving a massage prone, the sex worker was rubbing her vagina against my lower back(away from the pimple; she promised to avoid it) and smearing the fluids and oil with her hands. Later, I turned on my back and exposed the pimple to the towel and, perhaps, bed. There was no penetration. My fears are: (1)that the blood from the pimple might have run down my back and come in contact with her vaginal fluids, (2)that I might have exposed the pimple to the parts of the towel soaked with her vaginal fluids, and (3)the fact I noticed a rash on her neck. Soon, I started experiencing symptoms. Days 1-8: general itch, headache, throbbing in the ears. Days 8-25: fever(max 100F); frequent watery diarrhea; faint runny nose, sore throat, and dry cough; faint rash on trunk. Diarrhea(somewhat manageable with solid, dry food) and sore throat(worsened) persist. I've done a blood test for several parameters on day 22: CMV - negative, EBV - negative, QFever - negative, CRP - normal. I'll do a combo test on day 28. What is the risk of my contracting HIV in light of this description? What else could cause such symptoms? Any help would be appreciated.","Risk Factors , Possible Exposure , Symptoms"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/6698/what-does-exposed-to-herpes-mean,What does exposed to herpes mean?,"I took a full std screening, and today they called and let me know that my results show that I have recently been exposed to the herpes virus but they cannot tell which one. What does this mean?","Risk Factors , Possible Exposure , Treatment , Diagnosis"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/7523/increased-risk-of-aids-stds-from-trimix-use,Increased risk of AIDS/STDs from Trimix use,"I was wondering if the risk of contracting AIDS or any other STD is increased when using Trimix injections. By the very nature of the injection process, there will be a tiny hole/wound in the penis during sex, even if there has been no bleeding. More specifically: 1. Is there an increased risk during unprotected oral sex (i.e. fellatio without a condom)? 2. Is there an increased risk during protected (i.e. using a condom) penetrative sex? Thank you!",
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/7253/worried-mom,Worried Mom,"My son bit his tongue very bad at a baseball practice...he was bleeding a lot. Someone used a water bottle that had been half drank by someone else to rinse the blood out of his mouth. Because someone elses saliva could have potentially been swished into his open wounds, could he be at risk for catching any diseases?",Possible Exposure
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/7302/are-my-tests-100-conclusive,are my tests 100% conclusive,I had a exposure about half an year ago and have gotten tested multiple times. there was a condom that broke with a csw. and one time there was menstrual blood on condom but no penetration. i have tested with the following: 1)alere determine antibody/antigen duo test@ 6 weeks negative 2)oraquick at home oral swab @ 3 months negative 3)alere determine antibody/antigen duo test @ 11 months 4)insti rapid test at 60 secs 4th gen @ 11 months 5)insti rapid test at 60 secs 4th gen @ 11 months 6)oraquick finger prick test @ 11months are my tests conclusive? as i have tested a few times all at 11 months.,Possible Exposure
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/6773/hiv-risk-from-sniffing-smelling,Hiv risk from sniffing/smelling,"Hi Please can you advise me of any risk that may be associated with Hiv transmission in the following situation. During the course of my work i had contact with a heavy intravenous drug user. I opened a vessel of unknown fluid that looked clear in appearance and had a very strong unpleasant smell. The fluid belonged to this individual. I took a sniff of this fluid which almost choked me. I've become worried that this fluid was a bodily fluid, and because of the person's drug usage that he could have Hiv. Please can you advise if smelling a bodily fluid of any type could cause an individual to catch hiv?? My nose was about an inch from the bottle and No fluid enter the nostril, just the air and the extremely pungent smell. It's possible that the fluid was ammonia used for his drug preparation, that's what he intimated but I cannot confirm this and hence my worry. Aside from the above question, are you able to answer the following in as much detail as your professional knowledge allows? 1) if an hiv infected individual was to deposit there infected blood/urine or other bodily fluid straight into an empty bottle and it be screw capped closed, would the virus survive and still be transmittable? Would this act like a syringe barrel and be air tight? 2) using the above scenario, if someone were to then open the bottle and sniff/smell/inhale the contents, are they at risk of infection. Is the virus airborne and particles be breathed in to the blood stream?","Risk Factors , Possible Exposure"
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/3312/news-flash-slim-but-sedentary----prediabetes-risk-may-rise,News Flash: Slim But Sedentary -- Prediabetes Risk May Rise,"""Inactivity is associated with greater risk of prediabetes, even for healthy-weight adults, a new study finds. University of Florida researchers said the finding may help explain why up to one-third of slim American adults have prediabetes -- elevated blood sugar but not full-blown diabetes."" You can read more here:    I know that there have been similar discussions related to this topic on the board before. What are your thoughts on the findings of this new study? Does it surprise you? Or does it confirm what you already believed?",
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/3430/news-flash-diabetes-may-be-a-pancreatic-cancer-warning-sign,News Flash: Diabetes May Be a Pancreatic Cancer Warning Sign,"""Diabetes could be an early sign of pancreatic cancer, new research suggests. A presentation to the European Cancer Congress in Amsterdam reports that 50% of people in two sample groups who had been diagnosed with pancreatic cancer had been diagnosed with type 2 diabetes in the previous year and been given their first medication to control it."" You can read more here:    What are your thoughts?",Type 2 Diabetes
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/38358/credible-methods-to-help-move-stuck-kidney-stones,Credible methods to help move stuck kidney stones,"I have a 4 mm stone stuck at the top of the ureter. My next MD appointment is in 3 weeks. In the interim I wish to do all I can to possibly get the KS unstuck. So, I drink a lot of water each day. I see many articles and utube videos making claims for the effectiveness of drinking a daily mixture of fresh lemon juice mixed with olive oil, or combinations of herbs. etc. Most of these information sources come from outside of recognized professional settings. My question is - are there any methods beyond hydration that have some possible effectiveness. JM  Boston, MA",Kidney Stones
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/33924/anxiety-or-something-more,Anxiety or something more?,"I had protected insertive sex with another male about 9 weeks ago. It was protected with lube that I believe was the appropriate kind (I did not see the bottle) and, to my knowledge, the condom did not break. A couple of days later, I had pain in my testicles and penis shaft. This got better but was followed by a brief sore throat. That got better but then I had a minor rash under my arms. It cleared on its own but was followed with some pain in my underarm and neck lymph node and I have one enlarged lymph node in my neck. I tested with an OraQuick home test at 3 weeks. It was negative. I repeated a lab 4th gen test looking for antigens and antibodies at 5 weeks. It was negative. I repeated an OraQuick test at 7.5 weeks. Also, negative.  Can I trust these results? Should I continue to be concerned about symptoms even though they seem to come and go and have never been at the same time. This encounter was outside of my happy marriage and I feel extremely guilty. So, I’m afraid that it might be health anxiety. Any guidance?","Possible Exposure , Symptoms , Home Testing Kits"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/34052/possible-exposure,Possible exposure,"I have sex with a prostitue 4 days ago.i practice safe sex but i forgot to check condom.After i finished and pull it off in bath room i did it with my bare hand,i am so drank i forgot to wash my hand properly and i started to bath.I know HIV virus can't penetrate mucosal membrane but i have pile and i am afraid it may be a route for the virus to enter my body.So i have tenvir em stat dose after 16 hours of exposure and start 28 days PEP after 35 hours of exposure.What is the chance of getting the virus?Can i have some answer thanks a lot","Possible Exposure , Treatment"
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/62993/in-stage-3a-kidney-disease-on-diuretics-and-diabetic,"In stage 3a kidney disease, on diuretics and diabetic","I am in stage 3a kidney failure and diabetic, on diuretics. What can I expect next?",Kidney Failure
Kidney Disorders,https://messageboards.webmd.com/health-conditions/f/kidney-disorders/79070/grateful,grateful,"God is be really good to me in my life, before people said there is no cure for Herpes, but today many people have now believe that there is a cure FOR HERPES can be cured through Africans root and herbs, our great doctors have finally found the cure of Herpes, many have get cured with the help of a great spell caster known as Dr.usman he's the one of the great spell herbal doctor in Africa and he has the cure on this disease H.P.V/TYPE 4 TYPE 1 TYPE 8 AND TYPE 10. TYPE 913, human papilomavirus, genital warts, herpes, syphilis, cancer, hepatitis a b and c. high blood pressures, body disease, diabetics, epilepsy, HIV aids, pregnancy,ALS and parkinsons disease many difference kinds of diseases, last month he share is Herbal medicine in some medical hospital and now he is well recognize as one of the best spell caster in Africa, you don't have to be sad any more or share your tears any more on this disease when the cure have already be found. in 2009 the total number of people living with H.P.V was 13.8 million but today the total number is now 2.0 million, if you want to get in touch with him in private contact him on his whatsapp No.+2348064080208,or Email:dr.usmanspellcaster@gmail.com","Kidney Stones , Dialysis , Kidney Cyst , Kidney Failure , Kidney Disease"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/87446/hiv-from-needle,Hiv from needle,"As i got bitten by unknown insect,I went to see doctor to get TT injection.after consulting the doctor,I went to the nurse room to get injection.when she was filling the syringe with medicine,the patient who got injected before me paid for her injection with the hand which she rubbed her needle injection site and nurse collected the currency note while having my syringe in her hand.while doing so,that currency note rubbed the needle. Another thing is the trash bin which is placed to dispose the used syringe is overflowing,so the nurse after injection,she placed the syringe after capping it in vertical position in the trash bin in the place available in the trash bin.so, while doing so she may touched other syringes in the trash bin. Patient may have her blood from rubbing her needle injection site and nurse may have residues of blood from touching other syringes in the trash bin. as that currency note was touched by both nurse and the previous patient and that currency note touched the needle before it is injected into me.so,can this transmit hiv to me?",
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/87436/should-i-be-worried,Should I be worried?,"Recently, I’ve noticed some weird things going on with my health. I have what I think are canker sores on my gums, a fever that seems constant (but not too severe), nausea and dizziness on-and-off. I’m slightly concerned that it might be something bad like HIV (which would be bad because if I have it I’ve probably already spread it), or maybe something else. Any second opinions? Thanks","Possible Exposure , Symptoms"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/6000/probability-of-hiv-infection,Probability of HIV infection,"I had sex 7 months ago with girl who may have HIV, I used condom during vaginal sex then girl started to give me oral sex when i was wearing condom for like 1 minute, then she removed condom and gave me oral sex without condom. I am worring if some HIV came to condom to her mouth when she was giving me oral, then she transvered it to my penis when she was giving me oral without condom? Is that possible that HIV was transvered that way?","Risk Factors , Possible Exposure"
