disease,postLink,postHeading,postContent
Major Depressive Disorder,https://www.drugs.com/answers/150-mg-effexor-along-klonopin-doctor-raise-225-3478935.html,I am currently on 150mg of Effexor along with Klonopin. My doctor wants to raise to 225mg.,I have MDD with a ton of anxiety. Third recurrent episode that has lasted two years . Can I please have all success stories of people who have responded well to high doses of Effexor? I could really use some uplifting. 
Major Depressive Disorder,https://www.drugs.com/answers/latuda-eat-very-days-time-food-2922712.html,"Latuda - I don't eat very much in a days time as it is, do I really have to take it that much food ?","I've had bipolar 2 for many many years I've checked myself into the hospital at least once a year in fear I might try to harm myself I'm on lamictal prozac zanix , I've tried others almost everything I have other mental disorders as well, geadon gave me long QT syndrome and 7 heart attacks so I have to be careful in what I can take. I've been on this 20mg for 4 days and today I have been so angry and mean I want to break something, is that part of a side effect? I'm tired of feeling sad and worthless, I can't leave the house unless it's too the Dr. I have no desire to do anything. For the last 6 months I wake up angry that I even woke up I want to die during the night. It would take to much room to list all the things wrong with me and all the meds I've been on. Please somebody tell me is this medication going to help? Are the side effects to bad ? I just want to feel normal to laugh to smile to not just sit in this same corner all day. Desperately seeking advice . "
Major Depressive Disorder,https://www.drugs.com/answers/5mg-abilify-make-you-anixious-hyper-2354254.html,Should 5mg of Abilify make you More anixious and hyper?,"I have Depression and Anxiety. I take 200mg of generic Zoloft and 2mg of generic Klonopin. My doc just added 5mg of Abilify and I have been Extremely energetic, too talkative, and a have lost my temper a few times since starting the Ability. I have been on it for just a week, I lower the dose to half (2.5) and I feel more in control. Has anyone had this experience and/or have any thoughts about it? "
Major Depressive Disorder,https://www.drugs.com/answers/escitalopram-over-initial-anxiety-feeling-scared-3451901.html,Escitalopram - How to get over the initial anxiety and feeling of being scared to start a new?,... medication 
Major Depressive Disorder,https://www.drugs.com/answers/feel-horrible-prozac-increase-40mg-3451517.html,I feel horrible with the Prozac increase to 40mg?,"I have a history of mdd,and now pmdd. My Dr. increased my meds to 30 mg about a month ago and it was okay at first then didn’t seem to be helping. About two days ago she increased to 40 mg and I feel like crap. I’m extremely restless, anxious, down, and would probably be better off on the lower dose any experiences or input would be helpful. I feel like I’m going to collapse with all this "
Major Depressive Disorder,https://www.drugs.com/answers/bumped-225mg-effexor-xr-feeling-weird-3394991.html,Just bumped up to 225mg of Effexor XR and feeling weird?,My pdoc upped my Effexor ER from 150mg once a day to 225mg once a day. I also take 300mg Wellbutrin XL at the same time in the morning. Today was my first day of the higher Effexor dose and my hands were shaking so badly I had to take 0.5 klonopin and 900mg Gabapentin. I feel better now and quite cheerful but I am freaking out that 225mg might be too high of a dose especially since I am taking it with Wellbutrin. I wonder what that combo is doing to my nervous system. I realize it will take weeks to see if it works... we have to find a solution to help me out of this major depressive episode so if I have to follow this protocol. Anyone have experience with this? Anyone on both these meds? Please let me know how it is working for you. I have bipolar 2 but also major depressive episodes. I take lithium and seroquel at night for that. Thank you!!! 
Major Depressive Disorder,https://www.drugs.com/answers/switch-celexa-lexapro-2455152.html,How do I switch from my Celexa to my Lexapro?,Hello everyone! I am taking Celexa now and have went from 20 mg to 10 mg the last few days. I am unsure how long to taper off of my Celexa. I have my Lexapro on hand and I'm not sure how/when to start taking it. Has anyone out there made this switch before? I really need advice please. I have been on Lexapro before and it worked wonders. Lexapro works great with the GAD (General Anxiety Disorder) and that's why I want to start taking it again... Can someone please help!! (: 
Major Depressive Disorder,https://www.drugs.com/answers/lamictal-wired-25mg-tired-50mg-3394150.html,Lamictal wired on 25mg and tired on 50mg?,"Just started generic lamictal. Took for two weeks on 25mg. Took it in the evening. I had trouble sleeping at night and felt it did not make me tired. Switched to morning with my Zoloft and Doc upped it to 50 mg and told her I take in the morning. So now, I am so tired I can't stay awake. Will this side effect wear off? Or should I switch back to evening time to take? "
Major Depressive Disorder,https://www.drugs.com/answers/paxil-users-week-1-2-10mg-day-15-today-started-3460131.html,"Paxil users please help. Week 1&2 10mg, on day 15 today and started 20mg?","For the last 11 years I have dealt with persistent all over body pains, then 3 years ago poor memory and difficulty concentrating set in. Thousands of dollars in CT and MRI testing including an angiogram showed little reason for my pain. In the past I've tried Lexapro and cymbalta which did nothing for me. Wellbutrin made me extremely agitated.  I am so emotionally and physically tired I went to see my doctor and she prescribed paxil. I am feeling like my sanity is being tested. In some ways I feel more alert and focused then all of a sudden I feel like I wish I would die.  I'm scared and feel hopeless at times that I won't get better. Apart from mild to moderate cervical facet arthrosis I can only conclude it must be anxiety or depression leading me down this path. That's why I went back to my doctor for help and am now on paxil. I keep telling myself that the nausea, sweaty hands and feet, is normal and will go away but I'm fearful I'm losing my mind. The pain is of secondary importance for me as I can live with that if need be. The mental and emotional aspect is what concerns me immensely. I hope paxil will help me regain mental clarity.  I feel shaky as I write this and difficulty coming up with the right words to describe how I'm feeling. My brain feels numb! Is this normal?  I'm wondering if this long term pain issue is what caused my depression or if the depression/ anxiety is what's caused my body pains. The fact that my mind is faltering is of even more concern. I'm desperate for relief! Any insight would be greatly appreciated. I want my mind back! Anyone have a similar story? Please help "
Major Depressive Disorder,https://www.drugs.com/answers/long-cymbalta-leave-system-3034501.html,How long will it take for the Cymbalta to leave my system?,"... For the better part of 30 years, I have suffered from depression. In 2009, I was involved in a very serious auto accident that left my body broken and my brain damaged. About 2 months after my accident I had a mental breakdown and found myself in the local mental health facility, where I was prescribed Cymbalta.   Within a few weeks I started to feel “normal” for the first time in my life. I was having some side effects but was assured that once the medicine was well into my system the side effects would abate. The vomiting started before I left the hospital and has not stopped for 6 years. As did the bladder irritation. Why did I keep taking it? Well, another Psychiatrist told me that the continued vomiting could not possibly be from the Cymbalta it must be from my head injury and the pills were increased. I saw an urologist that said my bladder irritation was interstitial cystitis and gave me yet another pill that made me even sicker so I stopped taking it.  Four years ago I woke up to welts all over my hands that didn’t go away for some time so back to the doctor I went. I was then sent to a rheumatologist that for a year suspected Lupus, for the next year it was RA, then just to make sure she covered her bases she suspected HAE. This whole time the welts are getting worse and again the Cymbalta was increased to help with my constant joint and muscle pain.  In October of 2014 I forgot to take my Cymbalta for 3 or 4 days which sent me down a deep hole and a half of a bottle of muscle relaxers.  It was recently brought to my attention that Cymbalta causes giant hives and severe vomiting (even after six years). Now I am 5 days off and I feel like electrodes are connected to me, I cannot stop crying, and I have wet my pants two times today but hey I haven’t puked!!!   I guess feeling “normal” just wasn’t in the cards for me because thanks to whomever is to blame I will never take even an aspirin after this! "
Major Depressive Disorder,https://www.drugs.com/answers/scared-start-abilify-3374344.html,Scared to start Abilify!,I've had anxiety for years but nothing too out of control. Lately it has been way worse to where I barely leave the house which has caused some depression and was diagnosed with GAD and MDD. Doctor thinks I have mild bipolar tendencies as well. Took Lexapro for 2 days and had a mental breakdown. Panic attacks and derealization was insane. Almost went to the er 100 times. Doctor gave me 2 MG Abilify to start tonight and I'm scared now to take anything. Anyone's experience (bad or good) is greatly appreciated. 
Major Depressive Disorder,https://www.drugs.com/answers/escitalopram-lexapro-working-time-3309669.html,Escitalopram /Lexapro working time?,"Hello, I've been suffering with depression for many years and have been taking escitalopram (Lexapro) 20mg for pretty much all that time. At the start of this year along with seeing a therapist I felt I would try to ween myself off them gradually. Initially I felt fine and felt no ill affects. But after a few months and down to 5mg in hindsight I had begun to just muddle through. By the time I was pretty much off them it was the start of a two week holiday from work, which was started off by me having a major panic attack and and a flood of the depression coming back at full force. I was tearful, couldn't sleep or eat. I couldn't see my doctor as it was the weekend so i went to the hospital who in seeing me put me started me back on the same tablets. I then went to see my own doctor on the Monday. In discussion with him, he feels I can't regulate my own serotonin levels and I should stay on the medicines longer. That he understands me trying to come off the medication but if it works for now then why risk coming off. That there are far more toxic medications out there that people have to take for the rest of there life. While I was still just raking 5mg we planned for me to slowly increase my dosage over the next few weeks back up to 20mg. He reluctantly gave me diazepam to help if and when I needed it. I gradually started to feel better over the weeks and returned to work after my holiday. It was only until last week on my second week of 20mg that I then started to spiral back down again. My appetite has gone and I feel terrible. Endless negative thoughts/ panic!! I can't remember if this is normal while the meds get back into your system or if they aren't working. Does anyone have an idea? Sorry for the lengthy message "
Major Depressive Disorder,https://www.drugs.com/answers/started-viibryd-nausea-subside-3269782.html,Just started Viibryd.. Does the nausea subside?,"First few days on Viibryd felt euphoric, now on my 1st day on 20mg and the nausea is unbearable. I eat a nice meal before taking it but no resolve. I'm chewing tums back to back but no relief. Also the euphoria is gone and I feel no positive results anymore, just dizziness, nausea, and a bit of aggravation. I've been on Prozac, Lamictal, Wellbutrin, Lexapro, Paxil, Effexor, Ability etc.. My diagnosis is Major Depressive Disorder, Anxiety, and Adhd.. This journey simply feels like it's draining me.. I haven't been working because of all of the symptoms/side effects of these diagnosis. My kids are suffering because of my lack of income.. I'm truly tired* Sorry for the mouthful of info.. I just felt compelled to vent and be honest.. "
Major Depressive Disorder,https://www.drugs.com/answers/doctor-diagnosed-lexapro-depression-trouble-adhd-3254456.html,"Doctor diagnosed Lexapro for depression. I also have had trouble with ADHD, what should I tell doc?","About me: I'm an 18 y/o male, 5ft 9in 155lb give or take a few So the first time I saw my doctor just over a month ago we discussed my concerns and how I had been feeling. He came to the conclusion that the best bet would be to prescribe me Lexapro at 20mg(mom and dad both diagnosed/prescribed same); 1 every night with dinner. I also brought up how my ADHD tendencies have progressively worsened over the past 2 1/2 years and that was the reason why my mom wanted me to go see him. I first mentioned ADHD at a physical well over 2 years ago but didn't go through with the papers because we were having money and insurance issues. I then explained the ADHD tendencies myself and those around me have all noticed and he said lets take it one medication at a time which I respected since it was the first time being diagnosed and treated for anything really. I am becoming concerned with how much these tendencies are controlling my everyday life and just need a little advice on what to say to him and how to go about it when i go in on the 17th. "
Major Depressive Disorder,https://www.drugs.com/answers/viibryd-honest-answers-needed-3212505.html,Viibryd - Honest answers needed?,"Hello! I just recently saw a psychiatrist for the first time and she recommended I take Viibryd and wean off of the Sertraline I have been on for years. I have been diagnosed with MDD and major anxiety. I am still in the first week of the 10 mg sample pack, but I have a ton of anxiety since starting it, more than I had before. Does this subdue after a while? I have also been prescribed some Xanax but I don't want to depend on that as a crutch. Are the long term benefits of Viibryd worth it? Also, it is INCREDIBLY expensive even after insurance so I am wrestling with that fact as well. Thank you for any info! "
Major Depressive Disorder,https://www.drugs.com/answers/unbearable-terrifying-panic-3471554.html,Please help. Unbearable and terrifying panic???,"I’ve been on Lexapro for about a month exactly at this point. The first couple weeks were incredibly rough, the third had its ups and downs, and for the past week I had been doing incredibly, incredibly well for the first time in so long. I was so happy. I was getting exercise, I felt mysef again. It felt so wonderful. It was warm and sunny outside most days, I was having fun with my friends and my love without a hint of panic. Then last night I was thrust, without warning, into the worst panic attack I can say I’ve ever had. It was predominantly physical, but I couldn’t get out of my head. All the breathing, walking, etc. in the world couldn’t help. I took a Xanax and that just made me tired in the middle of it even though Xanax has previously helped with my panic attacks. It was wretched, horrible, unbearable, terrifying... there are no words to describe but if you’ve experienced it, you know. I woke up today feeling a bit better but still wildly on-edge and scared of experiencing it again. Now I’m having another, less severe panic attacks. When my panic attacks start they don’t end for a very very very long time. I took another Xanax. Please help. I can’t stop crying. I’m so scared. I’m so frustrated. I’m so so so terrified and I am in complete agony. What do I do??? "
Major Depressive Disorder,https://www.drugs.com/answers/advice-wellbutrin-3465369.html,Help/Advice with Wellbutrin?,"I was recently diagnosed with BPD2. Before this, I was diagnosed as depressed and was given every SSRI in the book, none which helped. For my BP diagnosis I first was on Lamictal and had horrible aggression, irritation, and scary thoughts. We then moved me to gabapentin. With this drug I couldn't sleep (still cant), would feel almost ""high"" and dizzy. One night I had this vision (i was awake) of my skin being really hot and melting off me,which put me in a panic and made me immediately stop the drug. I now am stuck trying to find something that will work. I had been told a little bit on Wellbutrin and I wanted to reach out to get honest opinions on this drug for BP depression with the occasional anxiety. I have an appointment with my specialist in Thursday and I would like to bring it up. "
Major Depressive Disorder,https://www.drugs.com/answers/viibryd-concerns-bad-bruising-suicidal-panicking-2920535.html,"Viibryd concerns. Bad bruising, suicidal, panicking?","hey everyone , I'm new here and I'm feeling very lost. I am dealing with major depressive disorder and severe social anxiety .. I tried to call my psychiatrist but haven't gotten a call back:  I had titrated to 40mg of Viibryd a month ago. I have been on the 40mg dose now for about two or three weeks. While titrating I experienced no side effects at all and I felt great! now a week ago I had dropped to a major depressive episode, crying all day long at every little thing and experiencing detachment and suicidal thoughts. I am also bruising all over the place. my anxiety is back to how it had been, keeping me from leaving my house, and even taking a lot for me to write here. I had also started throwing and have diarrhea . now the throwing up could be related to my acid reflux , though I'm on medicine for that and hadn't had a problem until now.. I take Viibryd in the morning with breakfast.  i know that it takes 8 weeks, but I want to stop this now. I have been on the 40 for only a week less than a month .. Viibryd all together almost two months. I know it's not recommended to stop without your doctor but I can't get a hold of mine. I guess because it's the weekend I feel absolutely bottomed out . it's affecting my school , which I take online, and my life in general I am not sure if the bruising is due to the Viibryd but they're random otherwise and have no reason to be there. I can't shake this feeling of being constantly overwhelmed and wanting to give up and shallow breathing. like a constant panic anyone have any recommendations ? has anyone had any success with their social anxiety with another medication ?    I had been reading about drugs that are most successful, though I don't know how dated the information was, and it listed Xanax , klonopin, as well as atenolol? and maois.. prior Viibryd I tried brintellix which was another I felt great on for the first week, had new energy, but then couldn't get out of bed due to extreme fatigue. "
Major Depressive Disorder,https://www.drugs.com/answers/anyone-trintellix-stopped-side-effects-reasons-3459250.html,Has anyone taken Trintellix and stopped because of side effects or for other reasons?,My doctor says she has many patients taking it with good results. I just wanted to hear from someone here about their experience with it? I know it doesn't have a generic so it can be quite expensive... 
Major Depressive Disorder,https://www.drugs.com/answers/depression-best-time-best-advice-taking-viibryd-3457891.html,Depression - When is the best time and best advice on taking Viibryd 20mg?,"My doctor recommended I cut the 20mg tabs in half to start with, however she did not give a recommendation on what time of day to take it, only to take with a large meal.  I have other medication I take every morning which must be taken on an empty stomach. I usually don’t eat a large meal until dinner.  Has anyone had success with Viibryd, and if so any recommendations on time of day to take it?  I have just come off Lexapro which I took before bed. For the past two years I’ve had extremely bad SAD in the summer months, which nearly required hospitalization. I’ve had little success with most SSRI’s.  I’ve read the mixed reviews for Viibryd, but I also am heterozygous for the C677T polymorphism in the MTHFR gene and saw some reviews that were positive for Viibryd with this genotype. Viibryd came up in my GeneSight test as an antidepressant in my “green” column, along with Pristiq, Fetzima, and Emsam.  We chose Viibryd because it is the least expensive of all those recommendations with the manufacturers discount card. Our insurance will not cover any of the meds in my “green “ column. I’ve been prescribed 10mg adderall for treatment resistant depression, however I find that this doesn’t always help consistently. I also take .2mg clonidine and 2mg Xanax at night for sleep as I have had a lifelong sleep disorder. I am also a chronic pain patient and take 1.5 10/325 Norco in the PM.  I take Vitamin D3/k2, curcumin, methylfolate, and do not drink caffeine or alcohol because of gastritis from NSAIDS and steroids. Any advice or recommendations would be appreciated. It seems like every day I wake up not knowing what type of mood I will get (I’m not irritable or sad, just flat). I’m 52 and also on HRT every seven weeks (estradiol and testosterone pellets).  Thank you so much. "
Major Depressive Disorder,https://www.drugs.com/answers/possible-wellbutrin-stop-working-1110947.html,Is it possible for Wellbutrin to stop working?,I have so much trouble with trying ssri's that I am fearful that my wellbutrin has quit. Any advice on which med to try? 
Major Depressive Disorder,https://www.drugs.com/answers/split-lexapro-dose-3464557.html,Should I split my Lexapro dose?,"I’m currently on Lexapro 10 mg daily, and it will have been 1 week tomorrow. I’m getting pretty bad anxiety in the mornings, at night, and whenever I’m in a car or out in public. I’ve been taking my 10 mg at night right before I go to bed for the past few days. Would splitting my dose 5 mg morning/early afternoon and 5 mg before sleep help? Or should I take the full 10 mg early afternoon? Would splitting the dose help with the anxiety?  Thank you, Nat "
Major Depressive Disorder,https://www.drugs.com/answers/time-night-you-rexulti-3435388.html,What time at night do you take your Rexulti?,"I've been on 0.5mg of Rexulti for 3 days for MDD. I was told to take it ""before bed"". The 1st night I took it at 8pm and was up until 5am, which is very unusual for me. The last 2 nights, I have taken it at 6pm and although it's made me a little drowsy, I've still not been able to fall asleep until between 3:30-4am. I know insomnia is a possible side effect. I'm hoping it will wear off. For those who take it at night/before bed, how long before bed do you take it? If it has caused insomnia, did it eventually wear off? "
Major Depressive Disorder,https://www.drugs.com/answers/trintellix-taking-brintellix-2-weeks-side-effects-3417646.html,Trintellix - I was taking Brintellix for almost 2 weeks but the side effects such as muscle weakness,"... and (for want of a better phrase) Brain Fog and tiredness were so overwhelming and so I decided to stop taking them. The dosage was 5 mg and was supposed to be increased after 1 week but I told my GP that I don't want to take them anymore. I still feel unwell even though it has been almost 1 week since I stopped taking Brintellix. I feel fatigued and my stomach feels unsettled. I suffer from depression and anxiety disorder and Brintellix was prescribed to help me cope with depression and anxiety. I, however, found that my depression and anxiety got worse rather than better because of the symptoms. My GP doesn't know what to do to help me because I have tried most medication and I tend to get similar side effects after taking them. I would appreciate any feedback from fellow users of Brintellix. Thank you "
Major Depressive Disorder,https://www.drugs.com/answers/escitalopram-similar-citalopram-3148862.html,Is escitalopram too similar to citalopram?,"Just wondering if you have been treated very well with citalopram, can escitalopram be a good choice? I've heard people say they are effectively the same thing but then others have said it is different enough to still be of benefit. I spoke to a pdoc who seemed to think they were different but just wondered what the general consensus is? "
Major Depressive Disorder,https://www.drugs.com/answers/lexapro-2-1-2-months-10mgs-18-days-ago-2977271.html,I have been on Lexapro for 2 1/2 months and just now am getting to 10mgs about 18 days ago. Should?,"I be getting relief by now or is it because I was on 2.5, 5, 7.5 mgs for a while 1st. I just want to know when enough is enough and it is time to change meds. I have some days that are just amazing and most others are horrible. Any help would be great "
Major Depressive Disorder,https://www.drugs.com/answers/brintellix-taking-medication-lexapro-effexor-2634347.html,"Brintellix - I'm considering taking this medication. I've tried Lexapro, Effexor, and Remeron with?",... either bad or 
Major Depressive Disorder,https://www.drugs.com/answers/anyone-brintellix-bad-dreams-stuffy-nose-2366289.html,Does anyone on Brintellix have bad dreams or stuffy nose?,I started on 5mg of Brintellix and since have had a stuffy nose contiuously. That was over 3 weeks ago. Then I started having bad dreams like one where I die or me and my husband divorce one it was 9/11 and I was in one of the WTC buildings as they fell! I'm afraid to sleep! My dr increased it to 10mg and it's helping for my depression but the stuffy nose and bad dream are hell. Also very hard to wake-up and I have a little bit loss of balance at times. The nausea can get real bad too and I'm in the bathroom a lot. 
Major Depressive Disorder,https://www.drugs.com/answers/prescribed-seroquel-zoloft-psychiatrist-told-2187650.html,I've just been prescribed Seroquel and Zoloft. My psychiatrist never really told me anything?,She just sat down with me for little over an hour and just asked me a ton of questions. Then told me she was going to prescribe me these meds and we will talk more at our next appointment. I chose this Psychiatrist because she has more years experience than I've been alive. It's hard finding good reviews for any Psychiatrist in my area. I might need to travel to Austin. 
Major Depressive Disorder,https://www.drugs.com/answers/adding-med-cymbalta-2162799.html,Adding a med to cymbalta?,"I love love love cymbalta and have been on for 4.5 years for clinical depression and GAD however I started nursing school 3 months ago and I a starting to feel anxious. It's normal I know but I do not want it to manifest itself. Started cymbalta at 60m and bumped it up to 120mg right before I started school. Any suggestions on adding an anti-anxiety med?? I should also add I am going through so major changes- I.e- moving, nursing school, less exercise, less family time, work.. Thanks guys! "
Major Depressive Disorder,https://www.drugs.com/answers/anti-depressants-compatible-abilify-1957079.html,Which anti-depressants are compatible with abilify?,"My wife has been non-responsive to several anti-depressants but not in combination with abilify. Her prescribing nurse practitioner is not returning our calls and I'm at a loss for the next move. She is currently on nothing but 2mg. valium and ritalin, prescribed to help with her anxieties and to help her cognitively to focus. Thanks!! "
Major Depressive Disorder,https://www.drugs.com/answers/vyvanse-treatment-depression-2636626.html,Vyvanse for treatment of Depression?,"I am a 20 year old female, and I was diagnosed with depression about a year ago. I have been on citalopram, but I am now currently on prozac. I was just wondering if vyvanse can be prescribed for just depression? One of my best friends (who has a little bit of ADHD going on) was recently prescribed vyvanse to help with her depression and ADHD. I am 99% sure I don't have ADHD. I think my inability to focus is more anxiety related, but I was wondering if vyvanse could be prescribed for only depression. Or do you also have to be diagnosed with ADHD? I'm just kind of at a loss for what else to try at this point. I would like really like to get better, so I just need opinions. Is it worth asking a doctor? "
Major Depressive Disorder,https://www.drugs.com/answers/cymbalta-replace-celexa-neuropathy-pain-1933754.html,Can cymbalta replace celexa and help with neuropathy pain?,im on 40 mg of celexa for my depression my PCP would like me to switch to cymbalta to help with both. 
Major Depressive Disorder,https://www.drugs.com/answers/cymbalta-loose-positive-effects-after-taking-years-1730203.html,Can cymbalta loose its positive effects after taking it for eight years?,been taking it for about eight years for depression seems like its becoming less helpful. Can it stop being effective no matter how high the dose? I take 60 mg. per day now. 
Major Depressive Disorder,https://www.drugs.com/answers/after-takin-cymbalta-3-weeks-depressed-suicidal-1395830.html,After takin cymbalta for 3 weeks become depressed and suicidal?,Stopped taking. Called my dr. And now he says I'm bipolar. How does he know this. From my reaction to cymbalta? I need answers and help 
Major Depressive Disorder,https://www.drugs.com/answers/shortness-breath-effexor-xr-continue-3434659.html,Having shortness of breath on Effexor XR should I continue on?,"I've been taking generic Effexor XR 75 mg for about 3 or 4 weeks now for anxiety/depression and I've been noticing that I'm having a sensation of feeling short of breath after taking my medicines in the afternoon. Obviously, it isn't fun to feel like there are issues with your ability to breathe, but I'd like to know if anyone here had issues with this and if it eventually resolved itself over time. Any useful or helpful information is much appreciated. "
Major Depressive Disorder,https://www.drugs.com/answers/bupropion-light-end-tunnel-increasing-dosage-1398948.html,Bupropion - Is there a light at the end of the tunnel when increasing dosage of 150mg to 300mg?,"Hi everyone, I had been taking bupropion xl at 150mg for about 3 months and found that I still felt a bit down at times. I shared this with my doctor and she suggested that I begin taking 300mg. It's been a week so far, and I find that I am more anxious, forgeful, and lazy! I am 112lbs and female, so am not sure if that has anything to do with it. I have a bottle of 150mg just incase I can't handle, but I wonder if I should just stick it out for another week or so to see how I feel then. Has anyone ever had a similar experience when increasing dosage from 150mg to 300mg? Any insight on the benefits of staying with 300mg despite initial side effects? "
Major Depressive Disorder,https://www.drugs.com/answers/coming-effexor-xr-75mg-3118951.html,Coming off Effexor XR 75mg?,"From everything I have read it is a very rough and long process to come off Effexor XR. This is so discouraging to me. I have been using Effexor XR to taper off Pristiq 50mg for the last 3.5 weeks, and was hoping that soon I would be able to stop it and switch back to Zoloft. From the sounds of it, it can take months to come off this drug. I really wish my doctor had educated me more about this drug before I started it, or that I had educated myself more. At the time I was just in such a bad place that I took whatever was prescribed to try to get out of it. I see my dr on Tuesday, but I am scared to go down further. The last few weeks haven't been very good, and I expect that going down further will be even worse. Feeling extremely anxious right now. Not good for the GAD. "
Major Depressive Disorder,https://www.drugs.com/medical-answers/trintellix-brintellix-3109581/,,
Major Depressive Disorder,https://www.drugs.com/answers/antidepressant-safe-cymbalta-feeling-depressed-3085290.html,What other antidepressant is safe to take with Cymbalta. Still feeling really depressed?,
Major Depressive Disorder,https://www.drugs.com/answers/seeking-recommendations-antidepressant-3066475.html,Seeking recommendations for antidepressant combination with Wellbutrin XL?,"I am taking 300mg of Wellbutrin XL daily along with 0.5mg of Klonopin. I am seeking recommendations on which of antidepressant to combine with the Wellbutrin. Which SSRI has the least side effects with Wellbutrin? Wellbutrin is the first antidepressant that has not cause me side effects. My depression continues, so that is why I am asking you folks. From another thread I read that Zoloft works better that Prozac? Does anyone have any thoughts. Thank you in advance for your reply. "
Major Depressive Disorder,https://www.drugs.com/answers/best-wean-30mg-cymbalta-lexapro-20-2-years-12-3047853.html,Best way to wean off 30mg of Cymbalta. I had been on Lexapro 20 for 2 years. Ive only taken 12?,... Cymbalta pills 30mg but want to stop all the anti depressants. I was told to take 30mg every 3 days and to supplement with omega 3. Does anyone have any insight? 
Major Depressive Disorder,https://www.drugs.com/answers/day-14-sertaline-mad-3018903.html,Day 14 of Sertaline - going mad?,"I have been taking sertaline for 14 days and I feel like I'm going mad. Do nothing but sit or lie for hours on end, have hardly been out, everything is a struggle, I am very down but also shakey and anxious and I feel like I just can't do this anymore!  Advice? Experiences? Light at the end of the tunnel? "
Major Depressive Disorder,https://www.drugs.com/answers/taking-cymbalta-4-months-30mg-depression-energy-3003446.html,"I've been taking Cymbalta for about 4 months now, 30mg for depression and having no energy but it?",... seems that it has done nothing for me except make me more tired and have headaches. Should I continue or get off it? 
Major Depressive Disorder,https://www.drugs.com/answers/sertraline-200mg-daily-over-year-problems-anxiety-3121252.html,Been on Sertraline @200Mg {once daily} for just over a year and still having problems Anxiety/Fear?,"Been on Sertraline @200Mg {once daily} for just over a year and still having problems with Fear, Procrastination, & Anxiety. Also taking: Quetiapine Fumarate @800Mg {400Mg twice daily}. Further for Anxiety (NOTE: Have tried to get higher dosage from PCP, to no avail) Alprazolam @0.5Mg once daily as a sleep aid. Lastly had also been on a Stimulant, 14 months ago, and again this PCP says no way. I've added Caffeine @200>400Mg to get over hump; this has caused several bad side effects. I'm diagnosed with MDD, Bipolar 1, Panic Disorder, PTSD. Anyone have any suggested Medication Changes? "
Major Depressive Disorder,https://www.drugs.com/answers/question-cymbalta-3035447.html,Cymbalta - Please tell me it gets better :-(?,"I have been suffering with depression for several years and finally with help from my friends got help. My psychiatrist put me on 30mg Mirtazpine. After about 8 weeks it was making feel so much better but I was putting on weight which was getting me down. He changed my meds to 60mg Duloxetine and for the first 10 days I felt so awful, depressed, panic attacks, sick, hot and cold sweats, anxiety, feeling so scared. Am into my 3rd week now and feel slightly out of it, flat, no get up and go. Still feeling anxious. Can't believe I have had almost all the side effects. Am tempted to give up on these meds but don't want to go through more side effects with another medication, plus I have read it can be terrible coming off them, am exhausted from it all. I know people say it will get better but am feeling so low. There are so many negatives that appear to way out the positives of this medication. Can anyone please inspire me. "
Major Depressive Disorder,https://www.drugs.com/answers/long-expect-fatigue-symptoms-ssri-3250074.html,How long to expect fatigue symptoms from SSRI?,"Just started taking viibryd ssri for depression and dealing with the usual side effects. The one that is bothering me the most is the fatigue. very tired but not sleepy, simply no energy and difficulty concentrating. Been on 10 mg for about a wk and moving up to 20 mg tomorrow.  roughly how long should i expect the fatigue to last. don't want to give up on the medication but would like to have an idea of how long to get acclimated so-to-speak on this medication. "
Major Depressive Disorder,https://www.drugs.com/answers/depression-recently-switched-generic-pristiq-3-3244601.html,Depression - I have recently been switched to generic Pristiq. (about 3 weeks ago) and I thought?,... nothing about? 
Major Depressive Disorder,https://www.drugs.com/answers/wellbutrin-xl-300mg-2x-day-3243292.html,Wellbutrin XL 300mg 2x day?,"Hello,  I have been taking Wellbutrin XL 150mg twice a day for about a year or so with no major issues until a recent relapse with my depression. My physician prescribed me 300mg twice a day, still XL. Is this normal?Safe? I am two days in and I fell better in terms of depression but I also feel very jittery/manic. Will this pass? "
Major Depressive Disorder,https://www.drugs.com/answers/zoloft-mouth-ulcers-taking-month-3393825.html,Will Zoloft cause mouth ulcers only been taking for a month?,
Major Depressive Disorder,https://www.drugs.com/answers/100mg-zoloft-3218444.html,Can I take 100mg of Zoloft?,"I'm 15 years old (female) and my doctor prescribed me 50mg of Zoloft, but lately I've been feeling very depressed and anxious. Would it be okay if I were to take two pills of 50mg instead of one? I'd like to know before actually taking another pill. "
Major Depressive Disorder,https://www.drugs.com/answers/expect-new-cocktail-meds-3215369.html,What should I expect with this new cocktail of meds?,"Adderall 30mg XR am 20mg IR 2pm Wellbutrin 150 am Clonapin up to 3 mg for anxiety  Trintellix 10mg (not sure whether to take am or pm, just started today) Diagnosis: ADHD PTSD Anxiety MDD I'm not what to expect at all, I am a bit nervous; I've been on adderall for 15 years, Wellbutrin for 4 months and clonopin for a year.  What should I expect with the addition of trintellix? Wellbutrin works, but I still deal with a foggy lethargic feeling.  The adderall doesn't give me a ""boost"" as I'm quite tolerant to it. It simply helps me prioritize and organize my thoughts. The klonopin keeps my anxiety at bay if I'm feeling an anxiety attack coming on. The Wellbutrin has helped me quit smoking and has helped me enjoy more activities; however, I still find myself unable to leave the house due to stress and hopelessness.  Any input is appreciated, thank you! "
