disease,postLink,postHeading,postContent
Generalized Anxiety Disorder,https://www.drugs.com/answers/lexapro-7-5mg-effective-wait-3-weeks-1376392.html,Is Lexapro at 7.5mg effective and should I wait 3 weeks?,"I am on 7.5mg Lexapro for 6 days now, could this be effective should I not wait and just goto 10mg? Positive responses please. I started Lexapro about 20 days ago at 5mg. After about 2 weeks, pdoctor increased it to 7.5mg due to my sensitivity to Zoloft that I was on (weaning off currently and down to 12.5mg). I lived a very happy and anxiety free life with only 50mg Zoloft and 0.5mg Klonopin for 12 years. I have been on 7.5mg for 6 days now, 20 days on 5mg, and I feel a bit better, but now sure how much better I feel. I still have worries about getting back to my life and work (I look off of work since my anxiety got pretty bad and it has been 3 months now). Anyone experienced positive results with less than 10mg? How long before I would know? And also, how do I know I am better? Worries about going back to work after 3-4 months are somewhat normal, but should I be worry free in order to know I am good and at the right dose? Thank You "
Generalized Anxiety Disorder,https://www.drugs.com/answers/gabapentin-taking-200-mgs-gaba-add-depression-1176443.html,Gabapentin - I am taking 200 Mgs of GABA As an add on for depression and anxiety. I know this may?,"... seem odd as we know what GABA is mainly used for. Is anyone else using GABA for the treatment of anxiety, depression?If so do you feel is is helpful?? "
Generalized Anxiety Disorder,https://www.drugs.com/answers/5-htp-depression-anxiety-1123868.html,Can 5-htp cause depression and anxiety?,
Generalized Anxiety Disorder,https://www.drugs.com/answers/back-paxil-1121781.html,"Hi, going back on paxil?","hi i was on paxil for 12 years, worked great for my anxiety, panicattacks and obsessive thinking. i went off of it 7 months ago and now its all back. ive been back on now for 4 days, just wondering when it will bring me back to normal... anyones experiences would really help "
Generalized Anxiety Disorder,https://www.drugs.com/answers/75-mg-klonopin-bedtime-5-years-anxiety-felt-best-830280.html,I took .75 mg of Klonopin at bedtime for 5 years for anxiety. I felt the best I ever had in my?,"... life. Something recently happened and I got depression / anxiety. Have had the anxiety with stomach aches and feeling very nervous, crying spells to relieve the tense pressure, for 5 1/2 months. My doctor had me take lexapro 10 mg, 15mg , 20mg. With no help. Now I've been on effexor xr 75 mg, 150 mg and now on 225 mg for 5 days. When I increased to the 225mg the anxiety stomach ache stopped for 4 days and then came back. My doctor wants me to also take .5 mg klonopin. 4x a day while we are trying to get an antidepressant that helps with anxiety to work. I think the anxiety is because the klonopin does not work anymore and I'm having withdrawal anxiety. Im afraid to take much more of it but am taking 1.5 mg and don't like that. It's been a nitemare and I'm missing out on things in life and not working right now. I just want to be happy again and enjoy life Has anyone had anxiety when their klonopin stopped being effective? And for how long? Am I wrong about thinking this. Thank you very much, anyone that can advise me on this topic. Debby "
Generalized Anxiety Disorder,https://www.drugs.com/answers/increase-anxiety-increase-lexapro-7-5mg-10mg-1405565.html,Increase Anxiety with Increase Lexapro from 7.5mg to 10mg?,"I have been on 7.5mg of Lexapro for about 15 days. I noticed some improvements, but being out of work and living with my family and not being in my own home, both due to anxiety, I felt I still had anxious thoughts about all of these. Also, heart palpitation at 5:00am would not go away. I get a chest pain with it as well, this started way before Lexapro. Pdoc asked me to increase it to 10mg. I am on day 2 of the increase and today I noticed I was a lot more anxious in the morning than I had been in the past 2 weeks. That did not happen when I went from 5mg to 7.5mg. I also had some stomach issues after I took my second pill last night. I do have Klonopin which taken around 1mg/day calms me down. Is this only the initial side effect? Would this increased anxiety subside? Has anyone had to go backward again? Thank you. I am getting desperate for a resolution to this. "
Generalized Anxiety Disorder,https://www.drugs.com/answers/if-i-switched-from-citalopram-to-wellbutrin-would-415518.html,If I switched from citalopram to wellbutrin would that help sexual side effects?,"Citalopram seems to really work for me, but the sexual side effects (problems with achieving orgasm) really sucks. Does anyone know if switching from citalopram to wellbutrin would help with that problem and still give me all of the benefits that citalopram does? "
Eye Conditions,https://www.drugs.com/answers/dosage-long-2-5-ml-bottle-supposed-you-1-drop-eye-762748.html,Dosage - How long is a 2.5 ml bottle supposed to last when you use 1 drop in each eye per day?,
Eye Conditions,https://www.drugs.com/answers/minoxidil-facial-hair-side-effect-2768660.html,Minoxidil facial hair side effect?,"Hi i am 23 year old male.I had used minoxidil 5 % for two months. I experienced hair growth, but I had to stop because of facial growth under my eyes on my forehead and my beard got much more thicker. Now, after three months hair under my eyes or my forehead fall out, but my beard is still much more thicker than it was before using minoxidil. Are there any chances that my beard will be (after some time) like it was before using. I don't care for time I'm prepared to wait two years but I need to know that things are going to be like they were. "
Generalized Anxiety Disorder,https://www.drugs.com/answers/xanax-klonopin-fear-flying-661254.html,Xanax or Klonopin for fear of flying?,"My Dr. says she is going to give me either Klonopin or Xanax when i fly for the first time in April, as i am terrified, and already take Ativan for anxiety, which she said I will have to stop once I take the Klonopin or Xanax, which is only going to be needed for the 2 flights. Thank you. "
Generalized Anxiety Disorder,https://www.drugs.com/answers/lexapro-2-months-working-643025.html,"Lexapro for 2 months, not working?","Hi all - this is my first time on an anti-depressant - was prescribed Lexapro, 10 mg about 8 weeks ago for GAD and mild depression. The first 6 weeks, I really felt an improvement, was doing great - but the past week or two, my anxiety is back tenfold. My stomach's in knots every morning, my mind is racing again... what happened!? Should I up my dosage? Try something new? Its been 2 months, I know I should see improvement by now... thank you! "
Generalized Anxiety Disorder,https://www.drugs.com/answers/switching-effexor-75mg-prozac-20mg-anyone-hcl-2942726.html,Switching from effexor 75mg to Prozac 20mg anyone else have hcl withis for anxiety???,"Was on effexor 75 mg for anxiety for 3 months hate the side effects! Doc told me to start Prozac ( fluoxetine) 20 mgs tomorrow, hoping it works, didn't like effexor I'm hoping it will work "
Generalized Anxiety Disorder,https://www.drugs.com/answers/dosage-rates-wellbutrin-816464.html,What are the dosage rates for wellbutrin?,"I have a question about dosage rates for wellbutrin. I was on celexa for a year at 40 mg for depression & anxiety. At first it was amazing, but then it felt like it wasn't really helping me anymore and it had made me gain a LOT of weight while I was on it. I went to see my dr. about switching to something else and it turned out that she was on maternity leave and i had to see someone new. I could tell that the new dr. seemed really skeptical of antidepressants in general. She switched me to wellbutrin at 100 mg. a day. I'm off the celexa for a month now and have been taking the wellbutrin for three weeks. At first I noticed a difference that I had a lot more energy and could complete day to day tasks much easier (I washed my hair! A+ gold star!) but it's so subtle that I don't really notice anything at all now. I started trying to research dosages, and if I understand correctly, she put me on a REALLY low dosage rate. Is that correct? I think I would do much better somewhere in the medium-high range, but I'd like to educate myself a little better before I talk with the dr. again "
Generalized Anxiety Disorder,https://www.drugs.com/answers/anyone-beat-anxiety-medication-xanax-klonopin-665711.html,Anyone beat their anxiety without medication? OR maybe just a Xanax or Klonopin?,"I have anxiety-heart races as soon as I wake up and my thoughts are going crazy. My dr. prescribed me Zoloft, but I'm not depressed and its not doing much for me-only been on it for 2.5 weeks though. I am taking Klonopin as needed which helps-I also take Ambien at night to help with sleep. I don't like having to take pills- Has anyone tried beating their anxiety without pills (or maybe just with a Xanax or Klonopin)? If so, how did you do it? "
Generalized Anxiety Disorder,https://www.drugs.com/answers/today-first-day-effexor-xr-feel-strange-away-832471.html,Well today is the first day of Effexor XR for me and I feel strange. Will this go away?,For those who have followed my story. I suffer severe constant anxiety. I even have a bag packed to go to emergency it is so bad/ I have been on 10 mg of prozac which didn't seem to do me any good at all. I saw the Dr yesterday and he switched me to Effexor. 37.5 mg caps for a week and then two caps a day the following week. I took the first cap today and feel very strange. I just want to sleep and am in a world of my own. Will this go away when my system gets use to them. I took it first thing this morning but think I will switch and take it at bedtime. I am on a very low dose of everything because of my weight. I have lost 30 some odd lbs since the anxiety started and very seldom feel like eating. From what I have read Effexor is one of the better drugs for anxiety.I have a very positive out look that this is going to help. Any comments or suggestions would be greatly appreciated.Thank you all so much for your support. 
Generalized Anxiety Disorder,https://www.drugs.com/answers/pregabalin-lyrica-25-mg-day-anxiety-2737041.html,Pregabalin - lyrica 25 mg twice per day for anxiety?,Hi .I'm 36 female .lately I suffered from stress and lots of negative thoughts about bad things that could happen to my family etc.. doctor prescribed lyrica 25mg twice per day.. it helped to cslm me down this is my fourth day but I notice my legs are weaker when I walk I fell also on street. Any thoughts if lyrica could prevent such thoughts if I continue ? 
Eye Conditions,https://www.drugs.com/answers/serious-withdrawal-symptoms-abrupt-stop-1074205.html,Serious withdrawal symptoms from abrupt stopping of doxycycline?,"I have been taking 100 mg of doxycycline once a day since last August. It was prescribed for a case of perioral dermatitis so bad that it had creeped up between my eyes before I sought treatment. Not only did it get rid of the dermatitis, it also cleared up my acne to the point that my skin was gorgeous! During my follow up with my dermatologist, I asked if I could continue using it for awhile because of the amazing job it was doing for my skin. Last Monday, May 5th, I called my pharmacy for a refill. Since there were no refills left, they had to contact my dermatologist for authorization. The doctor's office has yet to refill it. The pharmacy has sent two requests. Just a couple of days after taking my last tablet, I began feeling depressed, anxious, jittery, and started hearing little clicking noises in my right ear (like a watch ticking) that would last only a couple of seconds but would happen many times a day. I noticed my breathing became shallow, like I had to remember to take a breath. I could feel body ticks on my mattress before falling asleep. I also had insomnia and loss of appetite and heartburn when I did eat. I felt so fragile emotionally that I considered going to the hospital. I also started having UTI symptoms, such as frequency, burning, and urgency with very little output of urine. I thought that, since Doxy is sometimes prescribed for UTIs, maybe I was getting one from stopping the drug. I have also been running a high fever (over 101° in the evenings), sweats, headache, back pain, and just a general sense of feeling crappy. I spoke to my daughter about it over the weekend because she is a medical assistant. She did a urinalysis for me this morning that didn't show bacteria but did show a little blood. She faxed the results to my family doctor, and I followed up with an email describing my symptoms. I'm not sure how all this fits together. I am very put out with my dermatologist for dropping the ball if, in fact, you can suffer severe withdrawal from Doxy. If it can happen, I fully intend on making them aware of it so that it doesn't happen to any other patient of theirs. Seems to me that this may have happened a long time ago when my pharmacy requested them to fill an Rx for me. Rather than contacting the pharmacy to let them know they wouldn't fill it until I made another appointment, they didn't do anything. I didn't find out what was going on until I called them myself. It's a pretty crappy way to treat a patient. I want all the factual information I need before calling them about what I've gone through the last week or so due to the poor handling of my health. I won't go back there, and I won't take Doxy anymore. Thanks so much for your help! "
Fatigue,https://www.drugs.com/answers/paroxetine-horrible-fatigue-sleepy-beginning-drug-670635.html,Paroxetine - Horrible fatigue and sleepy with the beginning of drug taking?,"Hi. So far I took Cymbalta, but because it is very very expensive I decided with my doctor to move to another drug. I started taking Paroxetine 4 days ago. I started at a dose of 10 mg. (Half a pill of 20 mg) I take the pill in the evening after dinner. I'm so sleepy and tired that I can not get up in the morning and I wake up just after lunch. I go to bed at 1 a.m and I got up the next day at 3 or 4 p.m And after I manage to get up I feel so sleepy that I can't function normally. And another problem is that I see blurry in my eyes. My questions are, Is this normal? Is this a side effect of Paroxetine? Has anyone experienced this side effect from this drug? Does it pass after I get used to the drug? Thanks in advance "
Generalized Anxiety Disorder,https://www.drugs.com/answers/people-lexapro-forever-literally-saving-grace-2966424.html,Can people be on Lexapro forever? It has literally been my saving grace?,
Fatigue,https://www.drugs.com/answers/does-prednisone-make-u-sleepy-396270.html,Does prednisone make you tired or sleepy?,
Fatigue,https://www.drugs.com/answers/feel-extreme-fatigue-tiredness-day-long-571585.html,"I feel EXTREME fatigue and tiredness all day long, What to do?","I am on Zoloft 50 mg since 6 months now, a month ago, I started to feel general fatigue and tiredness, now it is extreme, I feel tired after reading one page, and though, I keep laying down all day long, that affected my productivity and ability to study, totally. What to do? "
Eye Conditions,https://www.drugs.com/answers/poor-vision-after-jetrea-750779.html,Poor vision after Jetrea - will it get better???,"I had my right eye injected just under two weeks ago. For the first 2-3 days I had colorful, swirling vision which I had been told to expect. Since then, however, my vision in the affected eye has been yellow tinged and blurry. Retina scan at the dr shows that the VMT is gone. The blurry spot in the center of my vision is gone as well. The doctor says I have to be patient, that it can take 4-6 weeks for vision to improve. Has anyone else had this experience? I know there are many worse things that can happen, but I just want to wake up and have my regular vision back. I need to have the left eye injected as well, hesitant to do so until things get a lot better. Any comments / feedback would be appreciated. Thanks a lot! "
Fatigue,https://www.drugs.com/answers/wellbutrin-bupropion-xl-150-make-anyone-tired-947038.html,Wellbutrin - Bupropion XL 150 make anyone else tired?,"I have been taking Bupropion XL 150 for only 2 days. It was prescribed to treat depression, fatigue, confusion, etc. I take it around 8am. I do not really feel any effect, except I am completely wiped out by early afternoon. This wasn't the case prior to starting this medication. The past 2 days I have napped at 3 pm, then back to bed by 9 pm. Has anyone else experienced similar results? Over time will this subside, or is this the wrong medication for me? "
Fever,https://www.drugs.com/answers/you-combine-percocet-tylenol-fever-729261.html,Can you combine Percocet with a Tylenol for fever?,
Fever,https://www.drugs.com/answers/typhoid-fever-month-ago-widal-test-1-80-1-160-mean-672005.html,"I had typhoid fever month ago ,my widal test is 1/80 for O and 1/160 for H what this mean ?",and had ciprofloxacin and levofloxacin as antibiotics of choice 
Fever,https://www.drugs.com/answers/mononucleosis-alcohol-3265201.html,Mononucleosis and alcohol?,"So, I'm a college student and the academic week starts tomorrow, which means drinking! However, I was diagnosed with mononucleosis a week ago and stop having fever 4 days ago. I'm physically fine and don't have any of the symptoms, but I took pills everyday until yesterday and I'm kinda worried about the drinking: how much can I drink and what can it do to my health? Is it possible that drinking makes me get mono again? Thank you,  Rita "
Fibromyalgia,https://www.drugs.com/answers/how-long-for-cymbalta-fatigue-to-pass-i-have-410096.html,How long for Cymbalta fatigue to pass?,"I have chronic fatigue and now, apparently fibromyalgia. My doctor has asked me to take Lyrica and Cymbalta. The Lyrica is no problem, but the Cymbalta (30 mg) I took one time while I was off work to see if it caused side effects, and I was dizzy and it made me very tired. The doctor told me to take it before bed, but when I woke up, I was still very tired and ""zoned out"". It took about 5 hours for this effect to go away. I have to work, the most I can get is 4 days off. My doctor suggested starting it on my days off. What I want to know is if this fatigue and zombie feeling goes away. And if it did, how long did it take to go away? Thanks, I really need to know whether to just give this drug a pass or slog through a month of working through this "
Generalized Anxiety Disorder,https://www.drugs.com/answers/long-lexapro-make-feel-3111136.html,How long will Lexapro take to make me feel better?,"I'm 15 and recently was prescribed Lexapro for anxiety. My anxiety was making me only want to stay home, I felt anxious and shaky, and always felt cold. I couldn't eat, because every time I put food in my mouth my throat felt like it was closing. The only way I could eat was if I chewed slowly and paced myself. Since I wasn't eating much it gave me IBS and constipation for a few days after. I felt miserable and depressed and all I wanted to do was sleep so I didn't feel it, but I still looked/felt exhausted. I first had this bad anxiety about a year ago. I had it for three months, and it went away. About 3 weeks ago it came back and took a toll on me. It seems to come around when there is a romantic relationship coming into my life. My mom thinks it's because I've lost so many family members in the past 7 years, me losing my father to cancer first. (Trust me I have been to way more funerals than a 15 year old girl should have to go to). And I have always been to myself on my feelings about my losses. So, my doctor prescribed me to 5mg of Lexapro an hour before bedtime each night. I took it for the first time last night, and I feel no effect so far. It made me tired last night but I still woke up with that anxious feeling and a stomach ache. I start school again in 4 days, and I wanted it to be gone by the time it started. How long before Lexapro starts making taking effect? "
Generalized Anxiety Disorder,https://www.drugs.com/answers/escitalopram-green-tea-side-effects-3047748.html,Escitalopram with Green Tea side effects?,"I'm taking Escitalopram 10mg before sleep for last 5 months, During day time shall i drink green tea during this medication. Is there any possible side effects will occur due to this combination. Also please advice is it safe to drink coffee instead of Green tea. "
Generalized Anxiety Disorder,https://www.drugs.com/answers/lorazepam-feel-weird-freak-2978033.html,"Lorazepam - Will I feel Weird, and Freak out?","Hi, I have been experiencing Anxiety, and some depression for 11 months now... My sister passed away last February, and I have not been 100% since... I was actually a lot worse... I am now able to control it, somewhat... But, the Over thinking, and the fear of Loosing it (going crazy is horrible!) My Dr. Prescribed Ataivan, about 6 months ago. I never took any. I'm terrified! I wanted to ask. Will it Freak me out? Zone me out? I want all the details. .. I made A Promise to Myself that this year would be a New Year, A Better one! That I would definitely try My meds, even if it's only once... Any info is appreciated. Thanx!:) "
Fatigue,https://www.drugs.com/answers/major-fatigue-away-time-taking-prozac-608237.html,Will major fatigue go away with time while taking prozac?,"I just started taking 20mg prozac and 150mg wellbuterin. I have been on them for a wk. I have been so tired that I sleep all day and night. Will this go away or is this a side effect? I have a 2 and 3 yr old to take care of and just cant be this tired."" "
Fatigue,https://www.drugs.com/answers/prednisone-makes-feel-tired-fatigued-3119708.html,Prednisone makes me feel tired and fatigued?,I was prescribed Prednisone 30mg for three days 20MG for three days and 10mg for another 3 for poison ivy. I'm on my third day and I can't function. I have no desire to even get out of bed. Work has been so hard. Should I be concerned? 
Fever,https://www.drugs.com/answers/can-u-take-a-fever-reducer-while-taking-367282.html,Can u take a fever reducer while taking azithromycin?,
Fatigue,https://www.drugs.com/answers/lisinopril-extreme-fatigue-drop-bloodpressure-746670.html,Does Lisinopril cause extreme fatigue? Could it be a drop in bloodpressure?,
Generalized Anxiety Disorder,https://www.drugs.com/answers/anyone-success-wellbutrin-lexapro-together-3144472.html,Anyone have success on Wellbutrin and Lexapro together?,"Hello, I was taking Lexapro, but asked to try a new med due to fatigue and weight gain. Dr gave me Wellbutrin. Works well for depression, but I was still having problems with anxiety. Just added 5 mg Lexapro back. It's been a week and the side effects have really kicked in. Anxiety, no appetite, an insomnia. Since I have been through this before I know side effects usually stop. Just hoping it's worth it. Anyone had success with this combination? "
Generalized Anxiety Disorder,https://www.drugs.com/answers/seroquel-cutting-25-mg-half-child-symptoms-2872950.html,Seroquel - Would cutting a 25 mg pill in half still help a child with their symptoms?,"Anxiety, night terrors, mood swings, aggression and ADD are the symptoms. I'm scared to give the 25 mg instant and the 50 mg XR as I don't want her uncontrollably sleeping, and she's borderline diabetic already. Any help is appreciated. "
Generalized Anxiety Disorder,https://www.drugs.com/answers/lexapro-made-emotional-paranoid-very-jumpy-sense-3419429.html,Why has Lexapro made me so emotional and paranoid & very jumpy sense starting? When will it stop?,I can’t take much more of this! Help 
Infections,https://www.drugs.com/answers/antibiotic-causing-irregular-period-2944849.html,Is antibiotic causing irregular period?,"I had my period last week which was on time and regular. It ended Friday and over the weekend I got a sinus infection and was prescribed an antibiotic. I began taking it Monday and was told it would make my birth control ineffective so I didn't take the birth control. Yesterday I began bleeding again, only 5 days after my last period. I'm assuming this is because of the antibiotic/ birth control. My question is: is it safe to be having bleeding/cramping so close to my last period and will it stop if I resume the birth control? Or will it be like another full blown period lasting a whole week again? "
Generalized Anxiety Disorder,https://www.drugs.com/answers/dr-prescribed-zoloft-depression-anxiety-after-3367579.html,My doctor prescribed Zoloft for depression and anxiety. After researching Zoloft it says...,... it's for social anxiety. My anxiety is due to major family issues that I worry about all day everyday. I haven't started taking it yet and don't want to unless there's a chance it will help. 
Generalized Anxiety Disorder,https://www.drugs.com/answers/risperidone-medicine-narcoti-3294417.html,Risperidone - Is this medicine a narcotic?,I take 80 milligrams fluoxetine. Can I also be prescribed risperidone for anxiety? 
Eye Conditions,https://www.drugs.com/answers/woke-middle-night-eyes-burning-hurting-lights-eyes-1637617.html,I woke up in the middle of the night with both eyes burning with lights out and eyes closed?,"... closed. Tried to open them and hurt even worse. I felt my way to the sink to try and splash water and found no comfort. Tried turning on the lights and tried forcing my eyes open and adjust to the lights, I finally could see for a few seconds but cuz of the pain I had to close them again, and even when closed they still had a level if discomfort. My daughter in law gave me 2 Tylenol and 4 ibuprofen and a wet wash cloth and and just laid there with eyes closed till I fell back asleep. When I woke up in the morning I could see just fine and had no pain but I did have huge bags under my eyes. Today they hurt like I'm tired and just need sleep. Is this something I should concert myself with "
Fatigue,https://www.drugs.com/answers/dextroamphetamine-maximum-dosage-stuff-595763.html,Dextroamphetamine maximum dosage/and some other stuff?,"I've seen some posts from various people stating that they take 90mg a day of dextroamphetamine, but my doctor has told me that 60mg is the maximum dosage per day that can be prescribed. So I was just curious how other people are able to get prescriptions for more than that? I've been taking 60mg a day for about 4 and a half years now, and desperately need to have my dosage increased. However, my doctor has recently mentioned that he wants to slowly taper down my dosage and eventually get me completely off of this medication. Of course I'm freaking out about it because if he does indeed take me off of it then my life will slowly, but surely be ruined, I won't be able to do anything, anywhere, for anyone and might as well try to get on disability. I live in the Birmingham, Alabama area, so if anyone else who is from B'Ham knows a doctor that would be good for me to go to in order to stay on this medicine, please let me know ASAP. Thanks everyone, ~Katye. "
Generalized Anxiety Disorder,https://www.drugs.com/answers/prednisone-5-days-40-mg-day-side-effects-week-3358009.html,"I took prednisone for 5 days, 40 mg a day. I have been having side effects for the last week.?","... Heart rate elevation, tremors, intermittent elevated blood pressure , fatigue, And anxiety. How long does this go on for?How long should I expect these side effects to last? "
Fatigue,https://www.drugs.com/answers/lay-bed-day-sleep-night-motivation-suggestions-815982.html,"All I do is lay in my bed all day and cannot sleep at night. I have no motivation, any suggestions?",I lay in my bed all day long and i cannott make myself get out. i will go without eating just so i wont have to get out of the bed. i have no motivation to do anything not even playing ball with my son. this is getting the best of me and i dont know what to do. ive been taking citalopram and trazodone but all it helped was my mood. I still was very lethargic and couldnt sleep at all. there are nights i am up all night long. and i dont sleep during the day either. 
Fatigue,https://www.drugs.com/answers/taking-methotrexate-years-suffer-side-effects-560641.html,"Methotrexate - after 2 yrs still makes tired and depresses, does anyone else feel this way?","I've been taking Methotrexate for two years now, and I still suffer from the side effects every week. I feel more tired than I ever have before, and this lethargy has caused me to gain weight and become somewhat depressed. I'm normally a very active and energetic person and I don't like this change. Am I the only person who feels this way on MTX? "
Generalized Anxiety Disorder,https://www.drugs.com/answers/112-5-mg-effexor-5-months-point-5-months-dr-3475582.html,Have been on 112.5 mg Effexor for probably 5 months now.,"At one point during that 5 months my doctor increased the dose to 150mg. I was on it for three weeks with horrible anxiety. Dropped back down to 112.5mg and added Latuda. Again, horrible. Now he has put me on Klonopin and when that evens out is going to raise the Effexor back up to 150mg. He says many times you can be raised too quickly and when you go back down and stay for awhile at the lower dose then go back up again, the transition is easier. Anyone find this to be true ? "
Generalized Anxiety Disorder,https://www.drugs.com/answers/medication-son-ran-lorazepam-he-3-days-system-3451271.html,"Medication - My son ran out of lorazepam. He will have to go 3 days without it in his system,...",... until it can be refilled. He has only been taking it for 2 months..1 mg tablets 1or 2 times daily for anxiety. Will he suffer any major withdrawal symptoms? What should I look for? 
Generalized Anxiety Disorder,https://www.drugs.com/answers/escitalopram-lexapro-15-mg-20-mg-increased-anxiety-3306261.html,Escitalopram - Lexapro 15 MG to 20 MG Increased Anxiety?,"I just recently switched from 15 MG to 20 MG just about over a week now for GAD and depression. The first couple of days weren't bad but these past couple of days I've felt like my anxiety has risen. I experience tingling in hands, constant worrying, nausea, and I feel tired all the time. "
Generalized Anxiety Disorder,https://www.drugs.com/answers/feeling-horrible-day-6-5mg-lexapro-bad-side-3445306.html,Feeling horrible. Day 6 on 5mg Lexapro. Bad side effects including bad thoughts.,I am going to stop taking it. At such a low dose and short duration will I experience withdrawal? 
Headache,https://www.drugs.com/answers/son-hit-head-temple-3-days-ago-headache-away-3491946.html,My son hit his head on my temple 3 days ago and I still have a headache that won't go away?,My 4 year old son slipped and hit his head on my right temple. He was fine afterwards but I was in tears seeing spots. I was worried about him but he said he was okay and was asking how I was (so sweet). It has been 3 days and I still have a headache even after taking motrin. As I usually don't get headaches is this serious? I've bumped my head many times on things but thinking since it was on my temple is causing me problems. Is this normal? 
Fatigue,https://www.drugs.com/answers/anyone-light-depression-harvoni-2752110.html,Anyone had light depression using Harvoni?,"I have been on Harvoni since November 19, 2014. I have a six month treatment as I have between stage 4-5 Cirrhosis. I had little or no side effects for 4 months and then started experiencing fatigue and some head aches for a few days. But, recently I have been feeling depressed and in a light foggy mood. By the way, I have been undetectable since the first month's results and am very grateful. Anyone else experience any issues with moods? "
Fatigue,https://www.drugs.com/answers/best-drugs-major-depression-lethargy-apathy-20-570047.html,"What are the best drugs to use for major depression, lethargy and apathy? Have tried at least 20?","... antidepressants and ect treatments. Am currently on neourtin, 2400mg a day. Helps with the depression but the lethargy and apathy are almost unbearable "
Fatigue,https://www.drugs.com/answers/action-form-plan-step-period-coming-2769518.html,I took Take Action which is a form of Plan B one step. How will I know if my period is coming?,"So on 4/10/15 I had sex but two hours later I took Take Action. The store did not have Plan B One Step. I went to bed after taking the pill. Symptoms I noticed on 4/11/15 were 1. Fatigue 2. Cramping 3. Lower back pain 4. Diarrhea 5. Nausea I still have symptoms as of today (the lower back pain comes and goes. The fatigue is only in the morning I still am able to go to sleep late like normal, cramping is still here and feels like period cramps but no period. I have diarrhea as well still and a lot in the morning)  I took Plan B one step March 2014 and got my period 12 days after sex. It lasted 5 days then I got my period 4 days late in April. But how will I know I got my period this time? Since I'm feeling sick how can I tell my period is coming?  My last period was 3/31/15- 4/7/15 and period trackers say my period should arrive 4/30/15 "
Fatigue,https://www.drugs.com/answers/effexor-weeks-37-5mg-day-discouraged-feel-1019377.html,Been on Effexor now for two weeks at 37.5mg twice a day. I am getting so discouraged as I feel I?,... have one of each of the side effects. The most recent one being extreme fatigue. I was on Celexa for 6-7 years and needed to try something new because it wasn't helping my depression or anxiety. Will I ever feel normal again?? I am having serious doubts :( 
Generalized Anxiety Disorder,https://www.drugs.com/answers/anxiety-medication-and-super-oober-dooper-vivid-312005.html,Are vivid dreams a common side effect of anti-anxiety medications like Buspar?,"I have been on several medications over the past months for anxiety. Right now i'm on Buspar. I am waiting for it to work but in the mean time, I have had some wild dreams. Some scary... If i do wake up from them I fall back to sleep after a little bit. I'm a pretty sound sleeper. It just felt like it has been years since I could remember a dream. Now I'm remembering them every night. I have never been on anxiety meds before so this is probably common, just a bit scary at first. "
Generalized Anxiety Disorder,https://www.drugs.com/answers/diazepam-my-md-has-prescribed-me-20mg-of-vailum-4-309395.html,Diazepam - taking 20mg of vailum 4 times a day. I don't want to become addicted is this dose ok?,... for anxiety disordrer 
Fatigue,https://www.drugs.com/answers/side-effect-fatigue-subside-continue-taking-3327119.html,Will my side effect of fatigue subside if I continue taking Prozac? Been on it for almost a week?,"Ive had depression for about 2 years now, the worst part it seems is definitely over for me now after the past year, I was given sertraline as an anti depressant and was on it for almost the whole of the two years, it has definitely lifted the depression but I felt like I never really went back to feeling myself, I felt almost 'numb' from my emotions but able to cope with my emotions.  Anyway, a month ago I decided to try a different medication- Prozac, recommended by my GP, I slowly came off sertraline and eventually started on the Prozac, Ive been taking it for almost a week now, it's weird but I had a night of heavy drinking, was sick, and hungover the next day, but ever since, my stomach has been tender and uncomfortable and more off puttingly I have had this over whelming feeling of tiredness, for the first few days I put it down to still recovering from the weekend, but now after several nights of good sleep I wake and cannot shake the tiredness still, the only thing I can think of is it's the Prozac taking a side effect or a symptom of depression which has come back after lowering my dosages of anti depressants. Either way, I'm looking for advice, should I wait and see if the tiredness goes away, or should I again try a different medication? All replies and advice will be appreciated thank you. "
Generalized Anxiety Disorder,https://www.drugs.com/answers/my-doctor-just-prescribed-me-citalopram-celexa-234806.html,My doctor just prescribed me Citalopram (CeleXA) for my anxiety and Lorazepam (Ativan) for sleeping?,... I took both of them last night at the same time and i went to be. All night long i was up and down. I could not stay asleep for nothing. I couldnt get comfortable so i keeped moving to. This is the first time this has happen so im wondering is this could be a side effect of one of them or a combination of both? The lorazepam is suppose to help me sleep but last night was the worse i have ever slept 
Generalized Anxiety Disorder,https://www.drugs.com/answers/is-it-normal-to-stay-at-75-mg-long-term-326982.html,Is it normal to stay at 75 mg Effexor long term?,"I had been on Celexa 20mg for many years. It just seemed to stop working. I don't have major depression,but it is there, and I do have bouts with anxiety. After speaking with my new Dr., because of new great insurance, we switched me to Effexor XR. He started me out at 75mg which I read is the normal starting, he said he'd like to see me after about a month on this dose as it is roughly equal to the 20 mg of Celexa. My only concern is that I've also read that Effexor XR is simply acting as any other SSRI at 75 mg or less and you only get the SNRI effect at 150 mg. I'm not trying to find a problem that isn't there, just concerned that for the next month I will be not seeing any benefit. "
