disease,postLink,postHeading,postContent,postTags
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/10230/clear-liquid-semen-after-penoplasty,Clear liquid semen after penoplasty,"I underwent one month of sexual abstinence as ordered by my urologist after penoplasty. I believe it was Nesbit plication procedure because it was to correct curvature from Peyronie's disease. Now I am very satisfied with the penile results (the curve is gone) but something new is cause for concerns: my semen used to be whitish and thick, the first ejaculations following the abstinence from surgery are clear and fairly liquid. What is going on ? Could it be a sign of acquired male infertility and how would that be possible if it is the case after penile surgery ? My previous medical record includes left testicular torsion with dead testis replaced by prosthesis. The right one is supposed to be functioning well until now...",Men's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/10138/antiseptic-on-penis-std-paranoia,Antiseptic on Penis/STD Paranoia,"Hey people so I'm a 19 year old guy and I have been mildly freaking out over the past couple days. 4 days ago I let a guy i don't know at all give me oral unprotected. It lasted for like 2 minutes. I also shaved my penis and balls right before the encounter. He said he was STD free and I didn't see any signs of him having STDs. It was the dumbest thing i've ever done. That's my only sexual encounter of my whole life. As soon as i got home from this encounter I rubbed a waterless antiseptic foam on my penis and balls pretty roughly. This antiseptic contains 62% ethyl alcohol by the way. After doing that I scrubbed my penis and balls somewhat roughly with a bar of soap and water. I didn't take a shower and didn't wash away the soap as best as i could, but i rinsed the area with water until there was barely any soap visible, then i headed to sleep.  There hasn't been any pain when i pee, However, I did ejaculate once and it was slightly painful. And after that ejaculation, which was a couple hours ago, I've been feeling a weird sensation in my urethra. After the ejaculation my pee does feel very slightly stingy, but barely anything from normal. If I don't think about it, I can make the pain mostly go away. My testicles do not hurt at all and are not swollen. I don't have any puss coming out of my penis and i don't have any sores/blisters/warts. But, I am an incredibly paranoid and anxious person, so I've been freaking out that I have herpes or some STD. I'm going to wait two weeks from the day I had the encounter to get tested. But in the meantime I am so insanely paranoid that I have been using hand sanitizer obsessively after touching anything that's been near my junk, including clothes and towels, etc. The irritation is tolerable, however the anxiety is bad. I looked up the effects of antiseptic on penises and it said it could cause penis irritation or even Chemical urethritis. I know the very slight irritation can be because of the antiseptic or an STD, so i will have to wait to be tested first. My question is do I have to wash my hands after touching my penis every single time? I;m worried if i don't i could spread HPV or and STD to other areas of my body or to my family. And also do you think the antispetic is the cause of my mild penile irritaion? Many Thanks.","Chlamydia , HPV/Genital Warts , Men's Issues , Gonorrhea , Genital Herpes"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/10345/15-yr-old-teen--can-t-orgasm,15 yr old teen- Can't orgasm,First off I am female. I've been feeling sexually aroused since I was thirteen years old. I have masturbated on and off since I was twelve. I know what I'm doing but I cannot get myself to climax. I've been in relationships but am still a virgin. I don't want to lose my virginity just yet. Any suggestions?,Women's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/10320/penis-irritation,Penis irritation,Penis irritation rash or sore just showed up what is it,"HPV/Genital Warts , Men's Issues , Genital Herpes"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/10338/red-spots-on-penis,red spots on penis,"Almost a year ago, I visited two doctors for an STD check. The first sloppily lost blood and urine samples, but when the test was finally completed correctly it came back with borderline HSV1. When I say borderline it was right between positive and negative. I never got an explanation of these numbers as that doctor was too incompetent to follow up or respond to inquiries.  The next physician looked at the same test and decided I needed a swab test. According to new doc, the blood test for HSV was not always reliable in its predictions and a physical swab was the best indicator. The swab came back negative for HSV 1&2. I was diagnosed with a yeast infection or something similar(previous partner had yeast infection and I'm not circumcised) and told to be hygienic.  Fast forward several months, and most of my symptoms have cleared up associated with that diagnosis(uncomfortable feeling when I don't wash, some mild burning, irritation, etc. Most of these occur when I don't wash). I haven't felt anything in several weeks. Today I was upset when I found two red spots on the penis head in a new area. It appears to be reddish bumps and the surrounding skin(maybe a millimeter or less radius) is red. It's slightly uncomfortable but more upsetting than anything else. I've only had one partner with no STDs in the past year and we have been very careful.  From the internet, this doesn't seem to be a yeast infection, do I have HSV1? Were the doctors wrong? I'm frustrated and unsure after going through two physicians. Another STD test?","HPV/Genital Warts , Men's Issues , Genital Herpes"
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/30147/pms,PMS,"Studies about PMS are inconclusive, but pathophysiolgy revolves around effects of progesterone metabolites on the brain receptors-ultimately interacting with inhibitory mediators and serotonin, and some prostaglandin imbalance. That would explain all your symptoms; I would however need to dig more into your “ slight fever”. A less- than 38 degree Celsius still fits into the spectrum, but higher values may point to possible latent infection that flares up with waning immune status in company with sex hormones imbalance and a bleeding endometrium, especially if there is local uterine pain.  Stemming from such a pathophysiolgy antidepressant use is of help, evidently keeping in mind your position regarding use of those. One more point regarding one reply; the fact that fiber rich food is estrogen rich, which will compensate for the relative estrogen reduction at this phase of the menstrual cycle, it may contrpuntally be of benefit to increase intake of those in this context.  Maria Jasmine Freeman",
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/29628/dangerous-rare-fecal-mucus,DANGEROUS Rare fecal mucus?,"During the past two months or so there has been excessive flatulence, anal discharge, and mucus in my poo. I've tried to ignore it away thinking whatever is going on will be fixed by my AMAZING white blood cells. Well I'm afraid I've maybe betrayed my body's immune system getting something that is incurable. There's some vague information out here on the net that maybe it's an infection or std. Or maybe IBS. Truthfully I hope I can remain as well as can be but this is too strange to deny knowing. Any ideas what this type of poo could mean for my health? (I don't think it's suppose to be like this.)","GERD and Heartburn , IBD , Crohn's Disease , Ulcers , Irritable Bowel Syndrome , Bloating , Ulcerative Colitis , Constipation"
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/30296/liquid-barium-oral-contrast,Liquid Barium Oral Contrast,"My doctor is 95% sure that I have diverticulitis and has ordered a CT Scan for me. I was given the liquid Barium oral contrast to take. I drank one bottle of it tonight and will be having the next bottle in the morning, my concern is about 4hrs after taking the Barium I have ended up with diarrhea. Of course the hour is late and I do not know to do? Can you tell me if this is normal or should I do something about this?",
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/29484/post-ibs-attack-fatigue-pain,Post IBS attack fatigue pain,It seems like every time I have an attack IBS c/d my intestines are painful even when taking in water for about three days. Then I cycle back to constipation as it seems my intestines then are hypomobile. Is this common or normal?,Irritable Bowel Syndrome
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/30483/colon-ct-scan,Colon CT Scan,"Hello, I'd like an internist to take a look at mt CT Scan and give me an opinion. I've received conflicting information.",
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/30802/help-asap-please,Help ASAP please,"I have recently been told I have Acid Reflux. I feel it's over now, but now I get to feeling super hungry but then when I eat, I eat very little but then I want to eat more 30 min later. Most doctors ask if it's possible I'm pregnant, and the answer is still no.",
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/30805/can-you-tell-me-why-my-stool-looks-like-this,Can you tell me why my stool looks like this...,I recently received a shot of penicillin because of strep throat and i started having strange soft stools and lots of bloating and lack of sleep because of these. I have an image of my stool if that helps.,Bloating
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/9748/hpv,HPV,My husband was recently diagnosed with HPV and genital warts. I am a recent cancer survivor who tested negative. We have not had sex for almost a year because of my radiation and chemo. Is it possible for him to be positive and me remain negative?,HPV/Genital Warts
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/9755/testicles-severed-at-5,Testicles severed at 5,"Im a 36 year old guy with no major health issues, a little bit of a Dad belly, but generally healthy. Ive been 6'5"" since 7th or 8th grade and presently could weigh from 220 to 230 lbs any given week. As a teen I was athletic and into my early 20's I stayed active. Basketball kid, I didnt hit 200 lbs till around 23ish. And im saying this because to me all of it would almost certainly mean there was no stunting of my growth. Around the age of 5 or so, i suffered an injury that THANKFULLY i have no actual memory of, just the story told to me by family members and the scar to collaborate it. I was standing on the toilet, leaning towards the sink, trying to see myself in the mirror, as i brushed my teeth. No one saw how or why i slipped or fell off the toilet, but with one screem my dad said he knew he was running towards something bad. And as he ran into the bathroom he could see me suspended, upside down, off the floor, between the toilet and sink with blood and tears streaming down my belly, to my face and then the floor. I had caught myself on the toilet paper rack (a metal hook in those days apparently) by my torn open testicles. And to this day let him tell the story, we arrived at the e.r. and he had me in one arm, and my, ""balls in his other hand."" Litteraly. He swares he'll never forget they were the most beautiful shade of dark blue hes still ever seen. Ive got the scar, and matching stories from dozens of family members so i know it happened. But ive always wondered if dad may have been a little bit scared and understandably, a little hollywood about my testicles actually being completely severed and at least for a few hours not attached to me. If he wasnt exaggerating then it means a surgeon in phx, az around 1985 was able to reattach my jewels (cuz they are in their) and since ive got a beautiful 9 year old daughter, reattach them 'right.' i cant imagine thatd be a common fix, right? Or is it? And lastly what if any effect would/could such an injury have on the full development of my testicles and penis? Because, though ive never had any confidence issues, its not exactley all proportional with the rest of my body. And the scar size in the shape of an L or a 7, depending on POV, was definitely a pull it tight and hope it holds job. My scrodem seldom hangs, and 90% of the time is really tightly snug with my body like when its cold, or accidently caught it while zipping up ur pants too fast, if you know what i mean? Does that, this, make any sense as ive told it? Because its the story ive been told for 30 years.",Men's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/9730/what-is-this-bump,What is this bump?,I recently had unprotected sex with a girl on Friday June 2nd. A few days later it started burning when I urinated and the tip of my penis looked red and irritated. I went to my Dr. and he did an urinalysis that following Wednesday. It came back clean. I then went in the next day Thursday and they took my blood to run all the STD tests there are out there. It came back negative. There is now a small red bump about the size of the end of a writing pen. Does not hurt burn or anything. I went back and he did a swab of the area and sent it to the lab. I'm waiting on the results. Has anyone out there had a similar situation? Does anyone have any idea what this might be? Thank you for the help.,"Chlamydia , HPV/Genital Warts , Men's Issues , Gonorrhea , Genital Herpes"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/9826/help-noticed-difference-in-butt-area-hemmorrhoid,"HELP, noticed difference in butt area ? hemmorrhoid ?","hi, i recently noticed when wiping after using the bathroom (#2) that sometimes a little blood would be on the toilet paper. I looked it up and think i might have hemorrhoids ? but im not sure","HPV/Genital Warts , Men's Issues"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/9841/noticed-tiny-scab-on-penis-base-is-this-std-syphilis-herpes,"noticed tiny scab on penis base,is this std?,syphilis?herpes?","hello all, sorry for my english.. i noticed tiny healed scab on penis base,i did not feel anything unusual before in this area...  those days before i noticed that healed spot i masturbated ,2,3 times per day..  I'm in a monogamous relationship for a long time and that girl is std free..  my big concern is:  10 days ago i was in contact with very very high risk girl,she maybe a prostitue or drug user,  We did not have any sexual contact,but I was touched her breasts several times over a shirt, and the skin above her breasts, with my left hand (i have peeling skin on finger,no bleeding )and she says to me , is lactating but for some reason no milk..i touched her with left hand only ,and with my right hand i masturbated myself only..When I heard this I stopped immediately and went on..  i know maybe im overreacting but anxiety kills me..so my question is:  am i in risk for syphilis ,or herpes,or maybe hiv from this incident?  my hands were dirty at this moment,and i masturbated with dirty hand,but that hand not touched her...  can i have safe sax with my regular partner,im afraid to infect my gf...  can syphilis chancre,appears in 10 days and heal on itw own overnight or two,like common cut ? any risk from hiv,i touched her skin above breasts with finger with peeling skin(pinhole cut i noticed from peeling)? thanks for all replyes!",
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/9814/yellowish-watery-semen,yellowish watery semen,"I've been relativly sexually active, but have used protection, however recently my semen has gone from a healthy white/clear thick substance to a really watery yellow liquid, it has the consistency of baby oil, there is no pain during orgasm or anything that would indicate an std. if it is possibly related to the use of rather large dildos causing any internal damage will it resolve itself on its own?",Men's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/9908/should-i-be-worried-about-contracting-stds,Should I be worried about contracting stds?,I was making out with a girl and then she starting touching herself. She then asked me if I wanted to taste her and before I knew it she put her fingers on my lips. I freaked out and my tongue touched the fluid. About a minute later I went to the bathroom and washed my lips and mouth with soap. I am scared out of my mind!,"Women's Issues , HPV/Genital Warts , Men's Issues , Gonorrhea"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/9837/i-can-t-feel-anything-during-sex,I can't feel anything during sex.,"Me and my boyfriend have been having sex for over a year. He is my first and only one. I can get pleasure from oral sex, but nothing from him being inside me. I can barely even feel him inside me and he is not small. I don't get wet or excited when we are having sex unless oral is apart of it. We have tried multiple positions and still nothing. Even before I started having sex, I would use a dildo and still feel nothing so I know its not him. Is this something I will have to live with? Is this normal or is there something wrong with me?",Women's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/9853/i-ve-been-having-sex-with-a-new-girl-for-a-few-days-now-unprotected-however-i-notice-a-small-rash-on-my-tip-i-can-t-tell-whether-or-not-to-worry-about-it,I've been having sex with a new girl for a few days now (unprotected ). However I notice a small rash on my tip. I can't tell whether or not to worry about it.,Possible gential rash,Men's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/9945/vaginismus,Vaginismus?,"Hello, I have found while having sex with my girlfriend that it feels like my penis hits a wall and had not succeeded in penetrable sex. My girlfirend had been to a gyno in between and during an examination the gyna had tried inserting a specula inside her vagina. It was difficult to insert the spacula. She had tremendous pain along with high screaming along with bleeding. It scared all the doctors also. After the procedure the doctor mentioned that she had rigid hymen and asked to follow up with another visit. In the next visit her subordinate was able to insert her fingers in my girlfirends vagina and told us that her hymen had been broken and no need of surgery. However she mentioned that it was not easy as her vaginal walls were tense. I would like to know that is the high intensity pain my girlfriend experienced normal .  Secondly does this situation rule out the possibility of vaginismus.",
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/30883/moving-feeling-stomach-not-pregnant,Moving feeling stomach not pregnant,"This is weird, it's been now about almost a year now, almost every day i get this movement with no pain at all..inside my tummy more precisely below the navel or on the side of my navel...and it feels like as if a baby is kicking...like pushing out against my tummy. I've taken multiple pregnancy tests and I am definitely NOT pregnant. I feel it more when I am laying down or on my side or if any of my clothing presses up against it.  It's ongoing, and I can't stop imagining all kind of scenarios in my head, cancer and so on. Now what's wrong with me... Does anybody know?????",
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/30903/feel-nauseous-when-laying-down,Feel Nauseous When Laying Down,"Has anyone with GERD experienced nausea when laying down? I'm okay most of the day because I'm up and doing things, but when I'm siting in bed and I lean forward or if I lay flat on my back this wave of nausea comes over me. So I've been stacking pillows behind me and sitting upright and trying to sleep that way. So far I've had a rectal exam that was normal, no blood in stool, went to a urologist today because I have had kidney stones before.I have a family history of polyps in the colon, but I get screened every five years for that and will be getting screened again soon.  Could an ulcer generate this kind of nausea? I was thinking perhaps GERD because when I would lay down, maybe the stomach acid is rising... not sure though.  Thanks for any help.",GERD and Heartburn
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/29273/stool-floaters,Stool Floaters,"Hello, was wondering if anyone can give me advice. for about a month I started having loose floating stool. it started happening about every three days and now its just about everyday the last week. been to my primary 2 times, first time he did basic blood tests checked for celiac, blood counts and did 3 different stool tests one to check for blood, 2 to check for bacteria etc. was told everything was normal. then I had an ultra sound of the abdomen and that was normal. he wants me to take a probiotic and go lactose free to see if that changes anything. I am overly worried this is a sign of pancreatic cancer. Had to push to get an appointment with a gastrointestinal dr next week. Also I am going a lot more often than ever in my life, normal for me is going 3 or 4 times a week now i'm going at least 2 times a day. No drastic weight loss, I'm not jaundice, I do have slight stomach discomfort, cramping feelings slight stabbing feelings. my primary care dr is pretty casual about the whole thing saying Pancreas Cancer does not usually present like this and I had a clean colonoscopy 4 years ago. Am I overacting or is my primary underacting?  Thanks,",
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/28805/bleeding-belly-button,Bleeding belly button,"I’m a 41-year-old male with a belly button that has been bleeding and very foul-smelling for about two months now. No fever or pain whatsoever. Surgeon is sure that it is originating from inside and skin is normal. CT scan showed nothing abnormal except a tiny fat-containing umbilical hernia. Surgeon wants to repair hernia as a first step, but nothing I’ve read online lists this as a possible cause of umbilical bleeding. Does this make sense? I’d rather not have unnecessary surgery but then if there are no other ideas I feel there’s no other choice. Any thoughts?",
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/30429/pain-when-i-breathe-in,Pain when I breathe in!,"I take 40mg of Omeprazole daily for GERD. I have no problem with GERD or heart burn, no problem swallowing, but have pain in middle of breasts when I breath in. Not all the time, off and on?",GERD and Heartburn
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/31483/blood-in-stool,Blood in stool,"2 nights ago I ate a can of Italian Wedding soup. (Likely outdated). It contains meatballs & spinach. Last night I felt like I was going to faint on the toilet, while having a BM. Over the last several hours I’ve used the bathroom 3 times and have had bloody mucous in my stool. I am having cramps but no fever and no more “feeling faint” spells. Could this be food poisoning from the soup?",
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/30729/need-help,Need help!,"Hi im a 17 year old girl and for the past week I've been having horrible nausea and stomach pain alongside diarrhea and exhaustion. this last Monday I was walking to class and got the worst pain I've ever felt in my right lower abdomen (it felt like someone had hooked a C4 to my side and blew it) adding on to my already horrible stomach pain, nausea and dirreha. I then waited 2 days and decided to finally go to the emergency room i got normal tests MY blood and Urine checked they said nothing was wrong had normal white blood cell count and that it is something viral said that I probably had the stomach flu, I left fast forward two days later still very ill my side is killing me!! I am in a lot of pain my legs hurt my head hurts and I am dead tired and burning up all the time!",
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/11329/possible-herpes,Possible herpes,I had 5 lesions on my penis for 3 weeks and had a cluster of small bumps on my shaft for 2days. I went to er yesterday and they said I had herpes immediately and I doubt that. So they prescribe me valtrex generic and the small bumps went away in less than a day. I don't think valtrex can cause the bumps to go away in less than a day from meds. I still awaiting the results but I am so nervous because I just got a new girlfriend and haven't had sex yet but I know for a fact she will dump me and it will devastate me. Any opinions please,"HPV/Genital Warts , Genital Herpes"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/9358/some-bump-like-formation-inside-the-inner-lips,Some bump like formation inside the inner lips,"Well, I am 23 years old, and sexually active. There has been a bump inside the ineer lips on the right side, not really sure if it grew, but it has been there for a while. It usually doesn't hurt and it doesn't itch, but some time it sorta pulses and hurts a bit. It only hurts during fingering or else nothing at all. I saw a doctor, but the doctors said it is just the pelvic bone. I am not really sure... Is there anything to worry about?",
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/29677/persistant-gas,persistant gas,"hello, i've been passing an abundant amount of gas. It started 5 days ago after I ate humus (which I assume is the problem). However, since then I have been very gassy and not following my regular bowel movement schedule. Im only 19 years old and my gas is so embarassing. It is a long and consistant fart. As if someone was slowly releasing the gas from a balloon. Even when I change positions, they gas continues. Please help me, I am bery worried.",Bloating
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/9413/pregnancy-chance,pregnancy chance,what are the chances of getting a girl pregnant when we had sex during the third day of her period and given the fact that she's on bc pills? is it high or low. i'm probable overthinking because i've been seeing a lot of pregnancy posts these days,"Women's Issues , Men's Issues"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/9391/do-i-have-bv-or-trich-please-answer,Do I have BV or Trich please answer,"I had sex with a new partner unprotected 2 weeks before my itchiness started. 2 weeks later my period started and a day after the first day of my period that is when the itchiness started. I really did not notice discharge because my period was on and I was bleeding, but as my period went away the itchiness became lessm but still there. Once I stopped bleeding, I notice that my discharge was watery and felt leaky. Each time I would go to the bathroom I noticed my underwear would be wetter than usual. I did not have a fishy odor. The odor was sour smelling, but not fishy. I went to the GYN and she did a pap and swab. When she was done, she told me that my discharge looks like BV and that she will know for sure when the labs come in. She prescribed Flagyl and my vagina is back to normal except for lower abdominal cramping is still there.  I am starting to have anxiety because I believe the guy I been with gave me TRICH despite the fact the gyno think it is BV. I need my labs for full proof because the GYNO was acting as if she was unsure. I told the guy about my experience and he said that he got tested last week and checked out fine(I am not sure if he was lieing or not).   Before I went to the GYN, I decided to go to the hospital to get it checked out because I was very concerned. The hospital DRs did a urinalysis and did not find anything. They just diagnose me with a itchy vagina.  Could the urinalysis pick up any STD infection that itches and should I trust the GYNO even if the labs did not come back yet.  Trich and BV symptoms are much alike. Everyhting on the internet is Vague",Women's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/9543/genital-warts,Genital warts,i was diagnosed with hpv 4 years ago by the appearance of one genital warts on the shaft of my penis. i applied acylic solution to get make disappear but it keep coming back but in the past few months multiple of them reappeared some on my testicle i have applied the solution but nothing it keep growing i don't know what to do it itches a lot i dont know what to do i haven't had sex in over a year is very embarrassing.,"HPV/Genital Warts , Men's Issues , Genital Herpes"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/9446/clogged-penis,Clogged penis,How can I unclog my penis,Men's Issues
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/28415/mysterious-flu,Mysterious flu,"Hello,  I have been getting what I call my ""period flu"" every month, and recently even more frequently than that. It starts before or during my period (but not in the last two months.) I get a cough, reduced sense of taste and appetite, diahrea, slight fever, intestinal issues, nausea, and sometimes vomiting. I am considering going on birth control to get rid of the symptoms (hopefully.) No, there is no possibility I am pregnant, this has been going on for longer than 9 months and I'm tiny, plus I never miss a period. This started when I began using a cup instead of tampons. I quickly stopped because I would get sick every period for the first couple days. I chalked it up to pressure on my cervix, and never being able to learn to properly apply the cup. So for pretty much this entire year I have been using tampons again. Recently, my ""flu"" has been much worse, and I've been sick 3 times since September. The symptoms last one to two days max.  I have had giardia, almost 3 years ago. I never got tested after my medicine to see if I was free, but the signature sulfur burps and farts are gone. So is the liquid diahrea that seemed to be undigested food. So I'm pretty sure it's not giardia, but I will get another test done to make sure. I'm tereified it might be something worse. Probably not TSS because I've never needed to be hospitalized. I have not ever had an all inclusive std/i test done, but my paps smears onky ever turn up bacterial infections likely caused by ph imbalances. I drink kefir to help my probiotics. Another posibility is maybe cancer (haha laugh at me all you want, my left tonsil has been swollen for like 5 years, after an episode of strep, the doctors wouldn't take it out because I was too old.) I have no known allergies, and no one in my family is allergic to anything, except my aunt to foods in the broccoli family. I don't have the conviction to keep a food diary, I have tried so many times. I could never say whether the symptoms hapoen after certain foods. I eat grain and dair basically everyday. I've thought maybe a hole in my intestines, but I'm sure sepsis would hospitalize me, so probably not that either. This is VERY long term. Please give thoughts, comments, personal experiences, or anything else you'd like to add. Thank you for enduring this long post.","GERD and Heartburn , IBD , Crohn's Disease , Ulcers , Irritable Bowel Syndrome , Bloating , Ulcerative Colitis , Constipation"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/9473/i-was-diagnosed-with-trich-and-i-do-not-feel-like-living,I was diagnosed with Trich and I do not feel like living,"Hello,  I broken up with my EX fiance of a year and to bask in my freedom of being a single woman I decided to hook up with someone in a relationship. I stupidly hat intercourse with him without a condom. (pull out). Everything was normal until 2 weeks after I started my period I developed a itch. I thought that it was a yeast infection. When it went away the itch was still there and I had super watery discharge with no burning. I also mild cramps. I went to the gyn and she told me that it looks to be BV. My labs came back today and it was trich.  I asked the guy I had a one night stand with about and he keeps saying he tested fine and his gf is also OK. I am not sure if I was misdiagnosed. I did not have the green discharge or a frothy discharge  I feel like killing myself. My world has been shattered. Not. Only did I just ended a horrible relationship I caught a std in a one night hook up due to my poor mistake. I am so afraid to test for other infections because I may just be positive for those",Women's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/9633/risk-of-hiv-infection,Risk of HIV infection?,I got sick at work and I used a public toiled and a large amount of water splashed into my eye. I work at a hospital with a large HIV treatment clinic and the patients use the same bathroom. What is the risk of HIV infection from this? I did flush before I used if that makes a difference.,
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/30184/rectal-bleeding,Rectal bleeding,65 year old female started rectal bleeding one month ago. Reason ?,
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/30012/gallbladder-removed-diet,gallbladder removed diet,"Hi  I had my cholecystectomy 7 days ago, all ok so far please can you tell me if you modified your diet in any way to help recovery, I am eating healthy, low fat, no red meat, veges would digestive aids like lecithin help ?",
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/29964/stomach-pains,stomach pains,last night i started having some stomach pains that made me feel like if i moved i would throw up. i made it through the day with minimal pain but had a few stomach pains throughout the day. the stomach pains also came along with fatigue and headaches. about 20 minutes ago i began having sharp pains in my right side lower abdomen. not really sure what this could be... i started a new medication last week but was unsure if that could be the cause.,
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/29798/heartburn-and-gas,Heartburn and gas,"I've had heartburn and I guess reflux for a few months, well since March to be honest. I get gas, hiccup once or twice (small ones) and then heartburn. I'm trying to figure out if it's certain foods etc so am doing a food diary, but food and drinks can set it off, sometimes an hour or so after food.  I'm not looking for a diagnosis as I have a gastroscopy coming up but I would like some advice on things that might help it etc.",GERD and Heartburn
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/9449/small-penis,Small penis,Hi I'm 20 years old I have a small penis and I was wondering is there anything I can do or use to grow,Men's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/9708/hard-painless-lump-inside-anus,Hard painless lump inside anus,"Hello there, my question is quite embarrassing.  My anus area used to get extremely itchy about a year ago and a couple of weeks ago I've started feeling a small hard lump around my anus it has a bigger head on the outside and it extends to the inside where it gets narrower. It's about half an inch long it has a similar color to my skin and it's painless and not itchy. I'm really worried.",Men's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/9429/two-consecutive-days-of-sex,two consecutive days of sex,is it safe to have sex a day after the first one? even when still the vagina is still sore?,Women's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/9072/is-my-partner-pregnant,Is my partner pregnant?,"last night, me my partner had sex for the first time and i'm curious if i got her pregnant, or will there be any chances given the following conditions: - i penetrated her partially - about an inch or two - because her vagina seems to be too tight and I can see that it's painful for her - i did not ejaculate inside during the penetration, but i have ejaculated twice beforehand  - she's on pills - her period is in 5 days","Women's Issues , Men's Issues"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/9218/chlamydia-and-divorce,Chlamydia and divorce,"I am a 32 year old male, my wife and i have been together for 5 years now, i have been 100% faithful to her and she is the only sexual partner ive had in 5+years. Before i met her i had several partners throughout my life, occasionally unprotected. I did not get tested before i met my wife and i hadn't showed any symptoms. We have a 8 month old son and she's pregnant again. She got her first pap smear done and testes positive for chlamydia. Everyone including her doctor is telling her she must have contracted it in the last 3 weeks so now she thinks ive been unfaithful and i have no positive way to prove my innocence. Can this be something ive carried for a while and it just didnt show up in her until now? My marriage depends on it. Please and thank you",Chlamydia
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/9252/possible-chlamydia,Possible Chlamydia,I made a mistake and had protected sex with someone else other than my wife. About 1 1/2 months after I started to feel discomfort in my prostate area. After almost two months this disappeared but I now have burning while urinating at the tip of my penis and also slight redness and discomfort at the tip. No other symptoms. No bacteria found in urine culture and wife does not currently have any symptoms. Could I have chlamyida?,"Chlamydia , Gonorrhea"
