disease,postLink,postHeading,postContent
Opiate Dependence,https://www.drugs.com/answers/suboxone-help-hurry-449708.html,Suboxone help & hurry?,"I go to my suboxone doctor this afternoon. I have smoked pot and don't want it to come up in the test. I have clean pee from someone and they don't take suboxone, if I put a peice of suboxone in the pee will the suboxone show up in the pee? "
Opiate Dependence,https://www.drugs.com/answers/medication-suboxone-taper-for-oxy-dependence-it-482947.html,Medication - Suboxone taper for Oxy dependence...it does work! I'm 29 & have been on oxycodone 150mg,"... + daily for 5 years due to a spinal injury. So sick of feeling the Oxy rollercoaster that I decided to quit opioid treatment w/a ""quick"" suboxone taper, using 2mg strips. I took 8 strips (16mg) for the first 2 days, then 4 strips (8mg) for the next 2 days, went to 2 strips (4mg) for 2 days, then 1 strip (2mg)/2 days, 1/2 strip ((1mg)/2 days, then to 1/4 strip (.5mg)/2 days & then did a day off & a final 1/4 strip to complete the taper. 17 day total detox. Mild to no w/drawl. I took B6 vitamin, L-Lysine & wide spectrum vitamin in the morning. Over the counter sleep aide at night. Lots of fluids. If you're suffering w/pain ask your doctor about Sprix. Brand new non-narcotic pain reliever. It's a nasal spray that works instantly. If I can do this you can too! You have to really want to be off the meds & tolerate some discomfort, but it will work. Best of luck! "
Opiate Dependence,https://www.drugs.com/answers/is-there-a-pill-other-than-a-regime-of-suboxone-i-477155.html,Is there a pill other than a regime of suboxone? I want off all pills!?,"I've been addicted to perc's for bout 3 years now. Started @ the 5 milligram ones, to the teens and 30's and quite alot of them in a day. I don't want them anymore but cannot handle the withdraws. I get suboxone off the street to handle myself when don't have the other. A lesser of two evils I suppose. However, even now, mainly taking the subs more often than the perc's, I still have the same hardcore symptoms if I even try to go without taking part of a sub. I hate pills really, from coming from a family of this exact addiction I guess I thought u really didn't become dependant on them... just didn't want to stop. I was wrong and now dealing with the reality myself. My question boils down to this- is there a one time pill u can take (maybe for a week tops) that could and would totally rid u of having to take suboxone over an extended period of time? It's a vicious cycle I go through. If I can't find any sub's, I go back to perc's and the nightmare continues. I don't even want to take the sub's, but in order to function as a human, mother, wife, employee, part of society... I need to. Is there another way to just shake this monkey off my back with just one swift kick? Probably not for I've looked @ numerous sites already... but maybe this one might give me more hope??? Thanks "
Obesity,https://www.drugs.com/answers/started-lexapro-wellbutrin-major-depression-3160699.html,I just started Lexapro and Wellbutrin to help for major depression. Anyone else on this combo?,"I was on 60mg of Cymbalta and 5 mg of Abilify for major depression for many years. I am a 49 year old female and hated the weight gain from the Abilify. Many years ago I was on Lexapro and it did wonders for my major depression but it pooped out after about 14 months. I was also on Wellbutrin and can't for the life of me remember why I stopped taking it because it, too worked wonders for my major depression. Recently, someone told me about augmenting the Lexapro with the Wellbutrin and the combination is worthwhile. Since I am older and going through hormonal changes, even my gynecologist suggested this change so I spoke to my psychiatrist and we did the change. Its only been a week now as I weaned off the Cymbalta and am going on to the Lexapro on Wellbutrin (both generic). So, I am now on 10mg of Lexapro and 150 mg of Wellbutrin, going up to 300 mg of Wellbutrin. Is anyone else on this combination of Lexapro and Wellbutrin? How long before I should feel the effects of the 2 drugs together? This has been a tough week going through the changes of the drugs and I am going through a very tough time in life watching my mom suffering from a rare degenerative brain disease so that isn't helping my major depression! I just want to know if this combination of Lexapro and Wellbutrin has helped anyone else?? THANK YOU SO MUCH. "
Obesity,https://www.drugs.com/answers/depression-i-have-bipolar-since-1994-i-have-been-335336.html,"Taking Wellbutrin for bipolar depression have uncontrollable anger. I am scared, is this normal?",Depression - I have Bipolar since 1994. I have been to the clinck 3 times since I was diagonised.I am now taking Wellbutrin XL300. I have uncontrallable anger at work and at my husband. I am scared. Is this normal. I started taking it in July this year with stabaliser and sleeping tablet. On weekends I drink and there is no problem 
Obesity,https://www.drugs.com/answers/effexor-xr-venlafaxine-weight-gain-loss-2932056.html,Effexor XR - Venlafaxine and weight gain/loss?,"Hi there Mi have been on sertraline for 2 years, I have just weaned off them on the advice from the doctor and she has prescribed me venlafaxine. I was wondering if anyone had experienced weight gain or loss with this AD? Sertraline caused a huge weight gain and ideally I want an AD that isn't known to cause weight gain. Any advice would be much appreciated. Thanks. "
Obesity,https://www.drugs.com/answers/levothyroxine-bad-3143208.html,Is levothyroxine really that bad?,"Hi, A week ago I was diagnosed with hypothyroidism after suffering ridiculous health issues for the last 18-24 months - tiredness, stress/anxiety, mental slowing, weight gain, stomach issues, constipation (if not the complete opposite!) constantly freezing cold, muscle aches and pains and generally just feeling miserable. I've fought my GP for blood tests throughout this time as they initially kept trying to tell me I was suffering depression and trying to get me on anti-depressants. I kept refusing because I know my body and I knew there was something else to it all. After finally getting bloods tested my TSH was 62.4 (VERY high!) and my thyroxine levels 4.8 (VERY low!) - hence immediate diagnosis and prescription of hypothydroidism and levothyroxine.  I've been prescribed 100mcg pills to start with a blood test scheduled for 8wks later to test again and work out next dosage stage from there. In the mean time I've been reading many online articles and sites about levothyroxine and it's affects on various people and I have to say I am now absolutely scared to death of being on this medication (but appreciate I cannot stop taking it as that would also be disastrous). I'm trying to give it time - I've only been on it 1 week and I am really not sure yet whether it's doing me good or not. Surely it's too soon to tell? Yet I have read reviews from people saying it caused them massive weight gain, nausea, headaches, major cramps and muscle pain, brain fog, terrible hair loss and fatigue worse than ever.  I would question whether those people are sure it's the levothyroxine causing all this? Have they given it enough time to regulate in their system? Is it not just the normal symptoms of under-active thyroid they are experiencing only now they are more aware of it and perhaps looking to blame it on the drug they are now taking? Is it that the levothyroxine is speeding your metabolism therefore your appetite is bigger and that's why weight gain happens? Are they eating carefully and managing exercise etc or just eating more? I just don't understand how a pill designed to replace a hormone your own body can't produce (which is supposed to help you) can really be so horrific to take? I appreciate there are listed side effects with levothyroxine including hair loss etc but all in all my GP tells me this should make me feel like a new woman. But all these reviews have me petrified it's going to make me worse and a long road of exploring alternatives might be ahead of me. Does anyone have anything good to say about vevothyroxine? :( "
Osteoarthritis,https://www.drugs.com/answers/how-long-are-etodolac-pills-safe-to-use-after-204421.html,How long are etodolac pills safe to use after expiring date?,also need to know about gabapentin after expiration 
Opiate Dependence,https://www.drugs.com/answers/second-day-into-suboxone-treatment-143148.html,Second day into Suboxone treatment?,"Hello, I'm day two into Suboxone treatment in an attempt to kick a moderate Hydrocodone habit. I'm working with an addiction specialist in whom I have a tremendous amount of faith. I debated heavily on whether and when to start Suboxone, and decided it was time when I couldn't sleep and was in the throes of sweats, chills and aching joints. In all honesty though, I never rated myself higher than an 11 on the COWS spreadsheet. After reading numerous accounts of Suboxone induction on this site and others, I decided to start with 1mg instead of 2mg as prescribed by my doctor. 1mg was sufficient to reduce my physical discomfort to zero for about 10 hours until my withdrawal symptoms returned. At that point, I took another 1mg and 0.5mg an hour later. This 2.5mg proved more than enough for my first 24 hours and beyond. I'm in contact with my doctor. He's suggesting a full 2mg to start each day, and another full 2mg every 3-4 hours if physical symptoms return, with a target of 6-8mg per day. Despite my respect for and faith in my doctor, this seems excessive to me considering my success which much less than that. My question to the Suboxone community: am I going to end up worse off if I don't start on a higher daily dose? I want off of Suboxone as soon as possible, but I don't want to end up with my previous pill habit either. From what I've read from Robert_325 and others, the less I start on, the sooner and easier it will be to taper off. I guess what I really want to know is if I should I listen to my body or to my doctor? Thanks in advance. "
Obesity,https://www.drugs.com/answers/difficult-prescribed-desoxyn-through-whole-list-550029.html,How difficult is it to be prescribed to Desoxyn?I've been through the whole list of meds for add?,"The one that I've found to do ""best"" for me is adderall (generic) over ritalin n vyvanse. I'm also on Provigil because I'm so extremely exhausted all of the time. I also suffer from obesity, insomnia and bipolar among many other things (figures on the insomnia-dead tired but still can't fall asleep).I would like to be able to take less meds and feel better. "
Osteoarthritis,https://www.drugs.com/answers/diclofenac-sodium-gel-3-3441244.html,What are all uses for diclofenac sodium gel 3%?,"I picked up a script today for the above. It is supposed to be for arthritis pain in knees, but on the box, the pharmacy label and monograph it says for ""actinic keratosis"". Can anyone tell me why? Pharmacist said it is definitely used for arthritis pain. "
Opiate Dependence,https://www.drugs.com/answers/when-should-i-get-off-suboxone-now-that-im-9-1-2-352958.html,When should I get off suboxone now that I'm 9 1/2 weeks pregnant?,"I'm a former opiate user and found that suboxone helps prevent me from relapsing. Only been on subies a lil over 2 weeks now and life is bareable now; however I don't want to put my unborn child in harm altough it's class c, there are still possibilities of withdrawal for baby. Should I take chances and get off subies since I haven't been taking them too long? Or are the risk taking subies better than the risk of me relapsing on opiates! Other meds I'm on during pregnancy are lexipro 10mg and very seldom clonazapam 2mg only if I feel as if I'm about to seize cause do have seizure disorder. Dang, listing all my problems don't seem as if I should be having baby in 1st place:( "
Opiate Dependence,https://www.drugs.com/answers/i-need-help-detoxing-off-subutex-418164.html,I need help detoxing off subutex?,"I found a place in Miami Fl. called The Summerhouse and they use a special ""cocktail"" to ween you off the subutex (that I've tried so hard to get off of). I think there is a small amount of vicodin in the cocktail which makes the detox much easier and they do not let you leave on any opiates. I need to find out if this is a good place and I don't know how to do that. Their site looks real good and I spoke to someone who works there (most of the employees are recovering addicts that's why they understand and try to make your detox as easy as possible but you still have to do the work by going to NA, AA, therapy, yoga meetings everyday). I just wish I knew someone who went to this place. I can't do the cold turkey method. I just get too sick and too anxious. It's so terrible that I can't even describe how terrible it is and I only take 3 mgs of subutex a day. Today is my 45th b-day and my Mom is all worried about me going somewhere if we don't check it out, plus my Mom is very, very depressed and anxious since my Dad passed away a little over a year ago and I'm trying to help her too. I took her to a psychiatrist yesterday and he upped her zoloft dose to 100 mgs before bed and gave her .5 mgs of klonopin to take 1 before bed and 1 in the morning and today she is more depressed than ever. I don't think the klonopin is good for her so I told her not to take it anymore. She will not go to a therapist either so I don't know how to help her. What a nightmare. If anyone knows of a good place that can help me I would really appreciate any advice. Thank you so much. Larsy "
Opiate Dependence,https://www.drugs.com/answers/my-suboxone-withdrawal-diary-352728.html,My Suboxone Withdrawal Diary?,"Well, I have seen a few people post their experiences with sub w/d. I figured I would start my own. I've been on subs for a year. I decided to stop and took my last dose, or so I thought, on Xmas day. I got to day 5 and wound up taking some subs for the next 4 days. I did small doses, but the fact of the matter is I was weak and should have never had subs there to take. So now Im on day 2 again. I got rid of my subs, and Im ready to do this. I should add that this is not my first time quitting subs. I was on there for 2 years and quit cold turkey. I stayed off of them for a year then went right back on them. I have been clean from opiates this entire time. I never had a relapse... since March 2008. I dont know what possessed me to go back on the subs, especially since I wasnt even taking narcotics. But I did, and now here I am. So I will keep everyone posted on a daily basis and let you know how Im doing. Please feel free to email me if you want to talk. I know I will need support to get through this, and I hope I can offer support to someone else going through it.  Day 1 I didnt feel any different than usual. My anxiety level was a little high because I know what is in store for me. No w/d symptoms at all. Slept fine except for being up and down all night going to the bathroom. Something seems to happen to my bladder when I quit subs. Guess its just my body getting back to normal. I drank extra water too because I know thats good for w/d. So nothing major to report for day 1... but we all know about the half life. Day2 Im very tired today. I feel like I could go to sleep if I tried. No restless legs yet. I have that feeling in my gut... like there is a brick sitting there. Im sure you know what I mean. Anxiety is worst than yesterday. No chills yet, but I am very sensitive to the cold. Being outside was quite uncomfortable since its about 30 degrees. I ate a good breakfast and am drinking plenty of water. I just got done eating lunch and it doesnt seem to be agreeing with me. So there arent many w/d symptoms yet... but I dont kow what tonight will be like. Im trying SOOO hard to stay positive but its not very easy. The thing I dread the most is the insomnia. I dont have any type of meds to take to ease the symptoms, so Im doing this cold turkey with no help. I do have tylenol 3's but they havent helped me in the past. Im not regretting getting rid of the subs yet. Im ready to do this and I know I can do it. It helps alot that I have a wonderful husband that waits on me hand and foot... so I am lucky there. He also knows what its like to go through w/d, so hes very sympathetic. The most important thing is to have someone to talk to. Well, I will report again tomorrow and let you know how day 3 is going. "
Opiate Dependence,https://www.drugs.com/answers/suboxone-to-vicodin-to-suboxone-how-do-i-switch-322017.html,Suboxone to Vicodin to Suboxone... How do I switch?,"Okay, so I've been on 16mgs of Suboxone for about 10 months now coming from a 4 year OC/Morphine addiction. Everything has been going well until I got diagnosed with a herniated disk and prescribed Lortab 10/325. So I waited about 8 hrs after my last subxone dose before I took any Vikes and after 30mg through the day I felt nothing. Well the next day I started feeling withdrawal symptoms pretty bad. Well to make a long story short, I ended up taking 80mg or more of the Vicodin to chase away the detox. And now its the 3rd day and im still feeling detox symptoms. Why is this happening!? My dr. said i could take as little as 5mg of Vicodin a day and not have any withdrawals from the subs. Either way Ive had it with all this and dont want to risk a full blown relapse so im going back on the Subs today. I need to know when it will be safe for me to take my 1st dose. My last dose of Vicodin was at like midnight Monday morning. Now its 11am on monday. When it comes to switching from morphine to subs im like a pro cause ive done it so many times. But never from Vicodin to subs. I just dont want to go into premature withdrawal or forced withdrawal from taking the subs too soon. Can anyone help me out? Thanks. "
Osteoarthritis,https://www.drugs.com/answers/allergic-tylenol-codeine-sleep-very-hyper-lower-1474677.html,Am I allergic to Tylenol with codeine? I can't sleep get very hyper and my lower right side hurts?,Should I stop taking them? I have arthritis in my neck. 
Osteoarthritis,https://www.drugs.com/answers/good-supplements-counter-act-joint-pain-taking-954033.html,Are there good supplements to take to counter act joint pain while taking arimidex?,I have been taking arimidex for a little over a year and would like to know what kind of supplements in addition to exercise help with side affects... Also have having issues with red lines on face? Do you think it could be related to arimidex? 
Osteoarthritis,https://www.drugs.com/answers/you-fibromyalgia-osteoarthritis-myo-pain-syndrome-784258.html,"I need help from some of you who have fibromyalgia, osteoarthritis, myo pain syndrome, chronic pain?","For years I have suffered from all of these plus more. Last Oct I found what I thought was a boil or pimple on my head where 3 years earlier I had a cyst removed. So I messed with it and a suture about 1/2 in popped out! I then thought all was good and that it would heal well it didn't! I kept messing with it cleaning it etc and it wouldn't heal! This is where im not sure what happened. I started getting extreme pain in my bad hip. Things got worse and I took 4 ambulance rides to the ER and they kept sending me home. After the last er trip they decided to keep me and run tests. What happened was I had a staph. Infection that settled in my hip. They took me into surgery to clean out my infected hip. Then I was sent to a nursing home for 6 weeks for antibiotic IV treatment. I came home on Dec.1st but still wasn't able to walk or even bend my hip! The x ray of my femer bone looked like a 3 leaf clover and it was totally fused together. On June 4th I finally got a total hip replacement! Now I can walk like new! Ok, here is my new problem, my Achilles tentons on both legs keep hurting so bad that after I sleep im having problems walking. The pain jumps from heal to heal then sometimes I have no pain! I also have knee and other side hip pain and ankle pain and extream lower back pain. Im still on the same pain meds that I have been on for the last 10 yrs. I have waited 12 yrs for a new hip because of my age. Is it the FM the myo or the chronic pain, the osteoarthritis of maybe something new? My meds are 80 mg OXYCONTIN and dilaudid 4mg for break thru pain, 800 mg Motrin, and thyroid meds oh and valium 5mg. I forgot, I also have ddd and djd. ANY HELP WILL BE MUCH APPRECIATED!! "
Osteoarthritis,https://www.drugs.com/answers/long-forteo-system-3189713.html,How long does it take to get Forteo out of your system?,"Client taking Forteo almost 2 years and having severe joint pain, dizziness, heartburn among other Forteo listed side effects. Pain pills give no relief. Very sure it is the Forteo, due to calcium elevation and other lab results (negative and positive). How long after Forteo discontinuation will she get relief? "
Osteoarthritis,https://www.drugs.com/answers/medication-10-325-percocet-chronic-pain-whiplash-671947.html,"Medication - I am on 10/325 Percocet for chronic pain for whiplash, OA in my neck and other painful?","... symptoms after an injury at work. I've been taking it for about 3 weeks. Before this I was taking 10 mg Lortab for several months. In the past two weeks, I've been very fatigued. I do have bronchitis and VERY stopped up ears but I haven't felt any better after 11 days of it. I would think I'd be feeling better by now. I take the Percocet every 6 hours as needed. Until I got bronchitis, I only took two a day but now I'm taking them on schedule because they suppress my cough which is terrible. I can't handle the coughing fits and taking the Percocet every 6 hours really really helps. Anyway, I feel extremely fatigued. I have zero energy that sleep doesn't help at all plus I cant sleeo more than 4 hours at a time anyway. Is it the bronchitis and stopped up ears even after 11 days? Or is it the opiod meds? I've been feeling so bad that it scares me. I've been having lots of anxiety to the point to where I feel really spacey which I always experience when I get bad anxiety, ive done that since I was a child, i get a very scary feeling like everything is a dream or something. The Dr's have said thats a symptom bad anxiety amd its the most horrible feeling ever. o dont have any mental problems other than depression (off an on) and anxiety, I function normally and nobody would ever know if I didn't tell them because I'm really good at hiding it. But could the spaciness also just be from my ears being so clogged up? I'm just a mess. I just need some answers. My Dr is amazing but it seems like when I see her she's just in a hurry and just wants to give me medicine. Oh, I also take Lexapro 15 mg a day and Ativan as needed. I don't take the Ativan near the same time as the Percocet, I either do one or the other or give some time in between so it's not that. Im feeling depressed right now but not as bad as I have in the last, yet. Im so scared of getting badly depressed again, Im terrified yall. Thank you in advance "
Opiate Dependence,https://www.drugs.com/answers/i-am-interested-in-switching-from-the-fentanyl-298775.html,"I am interested in switching from the fentanyl patch to oxycontin, can anyone help with dosage?","I have been on the fentanyl patch for a few months now, and it seems that no matter what the strength, the patch only lasts about 24 hours for me. I am already up to the 75 patch, with still no difference. My doc mentioned methadone, which I really don't want to do.  I was thinking about switching to oxycontin, but last time I tried that, my doc only gave me 40 mg every 12 hours, which was not even near strong enough. So I was thinking about going back to my doc with the exact dosage of oxycontin I want, and just being really firm about it. The fentanyl is just not working, and I really don't want to do methadone. The only thing is I know my tolerance is really high right now from the fentanyl, so it has to be a pretty strong dose. I was thinking about 100mg oxycontin every 8 hours, with oxycodone 10/325 every 4 hours for breakthrough. Does this sound reasonable? "
Osteoarthritis,https://www.drugs.com/answers/meloxicam-half-life-effect-mobic-mobic-710953.html,Meloxicam - what is the half-life effect of Mobic AND can Mobic be taken just once or twice per?,... week??? 
Opiate Dependence,https://www.drugs.com/answers/withdrawal-smoking-cigarettes-increase-wd-symptoms-532015.html,Withdrawal - Does smoking cigarettes increase your WD symptoms?,I saw someone on here say that smoking cigs increases your WD symptoms. I have never heard this. Is this true? 
Vomiting,https://www.drugs.com/answers/vomiting-after-taking-ortho-tri-cyclen-2301536.html,Vomiting after taking Ortho Tri Cyclen?,"I have been on Ortho Tri Cyclen for almost 2 months. On the second to last day of the 3rd week's pills (dark blue), I vomited about two hours after taking the pill. I have taken all of the pills at the exact same time every day and have never missed one. Earlier that day, I had a condom break. My partner did not ejaculate (or even come close) when he felt the break and pulled out. We did not continue after that. Now, we had had sex earlier that day and he did finish, but the condom did not break. I am now on day 3 of the placebo and have not started my period. I am wondering if this is normal or if I could have gotten pregnant from residual sperm from the previous encounter. "
Opiate Dependence,https://www.drugs.com/answers/i-just-started-taking-suboxone-a-day-and-a-half-55309.html,I just started taking Suboxone a day and a half ago and i think my dose is too high (8mg twice a?,"... day) i was taking 7-8 10mg hydrocodone/oxycodone pills a day on average maybe alittle more at times for 3 years... on monday at 7:30 pm i took my first 8mg Sub and it took away all my withdraw syptoms (withdrew for almost 30 hrs) and i felt great but after awhile around midnight i was sweating and having trouble sleeping it just felt like yeah this stuff might be too strong so yesterday at 3 pm (i still felt pretty good but wasnt sure if i should miss a dose) i took half a pill 4mg and i had alittle bit of a cold sweat annd clammyness but no w/d symptoms at 9:30pm last night i tried 6mg to see how that felt,i just want a comfortable dose but i can't tell if i'm feeling this way bc i'm in the 1st couple days onn the sub and i'm just not use to it or if the dose is just kicking my ass,,i'm up right now bc i keep waking up after a couple hrs of a stupor like sleep real suddenly and sweating my ass off... I would appreciate any advice my dr just wrote the script and kinda sent me on my way with no real dosing advice,and i'm not sure about 8mg twice a day,would 4mg in the morning and 4mg in the evening be best?please help,thanks in advance. "
Osteoarthritis,https://www.drugs.com/answers/testing-positive-benzodiazapines-oxazapam-oxazapam-665652.html,"Why an I Testing Positive for Benzodiazapines, Oxazapam if I have not taken Oxazapam?","49 yo F with Chronic pain due to Osteo arthritis. My Doc had me on Percocet 10/325 and just did a UDS and I came back positive for Oxazapam! The cut off for this drug says 75 and my level was 76. I am also prescribed to Fluvoxamine, Cyclobenzaprine, Hydroxazine, Omeprazole, Atorvastatin.and Triam. I also use some herbal remedies such as Black Cohosh and some little towelette things i came across in the drug store to help you cool down when having hot flashes. They contain Witch Hazel, Aloe Vera Amica, Sea Weed, Chamomile flower, Lemon peel Red Clover, St Johns Wort, Evening Primrose, Wild Yam , Tea Tree, and also Black Cohosh.  My Doc has sent me an E mail telling me they will no longer write my Rx for my pain medication but will refer me to Pain Management Facility. My levels for my pain meds came back all consistent with my dosage but this other crap I did not take! "
Osteoarthritis,https://www.drugs.com/answers/what-is-meloxican-for-417284.html,What is Meloxican for?,
Osteoarthritis,https://www.drugs.com/answers/i-would-like-to-know-if-anyone-else-always-runs-366500.html,I would like to know if anyone else always runs low temperatures?,"My normal is about 94.5 to 95.5. I have severe osteoporosis, osteoarthritis,2 failed low back surgeries with pain down the hips & legs, allergies to meds & enviromental, asthma,Scoliosis, vertebraes have compression fractures, Had a hysterectomy at 21, gall bladder 10 years ago. I know there's more, but I'm so tired can't think tonite. Take Methadone & zanax, atenelol for heart, & astelin, benadryl for allergies & to sleep & Forteo for bones. In pain constantly, but trying to go without the meds. I need to know about the hypothermia thing. From what I've read on other sites, it could be causing my fibromyalgia(I forgot that one) & other problems! Whom do I believe? And what do I do? Help? All comments taken, please? I also take Prilosec for Gerd, & 2 Excedrin just to get out of bed in the AM. "
Osteoarthritis,https://www.drugs.com/answers/hepatitis-c-chronic-i-have-to-be-on-pain-69390.html,"Hepatitis C - Chronic - I have to be on pain medication, what is safe to take?","i am on percocet 10-325 for disk disease , joint pain and it travels through my body from my neck "
Opiate Dependence,https://www.drugs.com/answers/can-neuropathy-cause-itching-346300.html,Can neuropathy cause itching?,"I have neuropathy in my legs from a back injury. I've had pain, swelling, muscle jumps, twitching, burning, feels like bugs running up and down them, etc. I've never had itching though - and there is no rash. It feels like neuropathy in that I can't get to the itch to scratch it - it feels DEEP down inside. Can neuropathy cause itching? "
Osteoarthritis,https://www.drugs.com/answers/anyone-instaflex-osteoarthritis-601752.html,Has anyone tried Instaflex for osteoarthritis?,
Osteoarthritis,https://www.drugs.com/answers/generic-brand-cymbalta-experiencing-diarrhea-day-3444675.html,I am on the generic brand of cymbalta and have been experiencing diarrhea during the day and night?,I've been on it for 1 month. Will this ease up? I'm pretty miserable! Thanks for your time. 
Osteoarthritis,https://www.drugs.com/answers/you-lyrica-cymbalta-3408006.html,Can you take Lyrica with Cymbalta?,I would like to know if Lyrica and Cymbalta interact with each other? 
Osteoarthritis,https://www.drugs.com/answers/fosamax-anyone-experienced-severe-fatigue-fosadex-3402503.html,Fosamax - Has anyone experienced severe fatigue with Fosamax?,"I have osteoporosis, I have been on Fosamax for 6 weeks. I have muscle aches and joint pain which I can handle. I am having terrible fatigue with this. I sleep 7-8 hours at night and now have to take a 2-3 hour nap to make it through the day. Not sure if it is the medication or not but I know that up until I started taking it I was active with yoga, walking and jogging and now all I want to do is sleep. I also have put on extra weight. "
Opiate Dependence,https://www.drugs.com/answers/subutex-anyone-ideas-explain-anxiety-accompanies-540673.html,Subutex - Does anyone have ideas on trying to explain the anxiety that accompanies this drug?,"Well another new guy folks, just found this site (recommended to me by my counsoler) and have found it to be very helpful, Thank you in advance for any help you may be able to offer. I have just started taking subutex this week, been on it for three days. I was moderate/heavy abuser of oxys and hydros, for almost 15yrs. I have a pre-existing diagnosed anxiety condition. Several years ago I found that the pills got rid of my anxiety and gave me a great deal of pep... I was hooked instantly.  I have tried several ways to get clean and have opted for this avenue. I have been with the same girl for 4years; I was clean for the first 2 years and went back out about 18 months ago. My doctor is strictly above the board. My girlfriend is totally behind me going through this form of detox. She has been with me to see my counselor and my Sub Doc. In fact to be sure that I am taking the medication correctly she is giving me my dosages. She has seen me at my worst dope sickness, so understands my disproportionate anxiety that is associated with the withdrawal.  But what I am having trouble with is expressing to her this early out how anxious I get when getting ready to get my next dosage. She thinks a couple of hours between getting my meds is no big deal. Now I am sure in short time I will get my schedule set so that it is not as big of an issue but for now, how can I get her to relate to the stress taking that next dose cause just the unsettling feelings that start an hour or two before my next dose. She is (understandably so) of the opinion I am over just ""drug seeking” when I cannot pin her down on a time to pick up my next dose? I am not sure how it is for everyone else but, I start to get really anxious this early in waiting to get the next dose, the heavy dts are just so fresh I just want to be as far away from that feeling than I can. Still better than the alternative, I just want to know if anyone has any ideas of how I can get her to understand what it’s like. I may not be making any sense but she has been so good to me I just want her to know I am not trying to get the high just stay away from the crazy anxiety!! bcjjzs "
Opiate Dependence,https://www.drugs.com/answers/i-just-found-out-im-5-wks-pregnant-im-on-zoloft-474143.html,"I just found out Im 5 wks pregnant. Im on zoloft, adderrall, and subutex. I was on suboxone but wh?","He said it was just lawyers trying to make $, and I can keep taking it. But, im not so sure. Also, I am worried about not bein able to stay on my meds. Does anyone have any concrete info on these meds during pregnancy? "
Opiate Dependence,https://www.drugs.com/answers/have-a-2-g-a-day-herion-hab-want-to-get-clean-how-469778.html,Have a 2 g a day herion hab want to get clean how long do I wait to take suboxin Nhow much do I take,"im 27 year old male with two kids i was in a bad accident so i started off with pain meds that eventually went to meathadone, Diaiudid and xanax. the last time i have used was at 12;00 pm i have only been taking xanax im scared cause the last time i took subtex i waited twelve hours and i still got sick my habit is bad and i use every four hours usally so im just looking for some intel on what i should do and will this med work with cravings and sickness thank u for all ur input and help jgod bless ;) "
Opiate Dependence,https://www.drugs.com/answers/about-any-doctors-being-able-to-write-bupe-sub-465444.html,About any doctors being able to write bupe/Sub scripts?,"Hello Everyone, I felt like I just had to make a separate question/post about this. I mentioned it in 2 other places but this could be important to a lot of people. Especially folks who live where docs are scarce and Sub docs even more scarce. I have read where some people have to travel 50 miles or more to see a Sub doc.  I don't want to say any names, but someone on another board told me that ANY doctor who can prescribe narcotics can also write Suboxone or Subutex for pain. They can't prescribe it for addiction, but they can prescribe it for pain. She said they can even put refills on the script. This is news to me. She also said it is an off label use, but this is allowed. I think this woman is in a position to know because she works on a board that I believe is being run or funded by the company that makes Suboxone.  If this is true, it could be a very good thing for many people. Where I live some of these Sub docs charge an arm and a leg just to give you a Sub script. One doc I called charges $400 for the 1st visit and then $280 after that. I was told that if I kept going to him his fee would come down a little as time went on. Obviously I didn't go to him. Another Sub doc charges $100 per visit. This guy is also a General Internist and most of the people in his office weren't there for Sub. He further, accepts insurance for all his services, except for Sub. I didn't keep going to him neither. I called yet another and his quota of patients was full. Talk about a pain in the you know where. And now I hear any doc can write Sub or Bupe, if it's for pain. With me it is definitely for pain. Sure I'm opiate dependent at this point, but I came to be this way due to pain. Back in my party days, opiates were never my favorite things. I don't think I ever even took opiates with the intent of getting high and partying. I just don't like them all that much. I'd rather have some beers. So I take bupe for pain, and if any doc can legally write me these scripts, I really want to know?  Aren't some of you nurses or don't some of you work in the medical field? Maybe you folks can ask some docs that you know? I'd ask about Sublingual buprenorphine to start out, so they know what you're talking about. Then I'd ask about Suboxone. I mean what the heck. Many of us might be able to save over 100 a month if we can get scripts from our PCP docs. What you all think? "
Opiate Dependence,https://www.drugs.com/answers/detoxing-from-suboxone-taper-with-other-pain-428085.html,Detoxing from suboxone taper with other pain pills here and there to help?,"Ive been on suboxone for about 3 years and have recently started tapering down dosage. The 2nd day was the worse! Every 2-3 days I have ended up getting a few pain pills and Im not sure if that is hurting or helping any - it certainly helps at the time but I can actually feel the pill when its waring off! Today is day 8 and Im feeling better, not great or wonderful but better. Yesterday I made myself go for a walk and last nite a friend gave me a 10mg lorcet - is that prolonging my misery? It really made me feel better - I never thought I would see the day that I said 1 lorcet made me feel better! Before I started suboxone I had been on pain meds-anything in opiate family except h, cant stand needles! "
Osteoarthritis,https://www.drugs.com/answers/tylenol-arthritis-pain-taking-tylenol-arthritis-2-3438606.html,Tylenol Arthritis Pain - I have been taking Tylenol Arthritis: 2 - 650 mg tablets every 8 hours?,... for last 2 years I have been taking Tylenol Arthritis for my osteoarthritis and recently started experiencing nausea about an hour after taking it. Wonder if I have reached my maximum amount of Tylenol Arthritis and need to get off of it? Anyone have any experience with taking this for 2 years? 
