disease,postLink,postHeading,postContent,postTags
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/36870/red-mark-on-penis-slightly-raised,"Red mark on penis , slightly raised.","Please help ,  This has been causing me a great amount of stress . About a week ago now I noticed this circular red mark on my penis . It is not sore to touch nor itchy . It is not an open wound gives me no other symptoms . Is this something anyone had ever encountered ? I know Syphilis starts with a singular sore but I thought that was more like an ulcer , not a raised red mark .  Any feedback would be greatly appreciated . I have attached some images",Men's Issues
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/42300/how-long-it-takes-for-tb-test-to-be-out,How long it takes for TB test to be out,"Is it possible to have TB and not have any symptoms all your life? I went for medical examination recently for immigration purposes and out of no where I am giving sputum samples, it's over a month now and I'm yet to hear anything, I would like to know how long it takes for a result to be out. Thank you",
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/42176/ejection-fraction,Ejection Fraction,Hi. I recentry had a stress test with nuclear imaging done with a standard echo at the begining of the test. This was done because of mass dizzyness with purfusive sweating episodes then a heart CT that had a calcium score of 533. I am 55 in what I thought was great shape rarly eat red meat last 10 years plus spend about 25 hours a week in the gym with a majority of that spent on cardio. Resting heart rate about 50 standard blood pressure is about 128/80. The test came back my echo showed 64% ejection fraction but my nuclear test showed abnormal test result showing a medium amount of left ventricular damage and a injection fraction of 37%. These results seem conflicting and I'm not sure my cardiologist has seen the nuclear results he has told me results of testing are normal come back in a year.. can anyone give perspective. Here is copy of my nuclear RT SCAN SPECT MULTIPLE - Details About This Test DetailsPast ResultsGraph of Past Results Study ResultNarrative · Abnormal Nuclear Study. · Normal perfusion images with no evidence for stress-induced ischemia or  myocardial scarring. · Abnormal wall motion. There is mild generalized hypokinesis. · Ejection Fraction is measured at 37% (45% or greater is normal for  Cedars Processing) · The image quality is good. Diaphragmatic attenuation artifact is  present. Prone imaging was used to help minimize attenuation. · No prior study has been performed within the last five years. Component Results,
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/42296/nuclear-stress-test,Nuclear Stress Test,I recently had a nuclear stress test and the findings were borderline myocardial perfusion. Mild reversible inferolateral defect. It was also noted poor r wave Progression on ekg. What does this finding mean?,
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/42316/severe-heartburn,Severe heartburn,"I have had two severe heartburn attacks lately. I take tums and I am fine soon after, but I have never experienced it like this before. I have had heartburn many times before, but not this severe. I am only 36 years old. What could be happening if anyone could take a guess. I do have bad heart problems in my family.",Heart Disease
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/42603/i-have-a-fib-and-reduced-heart-strength-heart-failure-i-was-diagnosed-with-these-conditions-in-nov-of-2016,I have A-Fib and reduced heart strength (heart failure ?) I was diagnosed with these conditions in Nov of  2016,"I would be interested in hearing from those anyone who has had either or both of these conditions for 10 years or longer, primarily.",
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/42733/pots-or-something-else,POTS or something else?,"Warning: This is going to be a very long post because I wanted to share my journey and see if anyone relates to me.  My journey started in September 2011, but it seemed to be a one-time occurrence and I could directly relate my 'episode' to something stupid I did. One night I took my friend's hydrocodone pills (please don't judge). The next day I started feeling a weird hot feeling in my sternum (not like heartburn), then I immediately felt the urge to have a BM, went to bathroom and then started feeling dizzy, lightheaded, seeing stars. Sweating profusely, laid down on bathroom floor, then felt urge for BM again, then it just kind of happened back and forth until BM was complete - all while dry heaving too.  December 2011 - my cousin was in the hospital after a terrible car accident, he looked awful. I had to run out of the room then collapsed in the hall and had same episode as above. September/October 2012 - I was really sick, might have been the flu, took a medication prescribed to my dad to help with fever, body aches, chills. Next day I went to class, started feeling sick, so I got up to go the bathroom, I collapsed in the doorway. Started having an episode - actually threw up this time. Ambulance came, but since I was 17 and coherent I could not consent to them taking me to the ER. I do remember them saying my blood pressure was low. Went to PCP and she said the only way to tell what was going on was if I was in the middle of the episode and they took my vitals. Dec. 2013/Jan. 2014 - I was getting my 2nd colonoscopy done, so the day before I had to cleanse. I probably did not hydrate enough and I definitely was not eating. Morning of the colonoscopy I had an episode. December 2016 - One night went to dinner mixed different alcohols, did not eat much food. Went on to mix very strong alcohols. Woke up still drunk, went back to sleep, then woke up again and had an episode. February 2017 - Went out for bachelorette party, did not eat much dinner, mixed a lot of alcohol. Woke up drunk, then when that wore off I had an episode. September 2017 - It was a normal Friday, I ate dinner and was full. I had some wine 24 hours beforehand, but did not get drunk and had plenty of water and food between. I started feeling hot and sick around 3 AM, forced self to lay down - then was taken home by a friend (I was at a retreat). When I got home I had a BM and felt better. Next day I was at lunch and I was really nervous I would have another episode. Went to a store that was a little crowded, started feeling hot and sick. Stepped outside, felt a little better, then it started hitting me. Got to car and started having episode, was able to hold in BM. Got home had BM, laid down with cool rag because I was sweating so much, but cold at the same time then fell asleep. Next 2 days I was fine, that Tuesday I was in class and started feeling sick, so I stepped outside, but it didn’t help, so I went back to class grabbed my stuff and left to go home. I was lightheaded and nauseous on my way home (which I know wasn’t smart to drive), I was sweating a lot and laid down with a cool rag then fell asleep eventually. That Friday I went to PCP, she suggested I see a cardiologist for POTS. It was hard for me to go to the cardiologist because I was out of town at school.  I had anxiety in public places because I was always scared I was going to have an episode. November 2017 – I was driving from Lubbock to Dallas, I had eaten a grilled cheese and a few tater tots from Sonic. About an hour into the drive I started feeling dizzy, had the burning sensation in sternum, hot, shaky, felt I needed to have a BM. My friend came and picked me up and drove me home and we got my car later.  December 2017 – I was driving from Dallas to Lubbock, I had eaten a little bit of a sandwich, and had powerade. I started feeling the burning sensation in sternum, got dizzy, pulled over, I was hot, shaky, nauseous, and I actually had a BM – I was not anywhere near a gas station/restroom. Mom drove to pick me up, about an hour and a half out. The night before I had a glass of wine, but I ate dinner and did not feel tipsy or a buzz even. January 2018 – went snowboarding. Felt bad when I woke up, ate breakfast, had BM, felt ok, started driving and about 2 miles from the hotel had to turn around because I started feeling an episode. I had another BM, then rode up front the rest of the way and felt extremely nauseous the whole drive (50 minutes). While snowboarding, a little higher on the mountain (I went on the smallest ski lift), I started feeling hot, nauseous and felt a BM, I tried to breathe and cool down, then it went away.  There have been a few mornings where I wake up with a racing heart and feeling very hot, but I force myself to stay laying down even though I feel very nauseous or like I need to have a BM. Eventually the feeling of hot and racing heart will calm down after 30-45 minutes, then I get up and have a BM and feel better. I finally saw a cardiologist in February and told her all my symptoms, they did orthostatic vitals, and my blood pressure is lower than normal and gets lower upon standing. Her suspicions are POTS/orthostatic hypotension. I’m just not sure if I should be seeking another type of doctor to talk about other issues that could be causing low blood pressure and these symptoms or if I’m on the right track. I had an echo done, which was normal. I had bloodwork done to test for magnesium and a couple other things which was all normal. I got an ETT done and I don’t think the results are back for that yet. But after about 12 minutes on the treadmill I started feeling very dizzy and nauseous, they wanted to get me to the HR of 168, so I did, but my blood pressure never went over 104/60.  On my way home from the ETT I ran out of gas on the highway and had to wait for someone to come with a gas tank, so I’m not sure if it was an anxiety attack or what. But I had an episode in the car and had a BM, in the car, in the middle of the highway.  I feel nauseous many days when I wake up and my blood pressure will be on the lower side.  I try and consume more sodium and drink a lot more water. I have cut out soda. I take Lexapro and Welbutrin. Has anyone else experienced these symptoms or something similar? Does it seem like I’m on the right track? Side note: I also used to see a pediatric gastro from 16-19 due to stomach issues. I would have diarrhea more often than normal, have abdominal cramping, a lot of gas build up that would cause a lot of pain, etc. I’ve had 2 colonoscopies done, which came back normal. I’ve had a hytascan which came back normal. My GI suggested chronic appendicitis and had me see a general surgeon, but the surgeon wouldn’t perform the surgery without proof of appendicitis. Then I stopped seeing the GI because I am no longer a minor and I just haven’t sought out someone new. I also had a laparoscopic exploratory surgery in my uterus to check for endometriosis, which I do not have. But before the surgery I had an ultrasound and my dr told me that I definitely have some sort of colon issue because there was a lot of built up gas in my stomach and it was hurting to press down on my stomach.",
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/42841/chest-pain,Chest pain,I am a 46yr old woman who had a colonoscopy three days ago due to findings of having diverticulosis with some bleeding and pain.the procedure came out to be fine but now I feel worse it's been three days I'm very bloated gassy diarrhea constipated and now chest pain what's going on I am drinking plenty of water,
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/42885/stuffy-head,Stuffy head,"I am currently on heart meds and have Copd which I do oxygen and meds for, also have a pacemaker. For the past couple of months I have had the sensation of a bunch of cotton in my head, and it's driving me crazy, hard to think.","AFib , High Blood Pressure"
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/42982/blood-pressure,Blood pressure,My blood pressure has been at Least 217/173 for the past 24 hours. I am a 46 year old female on several meds for anxiety and depression. I have never had this problem before. Should I be concerned?,
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/42889/chest-pain,Chest pain,"Some quick stats first  6’3 190lbs M 30  Pretty sedentary life and generally poor diet but no other health issues except for some anxiety. I don’t smoke and rarely drink alcohol. Not taking meds Ongoing issue ~6 months  I’ve had recurring chest discomfort over the last 6+ months that comes and goes. The pain is not severe and does not interfere with my day to day life. I originally went to a doc in a box who suspected GERD and gave me Ranitidine. It didn’t really seem to help anything. He did comment that my lungs and heart sounded fine with no abnormalities. I don’t exercise much but it does not seem to affect my level of discomfort. I have noticed movements like sit-ups trigger the pain. The pain is centered left of my sternum and is a dull ache to sharp pain, I have recently noticed that pressing on my sternum in a specific spot causes a similar sensation.  I also have the sensation of needing to frequently take deep breaths even when laying down. I do not know if this is related or just something like anxiety that I’m sure I have. It feels a bit like I have to manually breathe which forces me to think about every breath which is maybe where that is coming from.  Any ideas about what this might be?",
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/36608/std-symptoms-but-negative-test,STD symptoms but negative test,"I was having chlamydia like symptoms, yellowish discharge, foul odor & I thought maybe it was a vaginal infection so i waited it out but it never went away. So I went to the clinic she gave me a shot and 7 day prescription, the day after the shot alone I saw symptoms go away and I took the medicine until it was gone I have had no symptoms since.. but all my tests came back negative and my partner is also having symptoms (he’s actually in jail) so I’m not sure if maybe he’s just thinking so because I told him I had to have had something, or if he really has symptoms but I think a grown man would know the difference. . I’m not sure what he should get treated for or if I should still be worried about myself having something. I’m just confused on why it went away with STD treatment but tests came back Negative. Should I still be worried?","Chlamydia , Women's Issues"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/36588/regular-period-or-what,Regular period or what?,I've been having issues at least a week or less what I ad thought I was going to start my period but didn't fully start but it's been off and on with it being red blood then pink brownish in color for a few days now. It was mainly pink brown for most of it. Also my breasts hurt occasionally. Hardly any cramps during the time I've had this go on. I did have a regular period the beginning of december. It ended yesterday. Still feel off. Breasts seem to be getting bigger. What should I do?,Women's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/36516/could-i-have-herpes,Could I have herpes,So I have a foster sis and she has herpes and we share the same toilet and I’m worried I could have contracted it from the toilet seat I’m also getting more worried because I have exzema on my butt and thighs and it doesn’t make it better I just really need some help,"Women's Issues , Genital Herpes"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/36559/slight-itching-of-labia-minora,Slight itching of labia minora,"My husband had a bad urinary infection, and had to take antibiotic for it. The doctor said that he should not have intercourse for that time. She also said that everything should be fine after 10 days. He went for a check up after 5 days, and they said that things were getting better. Fast-forward to 12-13 days after starting medication (he didnt have any sensations while urinating for a few days)... we had unprotected intercourse. 2-3 days after this intercourse, I started to have itching of my labia minora. The itching (has been going on week) is not persistent. Currently I am on my period, so I wash myself after urination... and then i feel the urge to itch... but usually I feel nothing during the day, or just a very slight ""burning"" or sometimes a urge to itch sensation. I was wondering if this is something slight or serious and what it could be? is it from the antibiotic he was on (since he did not take a probiotic) or maybe the UTI?",Women's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/36621/help,Help,"I’ve had a severe pain in my lower pelvic area for a few days, when I coughed I felt a poping sensation and the pain spread and worsened. Severe pain while pushing to pee or bm or coughing. Went to ER and was sent home with clear blood work and urine test as well as a X-ray of my torsue area checking for bowel ubstruction they said everything looked ok. Been almost a week and still in severe pain.. help",Women's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/36589/partner-had-chlamydia-for-3-years-before-passing-it-to-me,Partner had chlamydia for 3 years before passing it to me?,"I had been tested for STDS over a year ago and 7 months ago, both times neg. Now I have tested positive for chlamydia, but have been with the same partner this whole time. What is the likelihood that he did have this STD this whole time and i am barely becoming infected now? Or is the more likely answer that he was unfaithful?",Chlamydia
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/36450/small-frenulum,Small Frenulum,I have a short Frenulum and i can pull it all the way back and it doesn't hurt at all is this still a problem?,Men's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/36564/throbbing-pain-in-shaft-when-penis-is-erect,Throbbing pain in shaft when penis is erect,"I'm 14 years old and, as of recently, I have been having a bad throbbing pain in my shaft whenever I get an erection. Could it be that I just need to give it a rest? Is there any real cause for concern here? Thanks.",Men's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/36809/ngu,NGU?,"Hello, My now ex- boyfriend and I had unprotected sex about three weeks ago and he just told me a few days after we had sex he started noticing a discharge from his penis with no other symptoms.  He went and got tested for stds with negative results but is still insisting I cheated and gave him something. I was tested before we started having unprotected sex regularily (also with negative results) and haven’t been with anyone else since. This was about 6 months ago now.  I am in Colombia and can’t get to my doctor for at least two weeks so I’d like some advice, Is there a chance I had something that wasn’t picked up on my tests and gave it to him? Why would his symptoms just be showing now if we have been having unprotected sex for months?  If it’s NGU, how would I have gotten it without having sex with someone else, or could I have been a carrier for 9 months (that was the last time I slept with someone other than my ex ). Is the infection possibly picked up without sex whatsoever?  If he has no other symptoms aside from a discharge, is there anything else it could be ?  What are the chances he gave it to me if he has NGU and I didn’t to begin with? What are the chances this means he had been unfaithful while we were together? Thank you for your help. Stressed.","Women's Issues , Men's Issues"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/36707/doctors-aren-t-sure-what-s-wrong-with-my-groin-nubmness,Doctors aren't sure what's wrong with my groin nubmness,"So, I am going to go into really specific details here but I am getting to that stage where I am frustrated.  28/ M/ 280 Pounds. History: ADD, asthma. Problem: Numb spots on testicles/penis - which has slowly gotten to the point where I cannot feel my orgasms / just recently began having ED in the middle of business and I ejaculate sperm (even though I am tightening my kegel muscle) before I reach my actual orgasm. Things that have been done: Testosterone test, blood work, MRI, loose clothes, less masturbation, standing more. I have a high sex drive and to be honest I've probably masturbated at the minimum every other day since 13 if not every day. A year and a half ago I started experiencing numb spots while masturbating. It's hard to explain and I will attach a picture to point out where I am experiencing it.  Eventually it's gotten to the point where I've noticed quite a few things.  1)When I orgasm my testicle's texture changes (this could be normal and me just paranoid).  2) Releasing sperm before feeling/achieving orgasm (this is a new symptom and not normal - I know my body and used to have really good kegal muscles that I could control). I start to build up to my orgasm and I'm already shooting sperm before it ""hits"". This also happens during sex.  3)I always seemed to produce a healthy amount of sperm but as of late it seems to be extremely low.  4) I've noticed low to no precum which is not common for me 5) Penis head is fairly numb to the point I can run a finger across it and it isn't super sensitive. On occasion after orgasm the ""sensitivity"" comes back. 6) Blowjobs from my partner are like throwing my penis into the wind. I used to enjoy oral - now I can no longer feel it. 7) ED during sex (new) Doctor told me he has no idea. Neurologist said he found a minor slipped disk in my spine but it was NOT causing my issues. Urologist shrugged and said there wasn't really much he could do besides give me blue pills.  I have NO bathroom problems. NO pain. I do have hemorrhoids that pop out anytime I stool. A few years back I remember getting an infection (I'm uncut) and eventually it cleared up with proper cleaning but noticed a bit after that small sores would appear on my head. There also seemed to be a layer of what I'd say is like dead tissue on my head that I could scrape off.  This was years ago however but it might relate, who knows. I also would sometimes get a sharp stabbing pain if I stopped my peeing half way through. Usually in the gooch/behind the testicles area. I've read this is fairly common but throwing it out there anyway. I apologies for the length - I'm usually very private but at this point I am becoming super frustrated.",Men's Issues
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/41404/cardiologist,cardiologist,I just found out I have an appt with my cardiologist for EMR Groin Check reason tee I have a few days before. What is EMR Groin Check? I know EMR probably means electronic medical records. but whats the groin check mean?,Heart Disease
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/1835/sharp-chest-pains-in-upper-left-side-of-chest,Sharp chest pains in upper-left side of chest,"Male, 140lbs, 17 years old, 5'10. I've recently been having some sharp chest pains in the upper-left side of my chest. It's been going on for a couple days now. It hurts specifically when I lift something using the left side of my body. I've also recently been getting chills even when its not cold and even shaking. Could this just be from anxiety or stress? Or should I see a doctor?",
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/41207/can-slight-gas-manifest-as-chest-jaw-and-arm-pain,"Can slight gas manifest as chest, jaw and arm pain?","Hello, I am a 32 year old male in relatively good health. For the past several months I've been experiencing a dull aching pain in the left lower portion of my jaw with a simultaneous dull aching in my left arm which tends to be felt on the inner forearm. It will generally last a few minutes at a time and will sometimes come in waves. A few times I felt pressure in my chest as well. I am 100% positive it is not musculoskeletal as it is not relieved by re-positioning, nor is it initiated by any type of movement, it is not tender to the touch and is unaffected by pressing anywhere. The last few times it seemed to be brought on by strenuous activity such as jogging or in one instance when my adrenaline started pumping for a specific reason. However, another strange symptom that I've noticed in conjunction with this is a very subtle and slight sensation of gas or bloating in my lower abdomen. It's so subtle that I did not even notice it the first few times this occurred but it definitely seems to be associated with each episode. It is not painful or uncomfortable in anyway or associated with any flatulence and only sometimes has resulted in minor burping. What I would like to know is can NORMAL levels of gas traveling through the digestive tract affect the same nerves which will mimic heart related problems? I feel that strenuous activity can also be associated with digestive activity or distress which could bring about these symptoms. It is also not related to indigestion, which I never get. There is no burning sensation in my chest.",
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/42169/abnormal-q-wave,Abnormal Q Wave?,"I got a copy of my medical records for a EKG I had performed at our local heart center yesterday. The cardiologist said I was good to go. However, the notation on the EKG was:  ""2018/03/01 EKG FINDING Date of Test: 03/01/2018 The tracing was reviewed today. Normal sinus rhythm. with rate of 65, Abnormal inferior Q waves."" I googled 'Abnormal inferior Q waves' and get the impression that this is an indication of a previous MI. Am I interpreting this correctly? Thanks...Rev","Heart Attack , Heart Disease"
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/42135/husband-diagnosed-with-hypertension-at-31,Husband diagnosed with hypertension at 31,"Hi all, My husband is 31 years old. Has not seen his PCP in about 3 years. I asked him to go for a BP check. BP was 150/96, ekg showed a LVH and a RBBB. My husband is thin, works out 3-4 days a week, does not smoke. Was started on amlodipine 5 mg. I also have him set up with cardiology next week. Is his abnormal ekg something to be worried about? With controlled blood pressure can these findings be reversed?",High Blood Pressure
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/42186/hypertension-while-sleeping,Hypertension while sleeping,"My 80-year-old mother has taken daily medication for hypertension (1 pill at night) for quite some time. Just recently, though, she has experienced bouts of severe hypertension, resulting in trips to the ER. And the only common denominator seems to be that the bouts occur when she's napping or sleeping. Is it possible that being in a prone position is somehow contributing to this?",High Blood Pressure
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/42026/cardiac,Cardiac,"I have an ascending thoracic aortic aneurysm. Controlled high blood pressure. Female, 66 yrs old. Is it advisable to engage in sexuxal relations? Aneurysm size is 4.2.",
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/41352/blood-pressure-and-pulse-goes-up-and-down-drastically,Blood pressure and pulse goes up and down drastically,I am 30 years old with anxiety issues but do not take any medication for it. The last few months I've started having chest pains especially when I have anxiety attacks. I bought a blood pressure and pulse reader so I could keep an eye on it. I've been checking it every few hours while awake. During the day my blood pressure stays extremely low averaging around 88/55. I've been told by doctors before that I have low blood pressure so this doesn't surprise me. My pulse averages around 85 while at rest with occasional spikes that go closer to 100. After 7 pm my blood pressure starts rising up to what most would consider a normal rate around 110/68 but my pulse drops to around 55. Some nights if I stay up late my heart rate will occasionally start racing for no apparent reason and get as high as 115 but my blood pressure doesn't change when this happens. It takes about 20 minutes for my pulse to drop back to a normal level. I know some ups and downs throughout the day are normal but I'm afraid this is too much. I'm sure my anxiety plays a small part because last week during a major attack my pulse topped out at 124. I've tried researching this but everything I find talks about high blood pressure. Could use some advice. Should I be worried?,
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/41888/low-heart-rate-medtronic-reveal-linq---no-patient-monitor,"Low heart rate, Medtronic reveal linq - no patient monitor","Hi everyone, I had shortness of breath for 15 years, dizziness, lightheadedness, irregular heartbeat, low heart rate and skipping heartbeats. No doctor ever took me seriously because I'm still young (33 years old), blamed it on anxiety and then said I had asthma.  A few weeks ago I blacked out while driving, that was my third blackout within 2 months. They did a 3 day holter monitor and saw that my heart rate dropped to 46 beats a minute, I have a first degree AV block, low frequency ventricular ectopy and sinus arrhythmia throughout. A week later (1 week ago), they implanted a Medtronic reveal linq cardiac monitor to watch my heart rate over a longer period (up to 3 years).  Online I read that patients will receive a monitor which transmits data to the cardiologist 24/7. I only received a patient assistant with which I can record 4 episodes of symptoms every 6 months. What's the point of that? What if I have more episodes? Or a very low heart rate/irregular heartbeat without symptoms? Do I just ignore it? Why would they implant a device like that and then don't monitor results? I don't want this monitor inside of my body if I can only record 4 episodes every 6 months. I have symptoms every single week. They also never explained anything to me. I only know from the online handbook I found that I have to keep a certain distance from electronic devices and even my induction cook top. Needless to say I'm not impressed with the health care system Anyone else with tips or recommendations?",Heart Disease
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/42081/sharp-chest-pains-in-upper-left-side-of-chest,Sharp chest pains in upper-left side of chest,I am a 17 year old girl Lately I have been having bad chest pain right under the side of my boob on the left side and in the middle of my chest and it hurt when I breath and then I start getting pain in my left arm on my shoulder and right below my shoulder some one help should I go to the doctors or do you possibly know what it is,
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/36969/unknown-infection,Unknown Infection,I contracted gonorrhea a long time ago and after it was treated i realized that when i push hard a lot of sticky fluid is coming out of the penis. I went back to the doctor but keeps saying that i sleep around without using a condom and he give me another treatment for gonorrhea and it did't work. I decided to do the test for gonorrhea and chlamydia but the test come back negative. I keep changing doctors but all did not work. Please help because this affects my erection and ejaculation as well.,
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/36920/sex-and-health,Sex and health,"Am ages 54.during last 6 months I have been observed,after the masturbation my body gets gerking more than 3 ,4 times.it feels from chest.vut full body gets gerking. Please inform what exactly the reason for this. Awaiting your reply Regards",
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/37037/my-boyfriend-has-herpes-and-i-dont-however,my boyfriend has herpes and i dont however....,"7 months into the relationship my boyfriend used to be a drug user i didnt know, then i found out he was had genital herpes which i freaked out, because he was on drugs he never had an out break but when he got with me he quit because i wasnt having that in my life...we had sex in those 7 months with no protection until i found out about his condition ..which he said he forgot he had it ....i went to the doctor to get tested and i was clean however i have done everything against my own wishes ...he started to be abusive mentally and physically and i cheated because i just didnt know how to deal with his condition...but he accepted and forgave me but i developed hypochondrial symptoms after he told me i just felt like i couldnt have sex without a condom and he had to wear shorts and yes it has just made things alittle difficult for us to be close or normal...bottom line we had sex again with protection he had no breakouts before he put the shorts on or anything however i put a hole in the underwear so he can get his penis in ...and well i guess it was to tight because when we finished he developed a ring like clothe burn he seen after having sex with me...and im freaked out...can you get herpes from a rug burn from friction if he had no herpes outbreak he did have an outbreak 2 weeks before but i waited a week and a half after it went away before doing it...im scared as ***...and really just want to end it after 3 years ...im just tired of this..im so in love with him throughout the years we got better with eachother but still sexually its not really there...were both basically masterbating ourselves...idk...im just feeling so out of it...",Genital Herpes
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/45352/heart-kidney-liver-transplant-for-3-yr-old-daughter,Heart/Kidney/Liver Transplant for 3 yr old daughter,"Hi I have a 3 year old daughter named Penelope. She was born with Cardio Myopathy and Kidney Dysplasia. She has had 2 open heart surgeries so far. She is currently on the waitlist for a heart, kidney, and liver transplant. She has been on the waitlist for months. Time is running out for her. Penelope doesn't have much time to live. My husband just passed away 2 days ago in a car accident due to brain trauma. I was wondering if its possible that he can be the donor for my 3 year old daughter's heart transplant.  Please answer as soon as possible with answers and support. The sooner the better. Thanks,  Tess","Heart Failure , Heart Disease"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/36407/18-year-old-virgin-with-small-bumps-and-a-little-hot-brown-blotch-on-my-penis,18 year old virgin with small bumps and a little hot brown blotch on my penis,"I’m 18 years old and have never had any form of sex in my life However I do masturbate. I have some little bumps on the shaft of my penis , along with this I have a concentrated amount of even smaller bumps in a little area on my foreskin near the brim and I am unsure as to what this could be as it is only recent . Finally I have this some light brown blotch on my foreskin which also recent and I have no idea of what it could be. Help and advice would be much appreciated. (I could also try to upload images if needed)","HPV/Genital Warts , Men's Issues , Genital Herpes"
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/45100/any-new-treatments-for-syncope-in-the-last-10-years,Any new treatments for syncope in the last 10 years?,"I had a fairly sever syncopal episode ten years ago.  I had a complete cardiac work up. I went through a number of tilt tests. I was put on at least six different meds and given tilt tests to see if the meds were helping.  None of the meds helped, but many of them had harsh side effects. With Theophylline for example, my heart rate was running about 30 beats per minute faster than normal, I felt like I was burning up most of the time and I could only sleep about 2 hours a night. I lost ten pounds in a week. And I am in pretty good shape to begin with.  Fast forward to now and I had another syncopal episode.  Are there any newer treatments? Looking on the internet I see the same drugs mentioned that I was put on ten years ago with out good results. Then and now there is talk of using pacemakers, but not any enthusiasm.  I saw two electrophysiologists ten years ago. Talking with the better of the two as I now understand, the problem, at least in my case isn't the heart. It is the medulla, the primitive part of the brain that controls blood pressure, heart rate and the other autonomic nervous system functions.  In the end, the best advice I got was try and avoid triggers for syncopal episodes. I live a healthy life style. But there are triggers you can't avoid, now matter how much you try.  So what are the latest treatments? Anything new out there? By and large it appears that electrophysiologists treat syncope. But at least in my case it seems to be more of a problem with the medulla. Wouldn't a neurologist be a better choice?",
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/36469/bumps-on-penile-shaft,Bumps on penile shaft,I shaved about 2 weeks ago and I recieved an ingrown hair at the base of my penis. The ingrown hair became inflammed and popped. Soon after i started to notice small bumps on the side of my shaft. I think they are just hair follicules but im uncertain,"Chlamydia , HPV/Genital Warts , Men's Issues , Genital Herpes"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/36269/treated-for-chlamydia-pain-still-exists,"Treated for chlamydia, pain still exists","About three months ago I started having pain in my penis. I was sexually active with a new partner for about two months when the pain started. I went in and got tested. I had chlamydia. I was given antibiotics and the pain subsided. I was not sexually active for two weeks after taking the antibiotics. However, the pain came back after a week and a half. I went in and got tested again, and still had some bacteria so I was given cipro for a uti. The pain again went away but came back. I went and got tested again for an sti and everything was normal and there was no more bacteria. There is no real redness. There is a constant burning towards the tip of the penis that sometimes is less noticeable than other times. It doesn't worsen when I urinate. Any help or advice would be great. Thanks.","Chlamydia , Men's Issues"
